university_id,2024 RANK,2023 RANK,University,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Student Population,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year,Quality of Education,Alumni Employment,Quality of Faculty,Quality_Publications,Influence,Citations_Count,Latitude,Longitude,type,universities_ranked_count_x,best_university_rank,Country_Avg_Overall_Score,Country_Avg_Academic_Reputation,Country_Avg_Rank,Country_Avg_Citations,female_percentage,male_percentage,Subject_Field,Citation_Score,Research_Output_Score,Enrollment,Undergrad_Students,Postgrad_Students,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,QS_Rank,THE_Rank,ARWU_Rank,City,Region,Faculty_Count,Student_Faculty_Ratio,Country_Avg_International_Ratio,Research_Impact_Score,Employability_Score,Internationalization_Score,Research_Productivity_Index,Citation_Total_Score,Academic_Excellence_Score,University_Performance_Index,H_Index,Publication_Count,universities_ranked_count_y
U0026,44,42,Zhejiang University,CN,China (Mainland),XL,FC,VH,4,A,73.8,81,95.7,36,66.5,198,97.6,37,97.7,120,26.5,456,74.7,174,37.7,194,51.5,297,48169,16%,,75.0285,70.2,75.3,78.7,99,65.5,2024,667,568,304,49,244,304,30.047992,-94.3357433,Public,35,12,56.53822857,28.66857143,328.4,574.8823529,58.54412038,41.45587962,"Architecture,Other Health,Biological Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,History, Philosophy & Theology,General Engineering,Sport Science,Geography,Art, Performing Arts & Design,Communication & Media Studies,Computer Science,Medicine & Dentistry,Physics & Astronomy,Law,Economics & Econometrics,Agriculture & Forestry,Psychology,Business & Management,Chemical Engineering,Mathematics & Statistics,Archaeology,Accounting & Finance,Education,Chemistry,Sociology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",44.3,100,54313,43009,11304,"9,177",52630.5,14,95.5,7.5,10,45,49,11.5,Hangzhou,Asia,6065,7,-0.257142857,77.34,66.7,62.1,0.002473207,0.384879826,528.4,0.658187784,596,16079,72
U0027,46,36,Kyoto University,JP,Japan,L,FC,VH,5,A,98.7,20,99.1,14,94.7,63,49.3,270,14.9,670,20.8,538,57.3,266,53.2,118,88.4,103,21817,11%,25 : 75,75.0675,85.4,84.3,60,100,45.7,2024,25,29,24,45,48,101,36.5748441,139.2394179,Public,37,29,35.23782432,24.98108108,1011.972973,567.8518519,25,75,"Biological Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Archaeology,Chemistry,Agriculture & Forestry,Education,Other Health,Civil Engineering,Sociology,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Psychology,Law,Chemical Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Computer Science,Geography,Architecture,Sport Science,General Engineering,Business & Management,Politics & International Studies (incl Development Studies),Physics & Astronomy",46.3,100,21617,15588,6029,"2,863",52630.5,11,95.5,7.5,10,33,57,11.5,Kyoto,Asia,3911,6,0.5,69.72,76.15,17.85,0.007414983,0.240814741,25.9,0.486830332,325,14749,120
U0028,47,61,Delft University of Technology,NL,Netherlands,L,CO,VH,5,A,73,84,79,73,36.9,428,84.9,95,100,66,89.3,121,91.4,72,42.1,170,98.4,18,21262,30%,31 : 69,76.2645,66.7,78.2,76.5,100,92.8,2024,566,406,304,228,281,363,52.2434979,5.6343227,Public,9,48,67.17744444,47.4,116.2222222,271,31,69,"Computer Science,Agriculture & Forestry,History, Philosophy & Theology,Sport Science,Other Health,Geography,Chemical Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Education,General Engineering,Communication & Media Studies,Business & Management,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Biological Sciences,Mechanical & Aerospace Engineering,Architecture,Physics & Astronomy,Electrical & Electronic Engineering,Chemistry,Art, Performing Arts & Design",29,100,21410,13084,8326,"6,104",52630.5,35,95.5,7.5,10,57,47,11.5,Delft,Europe,2041,10,0.5,77.18,60.55,94.65,0.109750122,0.335064935,439.4,0.630134854,371,5869,14
U0029,47,32,Northwestern University,US,United States,L,FC,VH,5,B,83.8,60,60.2,132,98.9,39,70.3,147,48.2,364,44.2,327,79.2,152,97.7,19,78,162,18894,18%,52:48:00,83.201,72.3,78.8,97.8,99.7,75.9,2024,129,18,44,28,36,34,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,52,48,"Computer Science,Geography,Physics & Astronomy,Languages, Literature & Linguistics,Business & Management,Biological Sciences,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Mathematics & Statistics,Civil Engineering,Sociology,Education,General Engineering,History, Philosophy & Theology,Architecture,Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,Law,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Chemistry,Other Health",95.3,100,20611,14415,6196,"3,846",52630.5,24,95.5,7.5,10,30,42,11.5,Evanston,North America,3652,5,0.5,90.2,78.95,46.2,0.014238773,0.103396603,70.2,0.552720633,298,7802,192
U0030,47,32,Northwestern University,US,United States,L,FC,VH,5,B,83.8,60,60.2,132,98.9,39,70.3,147,48.2,364,44.2,327,79.2,152,97.7,19,78,162,18894,18%,52:48:00,83.201,72.3,78.8,97.8,99.7,75.9,2024,129,18,44,28,36,34,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,52,48,"Computer Science,Geography,Physics & Astronomy,Languages, Literature & Linguistics,Business & Management,Biological Sciences,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Mathematics & Statistics,Civil Engineering,Sociology,Education,General Engineering,History, Philosophy & Theology,Architecture,Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,Law,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Chemistry,Other Health",95.3,100,20611,14415,6196,"3,846",52630.5,24,95.5,7.5,10,30,42,11.5,Evanston,North America,3652,5,0.5,90.2,78.95,46.2,0.014238773,0.103396603,70.2,0.552720633,298,7802,192
U0031,50,34,Fudan University,CN,China (Mainland),XL,FC,VH,4,A,84.7,55,89.8,49,84.5,108,72.4,136,88.3,193,33,393,22.7,522,49.6,134,43.8,341,38101,9%,52:48:00,77.502,76.5,75.3,83.5,96,56.1,2024,667,210,304,94,188,275,30.047992,-94.3357433,Public,35,12,56.53822857,28.66857143,328.4,574.8823529,52,48,"Mechanical & Aerospace Engineering,Chemical Engineering,Mathematics & Statistics,Psychology,Physics & Astronomy,Other Health,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Law,Medicine & Dentistry,Chemistry,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Biological Sciences,History, Philosophy & Theology,Education,Art, Performing Arts & Design,Computer Science,Sociology,Accounting & Finance,Agriculture & Forestry",42.9,100,38601,27995,10606,"5,322",52630.5,10,95.5,7.5,10,31,30,11.5,Shanghai,Asia,4526,6,-0.257142857,80.22,69.7,60.65,0.011931065,0.364600106,421,0.646832831,310,6894,72
U0032,51,46,Shanghai Jiao Tong University,CN,China (Mainland),XL,FC,VH,4,A,83.7,61,83.3,64,54.7,279,99.4,15,39.2,415,35.5,377,38.3,390,55.5,113,44.1,339,38472,9%,37 : 63,77.687,76.6,82.5,75.4,100,60.6,2024,619,236,304,52,203,167,30.047992,-94.3357433,Public,35,12,56.53822857,28.66857143,328.4,574.8823529,37,63,"Medicine & Dentistry,Veterinary Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Physics & Astronomy,Computer Science,Chemistry,History, Philosophy & Theology,Education,Biological Sciences,Architecture,Chemical Engineering,Agriculture & Forestry,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Sport Science,Accounting & Finance,General Engineering,Psychology,Business & Management,Law,Geology, Environmental, Earth & Marine Sciences",19.1,100,41507,32597,8910,"6,371",52630.5,11,95.5,7.5,10,50,47,11.5,Shanghai,Asia,4386,9,-0.257142857,78.24,69.4,37.35,0.003875969,0.28907563,409.6,0.6206631,439,10156,72
U0033,52,52,Carnegie Mellon University,US,United States,L,FC,VH,5,B,71.2,87,75.3,83,49.1,319,99.9,10,46.6,371,98.2,59,57.4,264,60,100,47.2,323,13562,44%,44:56:00,86.2335,75,84.6,98.9,87.3,85.5,2024,34,145,21,228,221,129,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,44,56,"Accounting & Finance,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Politics & International Studies (incl Development Studies),Civil Engineering,Business & Management,Economics & Econometrics,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Biological Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Mathematics & Statistics,Chemical Engineering,Chemistry,Physics & Astronomy,Psychology,Architecture",95.7,100,16257,13143,3114,"5,739",52630.5,50,95.5,7.5,10,53,52,11.5,Pittsburgh,North America,1534,9,0.5,93.18,67.65,72.4,0.207301173,0.16983017,63.4,0.588558508,585,10003,192
U0034,53,58,University of Amsterdam,NL,Netherlands,XL,FC,VH,5,A,83.6,62,44.2,203,21.2,641,98.1,33,92.4,168,79.9,163,97.4,28,49.9,133,64.8,226,28649,36%,60:40:00,73.628,55,63.1,96.7,77.6,93.2,2024,175,872,298,62,82,85,52.2434979,5.6343227,Public,9,48,67.17744444,47.4,116.2222222,271,60,40,"Economics & Econometrics,Communication & Media Studies,History, Philosophy & Theology,Biological Sciences,Medicine & Dentistry,Computer Science,Physics & Astronomy,Art, Performing Arts & Design,Mathematics & Statistics,Sociology,Business & Management,Education,Archaeology,Geology, Environmental, Earth & Marine Sciences,Other Health,Psychology,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Geography",60.2,100,31035,17832,13203,"7,969",52630.5,39,95.5,7.5,10,55,62,11.5,Amsterdam,Europe,6000,11,0.5,83.26,47.05,86.15,0.013166667,0.140659341,421,0.583175155,500,20872,14
U0035,55,61,University of Bristol,UK,United Kingdom,L,FC,VH,5,A,74.9,78,84.7,60,47.3,331,64.7,179,85.5,205,86.8,136,84.4,122,39.6,181,81.3,141,27335,31%,55:45:00,69.771,48.7,56.5,97.3,72.3,92.5,2024,186,296,48,100,67,85,54.7023545,-3.2765753,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,55,45,"Other Health,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Archaeology,Economics & Econometrics,Computer Science,Education,Psychology,Languages, Literature & Linguistics,Law,Sociology,History, Philosophy & Theology,Physics & Astronomy,Medicine & Dentistry,Civil Engineering,Chemistry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Veterinary Science,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Geography",80.9,100,29680,23316,6364,"7,483",52630.5,35,95.5,7.5,10,62,51,11.5,Bristol,Europe,20311,8,1.869565217,80.98,62.15,86.15,0.006203535,0.175739261,177.6,0.514218326,349,8996,126
U0036,57,50,Duke University,US,United States,L,FC,VH,5,B,85.7,53,69.3,106,100,7,40.2,344,16.8,634,52.2,278,90,82,89.3,37,95,53,15527,18%,52:48:00,83.9325,79.3,76.1,96.2,100,74.8,2024,98,46,47,20,21,14,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,52,48,"Medicine & Dentistry,Psychology,Other Health,Biological Sciences,Computer Science,Agriculture & Forestry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Languages, Literature & Linguistics,Communication & Media Studies,Accounting & Finance,General Engineering,Sociology,Business & Management,Civil Engineering,Chemistry,Mechanical & Aerospace Engineering,Physics & Astronomy,Art, Performing Arts & Design,Economics & Econometrics,Electrical & Electronic Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Law",92.3,100,17871,13340,4531,"3,445",52630.5,25,95.5,7.5,10,52,62,11.5,Durham,North America,5673,3,0.5,88.16,79.3,34.5,0.006345849,0.089410589,67.1,0.545925772,144,6041,192
U0037,58,72,University of Texas at Austin,US,United States,XL,FC,VH,5,A,93.5,35,83.2,65,8.9,701+,86.7,85,9.3,701+,11,691,79.4,147,70,73,77.7,163,48558,8%,55:45:00,75.5265,66,75.7,91,81.4,47.3,2024,108,62,29,58,58,24,39.7837304,-100.445882,Public,98,2,56.8432449,31.06530612,362.2653061,265.6666667,55,45,"Architecture,Business & Management,Law,Communication & Media Studies,Biological Sciences,Economics & Econometrics,Psychology,Education,Sport Science,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Archaeology,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,General Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry",89.6,100,51158,37114,14044,"4,953",52630.5,10,95.5,7.5,10,67,68,11.5,Austin,North America,2887,17,0.5,84.88,76.6,10.15,0.025285764,0.096403596,70.5,0.504578041,411,24650,192
U0038,59,60,Sorbonne University,FR,France,XL,FC,VH,1,A,88.6,48,53.2,151,43.3,361,85.4,93,35.2,451,49.8,297,100,4,39.5,182,75.8,171,41527,22%,60:40:00,70.5185,64.7,60.8,83.7,69.5,78.8,2024,46,344,56,13,24,22,46.603354,1.8883335,Public,9,58,54.70383333,38.41111111,373,207,60,40,Natural Sciences,68.8,100,38923,25981,12942,"8,782",52630.5,23,95.5,7.5,10,72,72,11.5,,Europe,4680,9,0.5,74.54,46.35,42.5,0.001282051,0.077422577,138.4,0.466053465,403,13690,75
U0039,60,40,The Hong Kong University of Science and Technology,HK,Hong Kong SAR,M,CO,VH,3,A,83.3,63,42.6,216,53.6,289,99.1,20,100,19,91.4,111,5.3,701+,50.3,131,31,432,9794,30%,,72.9715,54,62.1,92.9,100,95.5,2024,,,,,,,,,Public,3,65,64.663,54.1,160.6666667,500,54.26134109,45.73865891,"Civil Engineering,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Mechanical & Aerospace Engineering,General Engineering,Biological Sciences,Business & Management,Education,Chemical Engineering,Languages, Literature & Linguistics,Computer Science,Accounting & Finance,Electrical & Electronic Engineering,Sociology,Physics & Astronomy",98.2,100,8912,6662,2250,"3,033",52630.5,48,95.5,7.5,10,34,44,11.5,Hong Kong,Asia,697,8,0.5,80.58,46.45,95.7,2.86,0.14985015,0,0.479436779,315,4168,9
U0040,61,76,KU Leuven,BE,Belgium,XL,FC,VH,5,A,84.6,56,42.4,220,7,701+,92.7,66,93.1,163,45.7,318,99.9,6,56.1,111,75.6,173,49435,19%,52:48:00,76.9905,60.1,74.9,91.9,100,79.6,2024,667,429,304,47,84,66,50.6402809,4.6667145,Public,3,45,68.01683333,53.9,107.3333333,122.3333333,52,48,"Electrical & Electronic Engineering,Chemistry,Accounting & Finance,Sport Science,Politics & International Studies (incl Development Studies),Chemical Engineering,Business & Management,Education,General Engineering,Psychology,Economics & Econometrics,Computer Science,Mechanical & Aerospace Engineering,Geography,Art, Performing Arts & Design,Physics & Astronomy,History, Philosophy & Theology,Other Health,Civil Engineering,Biological Sciences,Communication & Media Studies,Archaeology,Mathematics & Statistics,Languages, Literature & Linguistics,Sociology,Agriculture & Forestry,Architecture,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry",45.2,100,50336,38138,12198,"8,485",52630.5,21,95.5,7.5,10,70,60,11.5,Leuven,Europe,2677,18,0.5,85.1,49.25,69.4,0.017930519,0.082817183,486.7,0.602689037,557,19739,11
U0041,63,80,University of Washington,US,United States,XL,FC,VH,5,A,84,58,50.4,168,19.1,692,93.5,62,19,600,33.2,392,94,59,70,74,88.1,106,49486,16%,56:44:00,85.279,78,83.5,98.2,77.6,73.2,2024,,,,,,,,,Public,98,2,56.8432449,31.06530612,362.2653061,265.6666667,56,44,"Psychology,History, Philosophy & Theology,Other Health,Chemistry,Languages, Literature & Linguistics,General Engineering,Chemical Engineering,Physics & Astronomy,Agriculture & Forestry,Computer Science,Biological Sciences,Archaeology,Education,Veterinary Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,Mathematics & Statistics,Architecture,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Law,Geography",95.9,100,49524,30971,18553,"7,362",52630.5,18,95.5,7.5,10,85,81,11.5,Seattle,North America,2796,15,0.5,92.32,60.2,26.1,6.77,0.07962038,0,0.545234377,538,21367,192
U0042,64,85,University of Illinois at Urbana-Champaign,US,United States,XL,FC,VH,5,A,85,54,70.8,100,7.5,701+,86.5,86,11.1,701+,49.2,303,76.4,164,66,84,83.5,128,50250,23%,51:49:00,77.9095,69.5,81.5,85.2,85.3,64,2024,,,,,,,,,Public,98,2,56.8432449,31.06530612,362.2653061,265.6666667,51,49,"Art, Performing Arts & Design,Computer Science,Archaeology,General Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Architecture,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Business & Management,Geography,History, Philosophy & Theology,Other Health,Sport Science,Psychology,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Sociology,Languages, Literature & Linguistics,Education,Accounting & Finance,Civil Engineering,Veterinary Science,Biological Sciences,Physics & Astronomy",72.9,100,50640,43904,6736,"9,987",52630.5,23,95.5,7.5,10,82,70,11.5,Champaign,North America,2748,17,0.5,83.72,68.4,30.15,3.89,0.07962038,0,0.49099464,537,11534,192
