university_name,year,rank_display,score,link,country,city,region_x,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,region_y,university_type,qs_rank_2026,the_rank_2026,arwu_rank_2025,qs_score,the_score,arwu_score,qs_academic_rep,qs_employer_rep,qs_faculty_student,qs_citations,qs_intl_faculty,qs_intl_students,the_teaching,the_research_env,the_research_quality,the_industry,the_intl_outlook,founded,total_students,intl_students_pct,nobel_laureates,fields_medalists,ranked_in_all_3,avg_rank_all3,university_age_2026,data_sources
Airlangga University,2021,521-530,,https://www.topuniversities.com/universities/airlangga-university,Indonesia,Surabaya,Asia,https://www.topuniversities.com/sites/default/files/logo-UNAIR-200px-x-200px-01-48x48.jpeg,Public,High,9,495,L,2.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airlangga University,2022,465,25.3,https://www.topuniversities.com/universities/airlangga-university,Indonesia,Surabaya,Asia,https://www.topuniversities.com/sites/default/files/logo-UNAIR-200px-x-200px-01-48x48.jpeg,Public,High,9,495,L,2.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aix-Marseille University,2017,411-420,,https://www.topuniversities.com/universities/aix-marseille-university,France,Marseille,Europe,https://www.topuniversities.com/sites/default/files/aix-marseille-university_592560cf2aeae70239af51e1_small.jpg,Public,Very High,17,8.651,XL,4.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aix-Marseille University,2018,411-420,,https://www.topuniversities.com/universities/aix-marseille-university,France,Marseille,Europe,https://www.topuniversities.com/sites/default/files/aix-marseille-university_592560cf2aeae70239af51e1_small.jpg,Public,Very High,17,8.651,XL,4.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aix-Marseille University,2019,453,25.6,https://www.topuniversities.com/universities/aix-marseille-university,France,Marseille,Europe,https://www.topuniversities.com/sites/default/files/aix-marseille-university_592560cf2aeae70239af51e1_small.jpg,Public,Very High,17,8.651,XL,4.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aix-Marseille University,2020,491,24.3,https://www.topuniversities.com/universities/aix-marseille-university,France,Marseille,Europe,https://www.topuniversities.com/sites/default/files/aix-marseille-university_592560cf2aeae70239af51e1_small.jpg,Public,Very High,17,8.651,XL,4.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aix-Marseille University,2021,511-520,,https://www.topuniversities.com/universities/aix-marseille-university,France,Marseille,Europe,https://www.topuniversities.com/sites/default/files/aix-marseille-university_592560cf2aeae70239af51e1_small.jpg,Public,Very High,17,8.651,XL,4.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aix-Marseille University,2022,501-510,,https://www.topuniversities.com/universities/aix-marseille-university,France,Marseille,Europe,https://www.topuniversities.com/sites/default/files/aix-marseille-university_592560cf2aeae70239af51e1_small.jpg,Public,Very High,17,8.651,XL,4.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajman University,2019,801-1000,,https://www.topuniversities.com/universities/ajman-university,United Arab Emirates,Ajman,Asia,https://www.topuniversities.com/sites/default/files/ajman-university-of-science-technology_592560cf2aeae70239af4f31_small.jpg,Private,Medium,17,4.089,M,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajman University,2020,751-800,,https://www.topuniversities.com/universities/ajman-university,United Arab Emirates,Ajman,Asia,https://www.topuniversities.com/sites/default/files/ajman-university-of-science-technology_592560cf2aeae70239af4f31_small.jpg,Private,Medium,17,4.089,M,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajman University,2021,701-750,,https://www.topuniversities.com/universities/ajman-university,United Arab Emirates,Ajman,Asia,https://www.topuniversities.com/sites/default/files/ajman-university-of-science-technology_592560cf2aeae70239af4f31_small.jpg,Private,Medium,17,4.089,M,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajman University,2022,701-750,,https://www.topuniversities.com/universities/ajman-university,United Arab Emirates,Ajman,Asia,https://www.topuniversities.com/sites/default/files/ajman-university-of-science-technology_592560cf2aeae70239af4f31_small.jpg,Private,Medium,17,4.089,M,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajou University ,2017,601-650,,https://www.topuniversities.com/universities/ajou-university,South Korea,Suwon,Asia,https://www.topuniversities.com/sites/default/files/ajou-university_1034_small.jpg,Private,Very High,7,1.001,M,1.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajou University ,2018,651-700,,https://www.topuniversities.com/universities/ajou-university,South Korea,Suwon,Asia,https://www.topuniversities.com/sites/default/files/ajou-university_1034_small.jpg,Private,Very High,7,1.001,M,1.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajou University ,2019,651-700,,https://www.topuniversities.com/universities/ajou-university,South Korea,Suwon,Asia,https://www.topuniversities.com/sites/default/files/ajou-university_1034_small.jpg,Private,Very High,7,1.001,M,1.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajou University ,2020,601-650,,https://www.topuniversities.com/universities/ajou-university,South Korea,Suwon,Asia,https://www.topuniversities.com/sites/default/files/ajou-university_1034_small.jpg,Private,Very High,7,1.001,M,1.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajou University ,2021,551-560,,https://www.topuniversities.com/universities/ajou-university,South Korea,Suwon,Asia,https://www.topuniversities.com/sites/default/files/ajou-university_1034_small.jpg,Private,Very High,7,1.001,M,1.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajou University ,2022,531-540,,https://www.topuniversities.com/universities/ajou-university,South Korea,Suwon,Asia,https://www.topuniversities.com/sites/default/files/ajou-university_1034_small.jpg,Private,Very High,7,1.001,M,1.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akdeniz Üniversitesi,2022,1201,,https://www.topuniversities.com/universities/akdeniz-universitesi,Turkey,Antalya,Asia,https://www.topuniversities.com/sites/default/files/akdeniz-niversitesi_592560cf2aeae70239af50a4_small.jpg,Public,Medium,24,103,XL,"1,727",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Ain University,2022,701-750,,https://www.topuniversities.com/universities/al-ain-university,United Arab Emirates,"Al Ain,",Asia,https://www.topuniversities.com/sites/default/files/al-ain-university_592560e39988f300e2321680_small.jpg,Private,High,15,1.596,S,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Akhawayn University Ifrane,2019,801-1000,,https://www.topuniversities.com/universities/al-akhawayn-university-ifrane,Morocco,Ifranne,Africa,https://www.topuniversities.com/sites/default/files/al-akhawayn-university-ifrane_592560cf2aeae70239af4ee7_small.jpg,Public,High,14,27,S,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Imam Mohammad Ibn Saud Islamic University,2017,651-700,,https://www.topuniversities.com/universities/al-imam-mohammad-ibn-saud-islamic-university,Saudi Arabia,Riyadh,Asia,https://www.topuniversities.com/sites/default/files/al-imam-mohammad-ibn-saud-islamic-university_592560cf2aeae70239af4f14_small.jpg,Public,High,15,"6,038",XL,"4,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Imam Mohammad Ibn Saud Islamic University,2018,751-800,,https://www.topuniversities.com/universities/al-imam-mohammad-ibn-saud-islamic-university,Saudi Arabia,Riyadh,Asia,https://www.topuniversities.com/sites/default/files/al-imam-mohammad-ibn-saud-islamic-university_592560cf2aeae70239af4f14_small.jpg,Public,High,15,"6,038",XL,"4,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Imam Mohammad Ibn Saud Islamic University,2019,801-1000,,https://www.topuniversities.com/universities/al-imam-mohammad-ibn-saud-islamic-university,Saudi Arabia,Riyadh,Asia,https://www.topuniversities.com/sites/default/files/al-imam-mohammad-ibn-saud-islamic-university_592560cf2aeae70239af4f14_small.jpg,Public,High,15,"6,038",XL,"4,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Imam Mohammad Ibn Saud Islamic University,2020,1001,,https://www.topuniversities.com/universities/al-imam-mohammad-ibn-saud-islamic-university,Saudi Arabia,Riyadh,Asia,https://www.topuniversities.com/sites/default/files/al-imam-mohammad-ibn-saud-islamic-university_592560cf2aeae70239af4f14_small.jpg,Public,High,15,"6,038",XL,"4,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Quds University The Arab University in Jerusalem,2022,1001-1200,,https://www.topuniversities.com/universities/al-quds-university-arab-university-jerusalem,"Palestinian Territory, Occupied",Jerusalem,Asia,https://www.topuniversities.com/sites/default/files/al-quds-university-the-arab-university-in-jerusalem_592560cf2aeae70239af5474_small.jpg,Public,Medium,15,537,M,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Azhar University,2017,701,,https://www.topuniversities.com/universities/al-azhar-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/al-azhar-university-_592560cf2aeae70239af4f37_small.jpg,Public,High,16,"20,664",XL,"18,933",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Azhar University,2018,801-1000,,https://www.topuniversities.com/universities/al-azhar-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/al-azhar-university-_592560cf2aeae70239af4f37_small.jpg,Public,High,16,"20,664",XL,"18,933",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Azhar University,2019,801-1000,,https://www.topuniversities.com/universities/al-azhar-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/al-azhar-university-_592560cf2aeae70239af4f37_small.jpg,Public,High,16,"20,664",XL,"18,933",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Azhar University,2021,1001,,https://www.topuniversities.com/universities/al-azhar-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/al-azhar-university-_592560cf2aeae70239af4f37_small.jpg,Public,High,16,"20,664",XL,"18,933",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Azhar University,2022,1001-1200,,https://www.topuniversities.com/universities/al-azhar-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/al-azhar-university-_592560cf2aeae70239af4f37_small.jpg,Public,High,16,"20,664",XL,"18,933",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Balqa Applied University,2022,1201,,https://www.topuniversities.com/universities/al-balqa-applied-university,Jordan,As-Salt,Asia,https://www.topuniversities.com/sites/default/files/al-balqa-applied-university_592560cf2aeae70239af59fa_small.jpg,Public,Medium,22,"1,647",L,"1,380",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Farabi Kazakh National University,2017,236,42.5,https://www.topuniversities.com/universities/al-farabi-kazakh-national-university,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/al-farabi-kazakh-national-university_2146_small.jpg,Public,High,6,"3,054",L,"4,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Farabi Kazakh National University,2018,236,42.9,https://www.topuniversities.com/universities/al-farabi-kazakh-national-university,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/al-farabi-kazakh-national-university_2146_small.jpg,Public,High,6,"3,054",L,"4,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Farabi Kazakh National University,2019,220,41.3,https://www.topuniversities.com/universities/al-farabi-kazakh-national-university,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/al-farabi-kazakh-national-university_2146_small.jpg,Public,High,6,"3,054",L,"4,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Farabi Kazakh National University,2020,207,43.1,https://www.topuniversities.com/universities/al-farabi-kazakh-national-university,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/al-farabi-kazakh-national-university_2146_small.jpg,Public,High,6,"3,054",L,"4,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Farabi Kazakh National University,2021,165,46.9,https://www.topuniversities.com/universities/al-farabi-kazakh-national-university,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/al-farabi-kazakh-national-university_2146_small.jpg,Public,High,6,"3,054",L,"4,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Farabi Kazakh National University,2022,175,46.8,https://www.topuniversities.com/universities/al-farabi-kazakh-national-university,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/al-farabi-kazakh-national-university_2146_small.jpg,Public,High,6,"3,054",L,"4,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universitaet Freiburg,2017,163,52.2,https://www.topuniversities.com/universities/albert-ludwigs-universitaet-freiburg,Germany,Freiburg im Breisgau,Europe,https://www.topuniversities.com/sites/default/files/albert-ludwigs-universitaet-freiburg_216_small.jpg,Public,Very High,11,"3,883",L,"1,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universitaet Freiburg,2018,171,50.8,https://www.topuniversities.com/universities/albert-ludwigs-universitaet-freiburg,Germany,Freiburg im Breisgau,Europe,https://www.topuniversities.com/sites/default/files/albert-ludwigs-universitaet-freiburg_216_small.jpg,Public,Very High,11,"3,883",L,"1,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universitaet Freiburg,2019,186,45.4,https://www.topuniversities.com/universities/albert-ludwigs-universitaet-freiburg,Germany,Freiburg im Breisgau,Europe,https://www.topuniversities.com/sites/default/files/albert-ludwigs-universitaet-freiburg_216_small.jpg,Public,Very High,11,"3,883",L,"1,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universitaet Freiburg,2020,169,47.3,https://www.topuniversities.com/universities/albert-ludwigs-universitaet-freiburg,Germany,Freiburg im Breisgau,Europe,https://www.topuniversities.com/sites/default/files/albert-ludwigs-universitaet-freiburg_216_small.jpg,Public,Very High,11,"3,883",L,"1,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universitaet Freiburg,2021,175,45.8,https://www.topuniversities.com/universities/albert-ludwigs-universitaet-freiburg,Germany,Freiburg im Breisgau,Europe,https://www.topuniversities.com/sites/default/files/albert-ludwigs-universitaet-freiburg_216_small.jpg,Public,Very High,11,"3,883",L,"1,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universitaet Freiburg,2022,172,47,https://www.topuniversities.com/universities/albert-ludwigs-universitaet-freiburg,Germany,Freiburg im Breisgau,Europe,https://www.topuniversities.com/sites/default/files/albert-ludwigs-universitaet-freiburg_216_small.jpg,Public,Very High,11,"3,883",L,"1,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandria University ,2017,701,,https://www.topuniversities.com/universities/alexandria-university,Egypt,Alexandria,Africa,https://www.topuniversities.com/sites/default/files/alexandria-university_1209_small.jpg,Public,High,19,"5,325",XL,"9,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandria University ,2018,751-800,,https://www.topuniversities.com/universities/alexandria-university,Egypt,Alexandria,Africa,https://www.topuniversities.com/sites/default/files/alexandria-university_1209_small.jpg,Public,High,19,"5,325",XL,"9,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandria University ,2019,801-1000,,https://www.topuniversities.com/universities/alexandria-university,Egypt,Alexandria,Africa,https://www.topuniversities.com/sites/default/files/alexandria-university_1209_small.jpg,Public,High,19,"5,325",XL,"9,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandria University ,2020,801-1000,,https://www.topuniversities.com/universities/alexandria-university,Egypt,Alexandria,Africa,https://www.topuniversities.com/sites/default/files/alexandria-university_1209_small.jpg,Public,High,19,"5,325",XL,"9,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandria University ,2021,801-1000,,https://www.topuniversities.com/universities/alexandria-university,Egypt,Alexandria,Africa,https://www.topuniversities.com/sites/default/files/alexandria-university_1209_small.jpg,Public,High,19,"5,325",XL,"9,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandria University ,2022,1001-1200,,https://www.topuniversities.com/universities/alexandria-university,Egypt,Alexandria,Africa,https://www.topuniversities.com/sites/default/files/alexandria-university_1209_small.jpg,Public,High,19,"5,325",XL,"9,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandru Ioan Cuza University,2017,701,,https://www.topuniversities.com/universities/alexandru-ioan-cuza-university,Romania,Iași,Europe,https://www.topuniversities.com/sites/default/files/alexandru-ioan-cuza-university_592560cf2aeae70239af5052_small.jpg,Public,Very High,22,"1,754",L,"1,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandru Ioan Cuza University,2018,801-1000,,https://www.topuniversities.com/universities/alexandru-ioan-cuza-university,Romania,Iași,Europe,https://www.topuniversities.com/sites/default/files/alexandru-ioan-cuza-university_592560cf2aeae70239af5052_small.jpg,Public,Very High,22,"1,754",L,"1,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandru Ioan Cuza University,2019,801-1000,,https://www.topuniversities.com/universities/alexandru-ioan-cuza-university,Romania,Iași,Europe,https://www.topuniversities.com/sites/default/files/alexandru-ioan-cuza-university_592560cf2aeae70239af5052_small.jpg,Public,Very High,22,"1,754",L,"1,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandru Ioan Cuza University,2020,1001,,https://www.topuniversities.com/universities/alexandru-ioan-cuza-university,Romania,Iași,Europe,https://www.topuniversities.com/sites/default/files/alexandru-ioan-cuza-university_592560cf2aeae70239af5052_small.jpg,Public,Very High,22,"1,754",L,"1,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandru Ioan Cuza University,2021,1001,,https://www.topuniversities.com/universities/alexandru-ioan-cuza-university,Romania,Iași,Europe,https://www.topuniversities.com/sites/default/files/alexandru-ioan-cuza-university_592560cf2aeae70239af5052_small.jpg,Public,Very High,22,"1,754",L,"1,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandru Ioan Cuza University,2022,1201,,https://www.topuniversities.com/universities/alexandru-ioan-cuza-university,Romania,Iași,Europe,https://www.topuniversities.com/sites/default/files/alexandru-ioan-cuza-university_592560cf2aeae70239af5052_small.jpg,Public,Very High,22,"1,754",L,"1,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aligarh Muslim University,2018,801-1000,,https://www.topuniversities.com/universities/aligarh-muslim-university,India,Aligarh,Asia,https://www.topuniversities.com/sites/default/files/aligarh-muslim-university_592560e19988f300e2320ee7_small.jpg,Public,Very High,12,386,L,"1,535",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aligarh Muslim University,2019,801-1000,,https://www.topuniversities.com/universities/aligarh-muslim-university,India,Aligarh,Asia,https://www.topuniversities.com/sites/default/files/aligarh-muslim-university_592560e19988f300e2320ee7_small.jpg,Public,Very High,12,386,L,"1,535",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aligarh Muslim University,2020,801-1000,,https://www.topuniversities.com/universities/aligarh-muslim-university,India,Aligarh,Asia,https://www.topuniversities.com/sites/default/files/aligarh-muslim-university_592560e19988f300e2320ee7_small.jpg,Public,Very High,12,386,L,"1,535",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aligarh Muslim University,2021,801-1000,,https://www.topuniversities.com/universities/aligarh-muslim-university,India,Aligarh,Asia,https://www.topuniversities.com/sites/default/files/aligarh-muslim-university_592560e19988f300e2320ee7_small.jpg,Public,Very High,12,386,L,"1,535",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aligarh Muslim University,2022,1001-1200,,https://www.topuniversities.com/universities/aligarh-muslim-university,India,Aligarh,Asia,https://www.topuniversities.com/sites/default/files/aligarh-muslim-university_592560e19988f300e2320ee7_small.jpg,Public,Very High,12,386,L,"1,535",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alma Mater Studiorum - University of Bologna,2017,208,46,https://www.topuniversities.com/universities/alma-mater-studiorum-university-bologna,Italy,Bologna,Europe,https://www.topuniversities.com/sites/default/files/alma-mater-studiorum-university-of-bologna_592560cf2aeae70239af4ac0_small.jpg,Public,Very High,24,"5,536",XL,"2,885",,,,,,,,,,,,,,,,,,,,,,,,,,,,
