Country,University_Name,World_Rank,National_Rank,QS_Rank,THE_Rank,ARWU_Rank,Enrollment,Undergrad_Students,Postgrad_Students,Faculty_Count,Student_Faculty_Ratio,Research_Output,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank
China,University of China 515,515,52,523,510,518,33870,18717,15153,1547,21.9,Medium,24,24139,61,85,505,492
Netherlands,University of Netherlands 516,516,52,517,507,518,28896,17356,11540,1853,15.6,Medium,23,34769,51,94,500,490
China,University of China 517,517,52,508,526,535,11300,8584,2716,654,17.3,Medium,42,7617,37,78,499,525
Netherlands,University of Netherlands 518,518,52,511,515,533,35091,22562,12529,2648,13.3,Medium,7,20655,70,61,499,495
France,University of France 519,519,52,520,529,512,49792,26619,23173,2044,24.4,Medium,35,53793,72,61,540,517
Singapore,University of Singapore 520,520,53,525,530,532,20667,10790,9877,862,24.0,Medium,5,42846,25,95,505,509
Switzerland,University of Switzerland 521,521,53,520,520,507,46725,34372,12353,4054,11.5,Medium,18,21034,53,69,525,549
Australia,University of Australia 522,522,53,530,518,531,59642,37247,22395,2749,21.7,Medium,13,20817,63,89,526,540
Singapore,University of Singapore 523,523,53,530,510,526,27830,20414,7416,1169,23.8,Medium,27,46911,53,76,503,527
United Kingdom,University of United Kingdom 524,524,53,532,538,513,6504,5117,1387,332,19.6,Medium,11,32537,35,78,537,506
Japan,University of Japan 525,525,53,530,517,542,49656,26067,23589,3197,15.5,Medium,17,13456,18,83,563,542
Italy,University of Italy 526,526,53,520,536,541,6280,5023,1257,619,10.1,Medium,28,13096,33,91,545,538
Australia,University of Australia 527,527,53,518,540,519,32486,24911,7575,2577,12.6,Medium,43,5206,77,79,490,512
South Korea,University of South Korea 528,528,53,521,523,535,50783,33225,17558,2414,21.0,Medium,46,45258,10,96,570,518
Brazil,University of Brazil 529,529,53,531,529,537,58939,46764,12175,2449,24.1,Medium,6,39878,69,89,547,502
United Kingdom,University of United Kingdom 530,530,54,531,516,514,20752,13470,7282,1323,15.7,Medium,49,55073,24,63,577,529
South Korea,University of South Korea 531,531,54,527,542,523,58620,38641,19979,2741,21.4,Medium,27,44176,43,65,545,501
United States,University of United States 532,532,54,541,525,514,24269,13292,10977,1247,19.5,Medium,22,20876,52,63,529,536
Switzerland,University of Switzerland 533,533,54,533,520,518,19004,15179,3825,1020,18.6,Medium,22,20917,73,85,491,518
Canada,University of Canada 534,534,54,525,538,518,12035,8429,3606,886,13.6,Medium,47,25157,40,92,503,560
United Kingdom,University of United Kingdom 535,535,54,532,522,548,16044,10285,5759,1395,11.5,Medium,21,47235,64,65,539,516
United Kingdom,University of United Kingdom 536,536,54,542,524,540,16344,9748,6596,1605,10.2,Medium,22,8135,25,87,487,510
United Kingdom,University of United Kingdom 537,537,54,535,538,529,41103,25735,15368,1764,23.3,Medium,9,19968,58,88,540,548
Netherlands,University of Netherlands 538,538,54,537,538,555,39415,30400,9015,1896,20.8,Medium,35,53681,73,70,583,543
Spain,University of Spain 539,539,54,532,534,556,53126,29112,24014,2845,18.7,Medium,22,48486,60,70,496,520
Canada,University of Canada 540,540,55,538,530,549,50943,27658,23285,3870,13.2,Medium,17,43629,49,72,558,519
Switzerland,University of Switzerland 541,541,55,537,537,557,33490,18428,15062,1378,24.3,Medium,19,59917,16,63,520,552
Japan,University of Japan 542,542,55,546,529,539,23405,18123,5282,1202,19.5,Medium,21,54418,54,66,536,532
Switzerland,University of Switzerland 543,543,55,539,528,523,10224,7690,2534,652,15.7,Medium,10,37916,48,75,532,546
Spain,University of Spain 544,544,55,547,546,545,18920,14432,4488,881,21.5,Medium,27,43093,7,87,535,519
Australia,University of Australia 545,545,55,540,537,545,47293,36918,10375,2550,18.5,Medium,22,7108,65,66,551,547
Spain,University of Spain 546,546,55,554,536,553,59064,31975,27089,2451,24.1,Medium,35,49890,34,66,560,519
United States,University of United States 547,547,55,538,556,549,56634,38941,17693,2862,19.8,Medium,41,18929,25,98,572,551
Switzerland,University of Switzerland 548,548,55,549,552,566,5505,3442,2063,264,20.9,Medium,46,49470,29,65,580,524
India,University of India 549,549,55,555,556,529,5921,3454,2467,249,23.8,Medium,31,23680,22,75,549,549
Germany,University of Germany 550,550,56,551,558,555,54837,29888,24949,2638,20.8,Medium,11,9430,34,78,563,528
China,University of China 551,551,56,554,552,549,45401,31041,14360,1976,23.0,Medium,45,2987,25,74,513,580
Japan,University of Japan 552,552,56,549,553,536,54148,43184,10964,2181,24.8,Medium,29,33675,36,60,543,541
Singapore,University of Singapore 553,553,56,560,553,536,50237,36094,14143,3785,13.3,Medium,46,2083,44,96,554,554
Italy,University of Italy 554,554,56,550,562,564,5375,2996,2379,368,14.6,Medium,49,45385,17,74,579,571
India,University of India 555,555,56,561,557,553,52781,28477,24304,4790,11.0,Medium,12,40186,23,82,567,570
China,University of China 556,556,56,561,563,537,26598,21196,5402,1733,15.3,Medium,43,13291,42,72,585,558
Canada,University of Canada 557,557,56,566,561,541,48508,35743,12765,3316,14.6,Medium,37,14107,23,61,522,530
United States,University of United States 558,558,56,554,553,566,14793,11148,3645,770,19.2,Medium,14,47225,75,78,559,578
Canada,University of Canada 559,559,56,568,572,547,32959,19407,13552,1361,24.2,Medium,47,51599,27,61,512,541
Germany,University of Germany 560,560,57,563,574,547,7494,5116,2378,463,16.2,Medium,12,37858,22,68,543,573
United States,University of United States 561,561,57,569,556,547,27786,15634,12152,1487,18.7,Medium,29,31313,33,74,549,581
Netherlands,University of Netherlands 562,562,57,560,559,557,50255,35581,14674,2426,20.7,Medium,25,11013,63,67,534,575
Canada,University of Canada 563,563,57,565,577,552,57252,41333,15919,2755,20.8,Medium,38,18462,65,92,594,580
China,University of China 564,564,57,561,563,553,16750,9611,7139,1587,10.6,Medium,20,2054,34,75,609,548
Singapore,University of Singapore 565,565,57,559,555,558,54683,40230,14453,2951,18.5,Medium,45,23140,36,60,557,536
United Kingdom,University of United Kingdom 566,566,57,574,552,579,18250,13985,4265,849,21.5,Medium,29,22899,69,84,556,563
Canada,University of Canada 567,567,57,576,559,547,41996,23030,18966,1767,23.8,Medium,34,17354,70,84,574,574
Australia,University of Australia 568,568,57,567,555,582,46397,26445,19952,3418,13.6,Medium,19,58536,66,62,572,540
France,University of France 569,569,57,571,567,587,20942,14122,6820,862,24.3,Medium,6,34831,40,60,519,555
Brazil,University of Brazil 570,570,58,576,579,553,54962,35554,19408,2420,22.7,Medium,24,37685,59,74,569,594
China,University of China 571,571,58,577,558,584,21145,15629,5516,1255,16.8,Medium,30,27548,74,74,535,591
Japan,University of Japan 572,572,58,581,562,578,41640,22374,19266,3462,12.0,Medium,24,58713,75,88,551,566
Singapore,University of Singapore 573,573,58,577,580,555,37682,21465,16217,2549,14.8,Medium,25,26693,74,71,559,584
Netherlands,University of Netherlands 574,574,58,564,559,556,17823,13536,4287,1319,13.5,Medium,23,57876,74,61,602,574
Spain,University of Spain 575,575,58,567,567,586,6095,3380,2715,521,11.7,Medium,19,45533,34,66,525,563
Germany,University of Germany 576,576,58,582,568,587,30968,17810,13158,3051,10.2,Medium,33,51166,5,79,552,584
United Kingdom,University of United Kingdom 577,577,58,568,587,561,25104,17147,7957,1128,22.3,Medium,23,27678,38,74,544,602
Brazil,University of Brazil 578,578,58,577,574,562,30065,16596,13469,1218,24.7,Medium,27,2463,79,92,546,600
South Korea,University of South Korea 579,579,58,571,591,579,19875,10848,9027,929,21.4,Medium,45,18783,79,88,581,607
United States,University of United States 580,580,59,578,586,589,29937,21507,8430,2142,14.0,Medium,27,23028,65,94,613,591
United States,University of United States 581,581,59,577,587,597,36868,18671,18197,2161,17.1,Medium,5,4371,16,96,548,570
Australia,University of Australia 582,582,59,584,575,583,12773,9981,2792,1255,10.2,Medium,41,10430,38,68,629,573
Australia,University of Australia 583,583,59,574,569,601,25742,18512,7230,1180,21.8,Medium,7,12182,23,90,536,567
China,University of China 584,584,59,589,591,579,54439,29756,24683,2993,18.2,Medium,7,41001,33,88,560,568
Spain,University of Spain 585,585,59,588,599,568,56489,44179,12310,2384,23.7,Medium,44,10757,54,92,599,590
India,University of India 586,586,59,581,598,569,30671,18013,12658,1353,22.7,Medium,38,35918,56,83,545,599
China,University of China 587,587,59,595,581,579,31412,17953,13459,2140,14.7,Medium,14,56722,42,76,599,611
Netherlands,University of Netherlands 588,588,59,589,596,580,52133,35846,16287,2508,20.8,Medium,37,23292,78,78,585,592
Italy,University of Italy 589,589,59,593,592,576,28893,15612,13281,2197,13.2,Medium,15,17980,73,85,635,616
Spain,University of Spain 590,590,60,592,586,585,40674,22328,18346,2953,13.8,Medium,33,18199,20,60,562,605
Netherlands,University of Netherlands 591,591,60,592,577,603,48068,36775,11293,4106,11.7,Medium,49,47986,59,84,541,583
Japan,University of Japan 592,592,60,582,595,597,48297,36732,11565,4508,10.7,Medium,31,10277,39,69,612,563
Italy,University of Italy 593,593,60,593,595,612,15169,9863,5306,902,16.8,Medium,33,17053,10,77,567,604
Australia,University of Australia 594,594,60,601,579,582,7351,4680,2671,303,24.3,Medium,7,6245,39,93,632,569
Australia,University of Australia 595,595,60,591,604,576,5556,3541,2015,520,10.7,Medium,41,55435,79,69,568,587
United States,University of United States 596,596,60,593,600,601,20568,11308,9260,1181,17.4,Medium,14,42937,68,85,597,610
United Kingdom,University of United Kingdom 597,597,60,587,598,579,25960,19278,6682,1493,17.4,Medium,25,8037,7,94,599,585
India,University of India 598,598,60,600,587,592,22024,13468,8556,2008,11.0,Medium,13,5618,72,60,573,590
India,University of India 599,599,60,599,596,589,32076,20151,11925,2332,13.8,Medium,29,53606,31,81,640,586
Singapore,University of Singapore 600,600,61,607,596,609,32662,17605,15057,3109,10.5,Medium,16,58236,19,73,581,576
China,University of China 601,601,61,610,586,586,7466,3838,3628,427,17.5,Medium,22,9318,32,87,647,626
India,University of India 602,602,61,602,606,599,45783,35739,10044,1932,23.7,Medium,17,3413,59,91,642,584
India,University of India 603,603,61,602,614,613,56655,35346,21309,4303,13.2,Medium,12,48685,67,94,644,587
Singapore,University of Singapore 604,604,61,597,595,618,11162,8720,2442,887,12.6,Medium,22,34769,23,85,559,608
China,University of China 605,605,61,608,601,621,5168,2953,2215,404,12.8,Medium,11,33302,65,89,596,613
Germany,University of Germany 606,606,61,610,603,593,23525,17590,5935,1382,17.0,Medium,17,43707,9,66,585,608
Spain,University of Spain 607,607,61,601,603,602,26602,19861,6741,1079,24.7,Medium,30,48340,15,73,642,605
Spain,University of Spain 608,608,61,614,605,604,11553,6324,5229,773,14.9,Medium,46,47429,20,90,607,597
Brazil,University of Brazil 609,609,61,605,603,626,7633,4790,2843,470,16.2,Medium,18,22787,73,75,561,611
Switzerland,University of Switzerland 610,610,62,607,601,629,58221,34493,23728,2743,21.2,Medium,25,4205,9,81,619,628
India,University of India 611,611,62,619,598,603,50464,34693,15771,3827,13.2,Medium,19,35106,58,91,617,593
Italy,University of Italy 612,612,62,610,597,612,8314,5194,3120,469,17.7,Medium,49,11033,29,70,574,619
Spain,University of Spain 613,613,62,612,611,618,32730,23107,9623,1931,16.9,Medium,35,3428,35,66,581,642
United States,University of United States 614,614,62,623,613,622,47883,32764,15119,2715,17.6,Medium,32,26986,55,85,651,612
Japan,University of Japan 615,615,62,611,601,595,5602,3664,1938,244,23.0,Medium,5,50546,30,80,597,639
Japan,University of Japan 616,616,62,614,601,630,12710,7943,4767,696,18.3,Medium,18,45607,38,81,573,634
United States,University of United States 617,617,62,607,624,616,49693,31216,18477,2443,20.3,Medium,21,57155,59,97,618,610
Singapore,University of Singapore 618,618,62,611,607,633,26841,20201,6640,1453,18.5,Medium,29,43837,76,74,581,623
France,University of France 619,619,62,626,606,635,13365,9442,3923,602,22.2,Medium,6,24801,12,62,580,606
China,University of China 620,620,63,616,618,612,27313,21010,6303,1318,20.7,Medium,41,20155,54,89,641,611
France,University of France 621,621,63,617,628,611,37765,29722,8043,1790,21.1,Medium,35,27590,39,97,614,627
Singapore,University of Singapore 622,622,63,615,609,603,14079,8481,5598,783,18.0,Medium,10,54745,11,64,634,636
France,University of France 623,623,63,626,634,637,17549,10891,6658,1625,10.8,Medium,24,20520,12,75,625,605
Singapore,University of Singapore 624,624,63,621,630,637,18360,10278,8082,773,23.8,Medium,14,39080,70,65,652,631
Switzerland,University of Switzerland 625,625,63,618,635,611,42203,30130,12073,1839,22.9,Medium,38,56508,47,98,581,649
Singapore,University of Singapore 626,626,63,628,612,616,49612,24949,24663,3307,15.0,Medium,38,27344,64,92,637,614
United States,University of United States 627,627,63,617,628,622,15087,12018,3069,1215,12.4,Medium,25,36582,76,69,601,645
Germany,University of Germany 628,628,63,622,616,642,43491,22248,21243,2815,15.4,Medium,46,27812,34,71,643,649
South Korea,University of South Korea 629,629,63,638,617,631,26701,18216,8485,2390,11.2,Medium,9,52987,11,98,622,626
Spain,University of Spain 630,630,64,632,633,633,51685,36126,15559,3456,15.0,Medium,49,7575,58,87,626,642
Japan,University of Japan 631,631,64,625,627,621,41563,31189,10374,2058,20.2,Medium,20,53395,74,93,597,605
India,University of India 632,632,64,638,619,640,54550,27460,27090,3919,13.9,Medium,39,26742,78,95,582,619
Spain,University of Spain 633,633,64,629,632,628,44061,23746,20315,1998,22.1,Medium,18,4078,79,73,609,610
United States,University of United States 634,634,64,631,624,627,20313,15215,5098,1033,19.7,Medium,8,31079,57,89,600,662
United States,University of United States 635,635,64,634,641,635,15197,9518,5679,648,23.5,Medium,47,34626,64,97,658,633
Australia,University of Australia 636,636,64,632,632,641,30724,20497,10227,1300,23.6,Medium,18,15312,37,90,595,629
India,University of India 637,637,64,633,640,637,50260,31316,18944,2302,21.8,Medium,12,43656,35,97,620,608
India,University of India 638,638,64,629,650,630,44863,26311,18552,2623,17.1,Medium,20,27203,40,84,606,660
South Korea,University of South Korea 639,639,64,648,632,625,48498,25304,23194,2541,19.1,Medium,7,30457,37,94,680,640
France,University of France 640,640,65,646,630,629,23178,13984,9194,1132,20.5,Medium,36,31549,68,72,648,668
Australia,University of Australia 641,641,65,637,647,629,43780,29563,14217,3139,13.9,Medium,28,18170,61,85,662,666
India,University of India 642,642,65,634,649,661,54896,32347,22549,3281,16.7,Medium,39,21227,39,79,632,628
Brazil,University of Brazil 643,643,65,641,642,657,45258,30884,14374,2099,21.6,Medium,43,19773,74,90,610,668
South Korea,University of South Korea 644,644,65,636,641,624,54121,41039,13082,4336,12.5,Medium,9,32919,31,65,622,667
United Kingdom,University of United Kingdom 645,645,65,644,647,662,38324,23778,14546,1969,19.5,Medium,10,42501,79,61,671,645
India,University of India 646,646,65,652,660,635,49683,35419,14264,2606,19.1,Medium,12,46099,56,93,600,670
China,University of China 647,647,65,638,656,656,32599,22399,10200,1388,23.5,Medium,32,56094,54,95,649,631
Germany,University of Germany 648,648,65,655,649,663,37810,26365,11445,1571,24.1,Medium,40,44241,74,76,607,673
Canada,University of Canada 649,649,65,642,639,646,19856,14781,5075,838,23.7,Medium,14,21458,10,64,661,656
France,University of France 650,650,66,657,650,639,54514,30700,23814,3182,17.1,Medium,40,13818,41,81,659,665
India,University of India 651,651,66,659,654,647,38162,20281,17881,1588,24.0,Medium,11,46440,38,77,635,634
Netherlands,University of Netherlands 652,652,66,656,661,655,34412,18927,15485,2839,12.1,Medium,25,39767,36,75,664,663
Singapore,University of Singapore 653,653,66,653,648,666,15564,12031,3533,734,21.2,Medium,48,11602,48,93,622,623
United States,University of United States 654,654,66,663,642,647,34203,21475,12728,1594,21.5,Medium,16,36718,46,95,677,664
Singapore,University of Singapore 655,655,66,659,643,664,10696,6050,4646,586,18.3,Medium,46,28675,31,87,689,641
South Korea,University of South Korea 656,656,66,659,659,674,23229,15272,7957,2011,11.6,Medium,38,54475,18,78,609,667
India,University of India 657,657,66,663,648,668,21565,13458,8107,1384,15.6,Medium,34,45246,49,70,673,640
India,University of India 658,658,66,659,653,659,30606,22875,7731,1501,20.4,Medium,34,16026,79,71,651,643
Canada,University of Canada 659,659,66,661,664,652,34806,21565,13241,1485,23.4,Medium,32,8552,16,91,680,656
Singapore,University of Singapore 660,660,67,669,664,672,5064,2709,2355,340,14.9,Medium,23,29880,75,93,677,668
Germany,University of Germany 661,661,67,667,670,674,56403,43782,12621,2512,22.5,Medium,30,51528,66,68,704,635
India,University of India 662,662,67,671,659,666,19170,13496,5674,1082,17.7,Medium,36,23286,62,93,631,687
Australia,University of Australia 663,663,67,666,659,665,15340,8493,6847,991,15.5,Medium,26,41344,21,79,671,682
Italy,University of Italy 664,664,67,655,656,678,10647,6172,4475,480,22.2,Medium,10,16931,44,88,652,655
Australia,University of Australia 665,665,67,665,674,668,18760,11270,7490,1104,17.0,Medium,9,43583,6,89,672,677
Netherlands,University of Netherlands 666,666,67,674,666,669,9784,7220,2564,681,14.4,Medium,37,19642,42,83,643,668
China,University of China 667,667,67,670,680,654,20547,12978,7569,1710,12.0,Medium,44,27785,72,79,702,641
Canada,University of Canada 668,668,67,662,662,650,21892,13285,8607,918,23.8,Medium,26,4611,34,95,637,666
Italy,University of Italy 669,669,67,670,670,682,30485,22558,7927,1480,20.6,Medium,10,34824,47,63,653,697
Germany,University of Germany 670,670,68,670,684,672,32159,16298,15861,1719,18.7,Medium,47,19542,10,61,673,644
Canada,University of Canada 671,671,68,677,656,663,41808,26732,15076,1766,23.7,Medium,15,5749,40,85,691,670
India,University of India 672,672,68,667,676,654,11965,7817,4148,658,18.2,Medium,16,48845,32,70,688,659
Singapore,University of Singapore 673,673,68,671,687,692,40257,29377,10880,2938,13.7,Medium,8,17899,45,66,644,659
Germany,University of Germany 674,674,68,672,659,662,21048,15307,5741,1913,11.0,Medium,5,19866,10,90,648,698
Spain,University of Spain 675,675,68,682,675,669,16477,11656,4821,1226,13.4,Medium,48,14980,78,69,709,684
Japan,University of Japan 676,676,68,676,682,684,52912,29030,23882,4449,11.9,Medium,21,48111,38,88,722,702
Japan,University of Japan 677,677,68,673,682,690,17879,11809,6070,1282,13.9,Medium,23,49023,55,62,676,691
Netherlands,University of Netherlands 678,678,68,669,678,684,27011,20151,6860,2562,10.5,Medium,23,26003,75,82,637,670
Italy,University of Italy 679,679,68,677,666,675,22754,15070,7684,1796,12.7,Medium,19,13748,24,63,674,706
India,University of India 680,680,69,686,678,696,31083,23652,7431,1371,22.7,Medium,32,36029,40,72,630,707
South Korea,University of South Korea 681,681,69,679,670,688,16240,9701,6539,1202,13.5,Medium,38,14992,46,61,673,693
Switzerland,University of Switzerland 682,682,69,678,682,695,36066,25492,10574,1470,24.5,Medium,10,44100,54,72,632,684
Japan,University of Japan 683,683,69,686,673,701,31240,24505,6735,3029,10.3,Medium,44,51504,6,83,637,673
China,University of China 684,684,69,677,669,682,10243,5508,4735,632,16.2,Medium,42,58290,10,69,673,668
United Kingdom,University of United Kingdom 685,685,69,684,671,681,54468,33501,20967,3709,14.7,Medium,9,47317,30,91,693,679
Canada,University of Canada 686,686,69,683,684,702,7160,4677,2483,457,15.7,Medium,22,17462,43,74,689,661
Netherlands,University of Netherlands 687,687,69,689,679,696,50543,39696,10847,3571,14.2,Medium,5,34694,67,86,650,677
Brazil,University of Brazil 688,688,69,692,687,683,54709,32172,22537,4588,11.9,Medium,18,39178,11,73,721,667
Brazil,University of Brazil 689,689,69,685,701,683,5312,3032,2280,337,15.8,Medium,14,12627,18,81,698,713
Canada,University of Canada 690,690,70,686,688,705,34820,18360,16460,2400,14.5,Medium,21,34078,50,98,674,682
Germany,University of Germany 691,691,70,699,677,704,27997,21402,6595,1672,16.7,Medium,13,22520,78,73,670,665
Spain,University of Spain 692,692,70,701,701,710,16403,8529,7874,1119,14.7,Medium,48,24778,59,72,653,689
United Kingdom,University of United Kingdom 693,693,70,690,705,698,46524,34143,12381,2034,22.9,Medium,43,16132,6,76,674,690
China,University of China 694,694,70,685,700,691,30938,22805,8133,2467,12.5,Medium,29,33647,19,85,709,672
Italy,University of Italy 695,695,70,694,680,685,26505,16199,10306,1260,21.0,Medium,30,42959,25,94,650,721
Germany,University of Germany 696,696,70,696,686,685,52959,38007,14952,4043,13.1,Medium,38,54454,35,71,647,709
Italy,University of Italy 697,697,70,689,690,681,50788,34240,16548,4270,11.9,Medium,13,4011,57,73,665,716
Germany,University of Germany 698,698,70,706,697,705,6507,3513,2994,454,14.3,Medium,38,24969,33,76,747,681
Singapore,University of Singapore 699,699,70,691,707,689,8426,6557,1869,359,23.5,Medium,48,17608,20,68,723,706
Canada,University of Canada 700,700,71,691,700,695,12093,8732,3361,513,23.6,Medium,23,29182,35,66,703,672
South Korea,University of South Korea 701,701,71,697,700,696,49561,26444,23117,2463,20.1,Medium,19,39249,70,97,658,684
Japan,University of Japan 702,702,71,703,690,707,23270,17073,6197,1632,14.3,Medium,37,48909,51,81,696,721
United Kingdom,University of United Kingdom 703,703,71,699,702,683,44511,26656,17855,1936,23.0,Medium,31,53403,7,77,751,711
Canada,University of Canada 704,704,71,699,718,722,46011,27312,18699,3575,12.9,Medium,8,22647,25,74,664,683
Japan,University of Japan 705,705,71,708,694,722,43875,25004,18871,4130,10.6,Medium,7,32208,35,79,676,676
Spain,University of Spain 706,706,71,697,692,721,57370,42993,14377,4310,13.3,Medium,20,47381,52,78,744,708
South Korea,University of South Korea 707,707,71,703,705,713,6870,3684,3186,291,23.6,Medium,5,41156,21,97,752,725
Italy,University of Italy 708,708,71,717,699,718,6679,4763,1916,280,23.9,Medium,19,51300,40,83,751,732
Australia,University of Australia 709,709,71,702,706,722,52185,40902,11283,4480,11.6,Medium,17,28086,14,72,687,738
Germany,University of Germany 710,710,72,705,709,724,14361,11383,2978,801,17.9,Medium,36,20937,72,63,734,737
Germany,University of Germany 711,711,72,718,700,721,6144,3098,3046,249,24.7,Medium,44,59082,53,67,691,728
France,University of France 712,712,72,715,715,709,59543,40079,19464,3811,15.6,Medium,12,5494,7,95,730,705
Germany,University of Germany 713,713,72,722,706,705,52956,31711,21245,4042,13.1,Medium,34,53990,34,61,755,730
Australia,University of Australia 714,714,72,720,713,732,49885,27912,21973,3499,14.3,Medium,18,44680,64,89,729,701
Netherlands,University of Netherlands 715,715,72,706,702,725,55043,33614,21429,2210,24.9,Medium,7,52565,18,93,758,695
China,University of China 716,716,72,710,724,732,45540,34329,11211,2881,15.8,Medium,29,25628,64,64,671,717
China,University of China 717,717,72,708,711,724,57549,29474,28075,2608,22.1,Medium,6,34405,53,63,672,742
China,University of China 718,718,72,723,727,727,52034,26866,25168,2447,21.3,Medium,40,53428,71,80,713,705
Netherlands,University of Netherlands 719,719,72,718,723,729,33429,20186,13243,1575,21.2,Medium,6,8327,12,89,724,741
India,University of India 720,720,73,728,721,732,19650,10698,8952,801,24.5,Medium,14,25213,38,62,685,695
France,University of France 721,721,73,721,726,726,7802,5453,2349,466,16.7,Medium,31,37179,27,91,686,729
United States,University of United States 722,722,73,719,714,707,47802,29335,18467,2453,19.5,Medium,48,35668,53,86,768,709
India,University of India 723,723,73,722,735,728,14974,9825,5149,889,16.8,Medium,43,20646,43,63,748,751
Japan,University of Japan 724,724,73,721,713,737,7803,4145,3658,666,11.7,Medium,38,13902,57,74,772,709
Netherlands,University of Netherlands 725,725,73,719,725,706,52139,27071,25068,2963,17.6,Medium,49,40873,74,83,752,701
Canada,University of Canada 726,726,73,733,722,710,55464,37714,17750,4631,12.0,Medium,46,27285,46,75,712,721
France,University of France 727,727,73,723,724,713,45340,24040,21300,4148,10.9,Medium,28,56075,24,96,726,746
India,University of India 728,728,73,724,734,744,31849,23256,8593,1564,20.4,Medium,25,12390,13,69,747,756
Singapore,University of Singapore 729,729,73,732,714,742,27822,21608,6214,2487,11.2,Medium,27,55657,15,77,683,722
Singapore,University of Singapore 730,730,74,720,735,727,8568,6356,2212,415,20.6,Medium,44,28629,16,74,718,719
India,University of India 731,731,74,733,734,720,39745,27336,12409,3426,11.6,Medium,44,23829,28,89,742,746
Italy,University of Italy 732,732,74,732,727,734,41556,24271,17285,3974,10.5,Medium,44,52591,28,63,683,718
Germany,University of Germany 733,733,74,732,727,751,21054,10982,10072,1826,11.5,Medium,9,40122,51,65,781,712
Brazil,University of Brazil 734,734,74,734,723,717,13793,11000,2793,1254,11.0,Medium,24,40716,10,61,697,742
India,University of India 735,735,74,731,739,722,37915,25097,12818,2483,15.3,Medium,38,46651,66,75,750,721
India,University of India 736,736,74,731,746,738,49558,26749,22809,2591,19.1,Medium,20,36640,43,65,753,713
Netherlands,University of Netherlands 737,737,74,746,727,747,12968,9442,3526,843,15.4,Medium,34,57591,6,72,692,726
United Kingdom,University of United Kingdom 738,738,74,733,742,751,21812,13867,7945,1563,14.0,Medium,26,14137,16,87,770,729
United Kingdom,University of United Kingdom 739,739,74,742,740,748,25444,18742,6702,1437,17.7,Medium,9,19976,47,69,750,728
Australia,University of Australia 740,740,75,744,736,736,37727,24261,13466,1573,24.0,Medium,33,40218,24,88,744,723
Spain,University of Spain 741,741,75,731,752,737,12680,6695,5985,597,21.2,Medium,28,34560,36,64,734,726
Canada,University of Canada 742,742,75,732,733,736,34676,26233,8443,1773,19.6,Medium,40,57288,74,78,763,755
Brazil,University of Brazil 743,743,75,742,747,749,35298,22025,13273,2336,15.1,Medium,15,31973,41,78,759,720
South Korea,University of South Korea 744,744,75,742,737,743,23041,17067,5974,1461,15.8,Medium,16,32532,39,95,701,740
Australia,University of Australia 745,745,75,735,749,764,47785,27900,19885,4218,11.3,Medium,30,45613,73,84,708,754
South Korea,University of South Korea 746,746,75,743,747,737,27269,20177,7092,1324,20.6,Medium,41,35249,16,86,749,730
Australia,University of Australia 747,747,75,738,756,728,10876,6056,4820,594,18.3,Medium,15,7179,22,74,795,717
Germany,University of Germany 748,748,75,757,738,734,10829,5919,4910,845,12.8,Medium,41,53817,10,64,782,756
Brazil,University of Brazil 749,749,75,752,762,742,49692,25146,24546,3472,14.3,Medium,32,17883,6,63,725,739
Netherlands,University of Netherlands 750,750,76,750,741,752,26539,18903,7636,2197,12.1,Medium,23,58805,60,83,794,779
Germany,University of Germany 751,751,76,758,750,756,54657,30001,24656,3247,16.8,Medium,15,23946,10,92,750,734
Netherlands,University of Netherlands 752,752,76,749,739,733,5116,3980,1136,301,17.0,Medium,47,47449,11,68,796,755
United States,University of United States 753,753,76,749,756,771,27013,20744,6269,1315,20.5,Medium,49,24457,78,70,709,723
Italy,University of Italy 754,754,76,755,758,738,7132,5348,1784,345,20.7,Medium,36,51470,23,91,734,765
France,University of France 755,755,76,761,744,747,22885,18227,4658,2068,11.1,Medium,31,6185,35,62,732,730
Canada,University of Canada 756,756,76,762,749,755,53350,36140,17210,2415,22.1,Medium,29,14039,31,78,722,738
Brazil,University of Brazil 757,757,76,759,747,750,12182,6933,5249,770,15.8,Medium,32,22359,68,82,770,783
Netherlands,University of Netherlands 758,758,76,753,765,757,23020,15169,7851,2175,10.6,Medium,43,39870,58,88,713,761
Germany,University of Germany 759,759,76,763,757,746,29261,14847,14414,1346,21.7,Medium,26,48958,38,77,764,778
Switzerland,University of Switzerland 760,760,77,768,757,766,26482,16343,10139,1188,22.3,Medium,38,7861,36,61,770,771
Switzerland,University of Switzerland 761,761,77,759,757,744,55481,29130,26351,4350,12.8,Medium,26,23206,73,81,736,743
Australia,University of Australia 762,762,77,769,758,778,24443,18405,6038,1010,24.2,Medium,45,22301,77,67,788,759
France,University of France 763,763,77,762,760,782,5999,3092,2907,287,20.9,Medium,47,48989,75,97,717,753
Spain,University of Spain 764,764,77,762,753,756,31140,22023,9117,2497,12.5,Medium,28,13198,7,84,732,777
Brazil,University of Brazil 765,765,77,762,767,763,49137,24660,24477,2342,21.0,Medium,15,9219,56,65,775,755
China,University of China 766,766,77,775,771,785,10351,8183,2168,873,11.9,Medium,20,37298,66,85,728,747
