university_id,world_rank,2023 RANK,university_name,country_code_iso,country,SIZE,FOCUS,RES.,AGE,STATUS,academic_reputation_score,Academic Reputation Rank,employer_reputation_score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,citations_per_faculty,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,overall_score,student_population,students_to_staff_ratio,international_students_count,gender_ratio,teaching_score,research_environment_score,research_quality_score,industry_impact_score,international_outlook_score,Quality of Education,Alumni Employment,Quality of Faculty,Research_Output_x,publications_count,Influence,citations_count,Score,Latitude,Longitude,city,region,university_type,research_output,student_faculty_ratio,faculty_count,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_rank,country_avg_citations,country_avg_international_ratio,research_productivity_index,female_percentage,male_percentage,subject_field,citations_score,research_output_score,total_students,undergraduate_students,postgraduate_students,faculty_to_student_ratio,international_student_ratio,tuition_fee_usd,acceptance_rate,graduation_rate,Employability_Rank,qs_subject_rank,QS_Rank,THE_Rank,ARWU_Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,web_pages,country_code,h_index,degree_level
539,1001-1200,1201-1400,Mansoura University,EG,Egypt,XL,FC,HI,4,A,12.9,601+,8.1,601+,3.2,701+,2.4,701+,5.8,701+,4.1,701+,33.5,428,9.6,701+,19.9,545=,37.15,174302,40.2,4%,50:50:00,19.5,12.4,68.1,31.8,74.1,667,1001,304,731,942,971,898,70.5,35.8681298,-90.9456751,Mansoura ,Africa,Public,High,24,"7,556",7,818,31.52378571,13.07142857,1062.714286,719.5,23.5,37.43333333,50,50,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,886,http://www.mans.edu.eg/,EG,485,Undergraduate & Postgraduate
540,1001-1200,1201-1400,Meiji University,JP,Japan,XL,CO,HI,5,C,7.4,601+,24.5,390,4.9,701+,1.7,701+,10.1,701+,5.3,701+,1.5,701+,16,524,1.1,701+,37.15,32810,34,5%,35 : 65,16.3,12.1,13.5,40.8,31.4,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Tokyo,Asia,Private,High,19,"1,693",37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,22.13333333,35,65,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,658,119.5,1809,http://www.meiji.ac.jp/,JP,185,Undergraduate & Postgraduate
541,1001-1200,1001-1200,Mississippi State University,US,United States,L,CO,VH,5,A,6,601+,5.8,601+,6.7,701+,18.4,576,15.7,657,3.2,701+,9.2,688,10.8,701+,11.7,647=,37.15,21181,14.6,4%,53:47:00,27.3,20,58.8,66.2,50.7,329,412,304,622,654,601,673,72.4,39.7837304,-100.445882,Starkville,North America,Public,Very High,18,"1,103",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,48.33333333,53,47,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,317,429,119.5,702,http://www.msstate.edu/,US,250,Undergraduate & Postgraduate
542,1001-1200,1001-1200,Mustansiriyah University,IQ,Iraq,XL,FC,HI,4,A,3.7,601+,5.3,601+,43.7,359,1.3,701+,33,466,4,701+,1,701+,9.3,701+,1,701+,37.15,30964,6.5,1%,52:48:00,25.3,8.4,16,19.1,32.5,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Baghdad,Asia,Public,Medium,8,"4,704",5,1346,19.2213,4.9,1654.2,479,23.5,14.5,52,48,Unknown,55.3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,432,Undergraduate & Postgraduate
543,1001-1200,1001-1200,Mutah University,JO,Jordan,M,FC,MD,3,A,7.6,601+,8.9,601+,10.1,701+,1.7,701+,10.1,701+,43.6,330,1,701+,8.7,701+,1.7,701+,37.15,11348,15.5,18%,44:56:00,29.7,11.5,27.6,20.9,61.2,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Mu'tah,Asia,Public,Medium,14,699,5,1156,26.732,7.92,1287.6,479,23.5,20,44,56,Unknown,55.3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,117,Undergraduate & Postgraduate
544,1001-1200,1001-1200,Nanjing Normal University,CN,China (Mainland),XL,SP,Unknown,3,A,5.1,601+,1.7,601+,16.6,701+,21.6,532,18.55,Unknown,4.6,701+,7.5,701+,6.4,701+,7.1,701+,37.15,32700,13.5,2%,69:31:00,25.1,15.1,66.5,50.7,29.8,667,1001,304,682,674,735,898,71.5,30.047992,-94.3357433,Nanjing,Unknown,Unknown,Unknown,12,Unknown,35,12,56.53822857,28.66857143,328.4,574.8823529,12,44.1,69,31,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,990,119.5,557,http://www.njnu.edu.cn/,CN,167,Undergraduate & Postgraduate
545,1001-1200,801-1000,Novosibirsk State Technical University,RU,Russia,M,FO,VH,4,A,6.8,601+,5.9,601+,29.1,532,1.8,701+,1.4,701+,44.6,325,1,701+,9.9,701+,1.3,701+,37.15,12615,14.6,17%,40 : 60,20.2,12.4,12.8,23.2,36.1,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Novosibirsk,Europe,Public,Very High,10,1.143,24,95,29.87127083,13.9625,1185.041667,541,23.5,16.13333333,40,60,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,19,Undergraduate & Postgraduate
546,1001-1200,1201-1400,Panjab University,IN,India,L,CO,VH,4,A,6.7,601+,5.9,601+,5.6,701+,21,545,18.55,Unknown,1.8,701+,1.9,701+,29.8,265,2.2,701+,37.15,19695,18.6,1%,51:49:00,32.6,16.2,67.9,39.2,23.5,620,566,304,774,811,897,673,71.1,22.3511148,78.6677428,Chandigarh,Asia,Public,Very High,17,"1,048",16,218,38.128875,14.1375,783.3125,777,23.5,41.1,51,49,"Chemistry,History, Philosophy & Theology,Accounting & Finance,Communication & Media Studies,Economics & Econometrics,Geography,Mechanical & Aerospace Engineering,Law,Psychology,Business & Management,Physics & Astronomy,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Computer Science,Sociology,Archaeology,Education,Mathematics & Statistics,Sport Science,Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Languages, Literature & Linguistics,Other Health,Electrical & Electronic Engineering,Biological Sciences",84.7,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,513,705,119.5,694,http://www.puchd.ac.in/,IN,141,Undergraduate & Postgraduate
547,1001-1200,801-1000,Russian Presidential Academy of National Economy and Public Administration,RU,Russia,XL,FO,HI,3,A,5.2,601+,6.8,601+,49,320,1.1,701+,2,701+,3,701+,1.1,701+,26,315,1.1,701+,37.15,18646,10.4,4%,63:37:00,26.8,17.1,18.1,19.4,23.2,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Moscow,Europe,Public,Very High,9,4.984,24,95,29.87127083,13.9625,1185.041667,541,23.5,18.2,63,37,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,26,Undergraduate & Postgraduate
548,1001-1200,801-1000,Saint-Petersburg Mining University,RU,Russia,M,FO,VH,5,A,3.7,601+,3.1,601+,53.9,285,2.2,701+,19.7,592,20.6,539,1,701+,12,701+,4.1,701+,37.15,8345,13.4,12%,41:59:00,29.7,16.9,69.3,50.4,43.1,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,St. Petersburg,Europe,Public,Very High,6,"1,363",24,95,29.87127083,13.9625,1185.041667,541,23.5,45.53333333,41,59,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,104,Undergraduate & Postgraduate
549,1001-1200,1001-1200,San Diego State University,US,United States,XL,CO,VH,5,A,5.2,601+,3,601+,3.2,701+,17.1,598,6.5,701+,4.4,701+,27.1,479,17.8,467,23.7,506=,37.15,32069,28.1,5%,58:42:00,21.5,11.9,71.1,58.3,37,497,456,304,648,511,366,405,73.9,39.7837304,-100.445882,San Diego ,North America,Public,Very High,25,"1,262",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,47.1,58,42,"Computer Science,Art, Performing Arts & Design,Mathematics & Statistics,Other Health,Civil Engineering,Biological Sciences,Physics & Astronomy,Education,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Sociology,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Psychology,General Engineering,Communication & Media Studies,Geography,Accounting & Finance,Business & Management,Politics & International Studies (incl Development Studies),Chemistry",61.1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,309,421,119.5,567,http://www.sdsu.edu/,US,182,Undergraduate & Postgraduate
550,1001-1200,1001-1200,Sheffield Hallam University,UK,United Kingdom,L,CO,HI,3,A,6.5,601+,12.1,601+,10,701+,4.9,701+,35,455,30.9,412,6.7,701+,11.9,701+,2.5,701+,37.15,26580,17.7,12%,55:45:00,19.4,14.4,66.7,33.1,64,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Unknown,Europe,Public,High,16,"1,660",69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,38.06666667,55,45,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1609,119.5,1492,http://www.shu.ac.uk/,GB,180,Undergraduate & Postgraduate
551,1001-1200,1001-1200,Silesian University of Technology,PL,Poland,L,FO,VH,4,A,6.5,601+,3.6,601+,27.7,549,6.2,701+,2.4,701+,4.4,701+,9,697,11.1,701+,1.4,701+,37.15,17424,12,4%,32 : 68,21.8,15.6,39.4,31.5,26.6,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Gliwice,Europe,Public,Very High,11,1.632,8,614,28.03875,13.5375,1234.625,479,23.5,28.83333333,32,68,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1569,119.5,1268,Unknown,Unknown,207,Undergraduate & Postgraduate
552,1001-1200,801-1000,Slovak University of Technology in Bratislava,SK,Slovakia,L,FO,VH,4,A,9.7,601+,7.9,601+,34.7,460,3.6,701+,2.1,701+,2.7,701+,2.6,701+,18.2,459,1.4,701+,37.15,10678,8.5,7%,31 : 69,27.6,12,22.3,28.7,32.8,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Bratislava,Europe,Public,Very High,10,1.255,3,1054,26.37616667,6.833333333,1314,479,23.5,21,31,69,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,1558,http://www.stuba.sk/,SK,149,Undergraduate & Postgraduate
553,1001-1200,Unknown,Soonchunhyang University,KR,South Korea,M,FC,HI,3,B,5,601+,2.9,601+,46.6,337,7.3,701+,5.7,701+,4.8,701+,1,701+,6.8,701+,1.1,701+,37.15,10329,21.4,6%,51:49:00,19.8,25.4,33,48.2,35,667,1001,304,881,1001,1001,898,69.8,36.638392,127.6961188,Unknown,Unknown,Unknown,Unknown,12,Unknown,18,62,43.17502778,24.98333333,667.5,605,23.5,35.53333333,51,49,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,1077,Unknown,Unknown,167,Undergraduate & Postgraduate
554,1001-1200,801-1000,SzÃ©chenyi IstvÃ¡n University,HU,Hungary,M,FC,MD,2,C,8.1,601+,24.7,388,22.8,622,1.6,701+,4.2,701+,6.6,701+,1,701+,9.2,701+,1.3,701+,37.15,9573,14.8,5%,45:55:00,19.1,11.7,23.2,17.4,29.6,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,GyÅ‘r,Europe,Private,Medium,12,688,8,779,28.8165,12.025,1190.875,629.25,23.5,17.43333333,45,55,Unknown,55.3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,188,Undergraduate & Postgraduate
555,1001-1200,1001-1200,Taibah University,SA,Saudi Arabia,XL,FC,HI,2,A,5.7,601+,2.3,601+,4.1,701+,3.2,701+,97.7,121,2.3,701+,2.4,701+,4.5,701+,2.1,701+,37.15,61471,24.4,2%,61:39:00,14.4,10.2,54.2,18.5,76,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Medina,Asia,Public,Medium,23,"2,497",9,424,39.26633333,13.54444444,721.5555556,898,23.5,27.63333333,61,39,Unknown,55.3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,1584,http://www.taibahu.edu.sa/,SA,274,Undergraduate & Postgraduate
556,1001-1200,801-1000,Technical University of Liberec,CZ,Czech Republic,M,SP,Unknown,4,A,4.3,601+,3.2,601+,45.5,346,4.3,701+,16.4,647,10.1,701+,1.6,701+,7.8,701+,1,701+,37.15,5303,13.3,10%,54:46:00,21,18.9,18.2,34.5,44.2,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Liberec,Europe,Public,Very High,10,543,11,459,29.91190909,13.75454545,1151.727273,587.6666667,23.5,23.86666667,54,46,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,77,Undergraduate & Postgraduate
557,1001-1200,1001-1200,Telkom University,ID,Indonesia,L,SP,Unknown,2,C,7.4,601+,9.4,601+,27,561,1.4,701+,22.3,568,3.6,701+,1,701+,10.4,701+,3.4,701+,37.15,18956,16.8,3%,42:58:00,15,11,28.5,21.3,38.1,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Bandung,Asia,Private,High,12,"1,794",11,1332,21.12568182,12.31818182,1580,479,23.5,20.26666667,42,58,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,121,Undergraduate & Postgraduate
558,1001-1200,1001-1200,Tokai University,JP,Japan,L,FC,HI,2,B,11.4,601+,6.4,601+,14.4,701+,3,701+,6,701+,3.1,701+,1.6,701+,7.8,701+,1.2,701+,37.15,28334,16,4%,27 : 73,18.3,12,36.5,46,30.4,667,1001,304,792,851,739,898,70.7,36.5748441,139.2394179,Hiratsuka City,Asia,Private,High,14,"2,079",37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,31.5,27,73,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,947,Unknown,Unknown,122,Undergraduate & Postgraduate
559,1001-1200,701-750,Tokushima University,JP,Japan,M,FC,VH,4,A,4.8,601+,1.9,601+,66.3,200,6.6,701+,2.7,701+,2.4,701+,1.2,701+,9,701+,1,701+,37.15,7482,9.7,2%,35 : 65,29.2,24,24.4,81.6,26.4,143,1001,304,736,764,578,1001,71.1,36.5748441,139.2394179,Tokushima City,Asia,Public,Very High,8,967,37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,43.33333333,35,65,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,769,119.5,980,http://www.tokushima-u.ac.jp/,JP,102,Undergraduate & Postgraduate
560,1001-1200,801-1000,Universidad del Valle,CO,Colombia,XL,FC,MD,4,A,18.2,492,15,549,8.1,701+,2,701+,2.2,701+,1.4,701+,1.2,701+,10,701+,2.1,701+,37.15,33442,8.9,1%,50:50:00,23.2,8.7,12.2,17.9,40.6,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Cali,Latin America,Public,Medium,18,1.825,2,1236,22.158,11.55,1498,479,23.5,12.93333333,50,50,Unknown,55.3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,34,Undergraduate & Postgraduate
561,1001-1200,1001-1200,Universitas Sebelas Maret,ID,Indonesia,XL,FC,HI,3,A,10.7,601+,11.5,601+,13.6,701+,1.5,701+,10.3,701+,2,701+,1,701+,7.5,701+,7,701+,37.15,27580,16.9,2%,64:36:00,19.3,19.3,33.9,48.3,33.3,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Surakarta,Asia,Public,High,16,"1,829",11,1332,21.12568182,12.31818182,1580,479,23.5,33.83333333,64,36,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.uns.ac.id/,ID,236,Undergraduate & Postgraduate
562,1001-1200,1001-1200,UniversitÃ© de Poitiers,FR,France,L,CO,VH,5,A,8.7,601+,2,601+,4.9,701+,6.2,701+,18.55,Unknown,29.1,431,36.3,409,7.8,701+,2.3,701+,37.15,29280,31.5,11%,57:43:00,28.6,25.7,36,45,58.9,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Poitiers,Europe,Public,Very High,21,"1,308",9,58,54.70383333,38.41111111,373,207,23.5,35.56666667,57,43,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,195,Undergraduate & Postgraduate
563,1001-1200,801-1000,Universiti Malaysia Perlis,MY,Malaysia,M,FO,VH,2,A,7.3,601+,5.5,601+,24.1,590,7.5,701+,2,701+,4,701+,1.6,701+,9,701+,15.6,601=,37.15,10836,13.6,3%,47:53:00,21.6,12.5,46,26,33.3,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Kangar,Asia,Public,Very High,10,1.127,8,685,29.5884375,10.025,1151.625,479,23.5,28.16666667,47,53,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.unimap.edu.my/,MY,19,Undergraduate & Postgraduate
564,1001-1200,1001-1200,Universiti Malaysia Sabah (UMS),MY,Malaysia,L,FC,HI,3,A,13.6,601+,10,601+,7.8,701+,3.3,701+,9.8,701+,4,701+,1.7,701+,9.6,701+,2,701+,37.15,17316,16.6,4%,66:34:00,17.8,14.3,25,21.8,41.8,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Kota Kinabalu,Asia,Public,Medium,19,913,8,685,29.5884375,10.025,1151.625,479,23.5,20.36666667,66,34,Unknown,55.3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.ums.edu.my/,MY,149,Undergraduate & Postgraduate
565,1001-1200,1001-1200,Universiti Malaysia Sarawak (UNIMAS),MY,Malaysia,L,FC,HI,3,A,12.6,601+,8.7,601+,11.9,701+,3,701+,37.3,433,8.7,701+,1.3,701+,8.9,701+,1.2,701+,37.15,12158,14.9,13%,71:29:00,29.9,19.3,22.9,66.9,61,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Kuching,Asia,Public,Medium,15,894,8,685,29.5884375,10.025,1151.625,479,23.5,36.36666667,71,29,Unknown,55.3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.unimas.my/,MY,166,Undergraduate & Postgraduate
566,1001-1200,1001-1200,Universiti Malaysia Terengganu (UMT),MY,Malaysia,M,FO,VH,2,A,10,601+,4.6,601+,10.8,701+,9.3,701+,12.9,701+,6.7,701+,7.4,701+,8.6,701+,23.7,506=,37.15,10143,16.8,5%,69:31:00,19.1,18.7,47.6,30.1,49.7,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Kuala Terengganu,Asia,Public,Very High,13,652,8,685,29.5884375,10.025,1151.625,479,23.5,32.13333333,69,31,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.umt.edu.my/,MY,118,Undergraduate & Postgraduate
567,1001-1200,1201-1400,University of Colombo,LK,Sri Lanka,L,CO,HI,5,A,11.7,601+,14.8,555,2.5,701+,3.1,701+,1.1,701+,1.3,701+,1.1,701+,44.5,161,19.9,545=,37.15,34058,32,0%,60:40:00,25.4,10.6,60.2,18.7,39.3,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,"Colombo,",Asia,Public,High,27,837,1,1012,32.3225,11.7,1012,479,23.5,29.83333333,60,40,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.cmb.ac.lk/,LK,80,Undergraduate & Postgraduate
568,1001-1200,1001-1200,University of Derby,UK,United Kingdom,L,CO,HI,3,A,4.8,601+,3.2,601+,11.3,701+,4.7,701+,30.5,486,48.5,305,4.4,701+,9.3,701+,3.8,701+,37.15,16170,15.8,18%,60:40:00,18.5,12.8,71.8,26.5,75,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Derby,Europe,Public,High,15,"1,065",69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,37.03333333,60,40,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.derby.ac.uk/,GB,133,Undergraduate & Postgraduate
569,1001-1200,Unknown,University of Deusto,ES,Spain,M,FO,VH,5,A,5.8,601+,20.9,445,5,701+,6.8,701+,18.55,Unknown,14.45,Unknown,1.3,701+,12.7,677,19.9,Unknown,37.15,9570,18.8,6%,57:43:00,22.5,23.2,54.3,36.6,42.3,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Unknown,Unknown,Unknown,Unknown,12,Unknown,9,313,39.44405556,25.51111111,727,558.7142857,23.5,38.03333333,57,43,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,150,Undergraduate & Postgraduate
570,1001-1200,1201-1400,University of Karachi,PK,Pakistan,XL,CO,HI,4,A,10.4,601+,15.3,540,1.6,701+,4.6,701+,3.8,701+,1.1,701+,2.6,701+,6.9,701+,12.3,640=,37.15,47337,39.3,0%,60:40:00,14.1,10.6,19.5,24.5,44.4,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Karachi,Asia,Public,High,41,"1,063",6,486,33.59258333,10.95,981.5,541,23.5,18.2,60,40,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,1810,http://www.uok.edu.pk/,PK,98,Undergraduate & Postgraduate
571,1001-1200,1001-1200,University of Nairobi,KE,Kenya,XL,FC,MD,4,A,9.6,601+,14.6,557,18.1,701+,1.7,701+,18.55,Unknown,14.45,Unknown,3.6,701+,54.4,116,4.1,701+,37.15,52678,34.5,2%,24 : 76,12,10.6,45.9,18.8,49.8,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Nairobi,Africa,Public,Medium,12,"2,492",1,1393,24.871,9.6,1393,479,23.5,25.1,24,76,Unknown,55.3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1553,119.5,1348,http://www.uonbi.ac.ke/,KE,287,Undergraduate & Postgraduate
572,1001-1200,1201-1400,University of North Carolina at Charlotte,US,United States,L,CO,VH,4,A,5.7,601+,4.5,601+,5,701+,14.1,656,8.7,701+,5.5,701+,14.4,605,10.6,701+,23,514=,37.15,26819,20.6,6%,49:51:00,23.2,22.1,74.4,58.7,37,667,532,304,855,789,758,541,71.3,39.7837304,-100.445882,Charlotte,North America,Public,Very High,19,"1,303",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,51.73333333,49,51,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,712,119.5,770,http://www.uncc.edu/,US,161,Undergraduate & Postgraduate
573,1001-1200,1201-1400,University of Novi Sad,RS,Serbia,XL,FC,HI,4,A,8.8,601+,3.6,601+,9.3,701+,3.4,701+,18.55,Unknown,14.45,Unknown,47.5,330,9,701+,2.2,701+,37.15,47978,15.1,1%,57:43:00,19,11.7,29.1,36.4,33.6,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Novi Sad,Europe,Public,High,16,"2,743",3,964,28.84233333,10.2,1193.666667,327,23.5,25.73333333,57,43,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,1069,http://www.uns.ac.rs/,RS,217,Undergraduate & Postgraduate
574,1001-1200,1001-1200,University of Pardubice,CZ,Czech Republic,M,FO,VH,4,A,4.8,601+,2.6,601+,39.8,398,3.3,701+,11.5,701+,11.1,689,1.1,701+,7.8,701+,1,701+,37.15,7375,13.5,10%,56:44:00,21.1,17.7,17.7,30,39.8,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Pardubice,Europe,Public,Very High,11,443,11,459,29.91190909,13.75454545,1151.727273,587.6666667,23.5,21.8,56,44,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,97,Undergraduate & Postgraduate
575,1001-1200,1001-1200,University of Primorska,SI,Slovenia,M,CO,HI,3,A,3.1,601+,2.3,601+,9.4,701+,5.1,701+,26.3,520,28.6,435,5.7,701+,67.8,80,1.4,701+,37.15,5805,15.3,18%,77:23:00,16.4,14.9,26.5,21.9,61.8,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Koper,Unknown,Unknown,Unknown,12,Unknown,3,884,28.49216667,10.03333333,1212.333333,651.5,23.5,21.1,77,23,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.upr.si/,SI,83,Undergraduate & Postgraduate
576,1001-1200,1001-1200,University of Regina,CA,Canada,L,CO,HI,3,A,3.5,601+,2.9,601+,4,701+,21.2,542,8.8,701+,41.1,338,5.7,701+,8.3,701+,19.9,Unknown,37.15,14167,24.6,26%,49:51:00,17.8,19.5,62.9,36.1,71,667,1001,304,1001,935,748,405,70.8,61.0666922,-107.991707,Unknown,Unknown,Unknown,Unknown,12,Unknown,23,21,55.88345652,32.3,315.2173913,294.8571429,23.5,39.5,49,51,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,929,http://www.uregina.ca/,CA,131,Undergraduate & Postgraduate
577,1001-1200,Unknown,University of the Free State,ZA,South Africa,L,FO,VH,5,A,5.6,601+,6.6,601+,3.5,701+,7.9,701+,18.55,Unknown,4.9,701+,66.4,211,9.6,701+,19.9,Unknown,37.15,33247,35.6,2%,63:37:00,22.4,18.7,56.4,26.9,51.7,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Bloemfontein,Unknown,Unknown,Unknown,12,Unknown,8,167,43.0708125,17.4875,629,559.4,23.5,34,63,37,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,1076,"http://www.uovs.ac.za/, http://www.ufs.ac.za/",ZA,210,Undergraduate & Postgraduate
