university_name,year,university_type,publications_count,citations_count,h_index,research_productivity_index,subject_field,female_percentage,male_percentage
Taibah University,2024,Public,8347,11809,115,2.3,Social Sciences & Management,61,39
Taibah University,2025,Public,5944,7173,75,2.29,Arts & Humanities,61,39
Taibah University,2026,Public,8449,12111,105,3.02,Engineering & Technology,63,37
Taif University,2022,Public,11411,68161,232,3.08,Arts & Humanities,60,40
Taif University,2023,Public,12393,89205,322,3.25,Arts & Humanities,56,44
Taif University,2024,Public,5741,62695,262,2.84,Social Sciences & Management,55,45
Taif University,2025,Public,8857,133188,299,2.42,Arts & Humanities,56,44
Taif University,2026,Public,3843,61088,295,1.73,Natural Sciences,58,42
Taipei Medical University,2016,Private,1256,6162,80,2.29,Natural Sciences,58,42
Taipei Medical University,2017,Private,3306,20050,148,3.31,Natural Sciences,57,43
Taipei Medical University,2018,Private,3243,16944,132,3.25,Social Sciences & Management,57,43
Taipei Medical University,2019,Private,4561,17426,111,4.57,Natural Sciences,57,43
Taipei Medical University,2020,Private,3246,25655,144,3.25,Social Sciences & Management,57,43
Taipei Medical University,2021,Private,2935,11858,117,2.94,Life Sciences & Medicine,58,42
Taipei Medical University,2022,Private,2243,22542,167,2.25,Social Sciences & Management,58,42
Taipei Medical University,2023,Private,894,4130,65,2.16,Natural Sciences,58,42
Taipei Medical University,2024,Private,840,8175,85,1.74,Social Sciences & Management,59,41
Taipei Medical University,2025,Private,1944,4305,60,3.9,Arts & Humanities,59,41
Taipei Medical University,2026,Private not for Profit,1834,9673,103,4.36,Natural Sciences,59,41
Taiz University,2026,Private,5425,100220,297,1.66,Natural Sciences,36,64
Tallinn University,2019,Public,615,5666,76,1.96,Arts & Humanities,50.94683254,49.05316746
Tallinn University,2020,Public,1308,5075,61,4.17,Engineering & Technology,73,27
Tallinn University,2021,Public,416,8178,96,1.32,Engineering & Technology,71,29
Tallinn University,2022,Public,553,4844,69,1.76,Arts & Humanities,71,29
Tallinn University,2023,Public,1247,1667,39,5.28,Social Sciences & Management,71,29
Tallinn University,2024,Public,907,1822,43,2.55,Life Sciences & Medicine,71,29
Tallinn University,2025,Public,1483,1021,33,4.35,Life Sciences & Medicine,72,28
Tallinn University,2026,Public,593,3391,53,1.37,Engineering & Technology,72,28
Tallinn University of Technology,2016,Public,1960,13699,122,3.11,Engineering & Technology,44,56
Tallinn University of Technology,2017,Public,2361,15898,132,3.38,Natural Sciences,45,55
Tallinn University of Technology,2018,Public,2820,15065,125,4.03,Engineering & Technology,52,48
Tallinn University of Technology,2019,Public,3126,11416,100,4.47,Engineering & Technology,43,57
Tallinn University of Technology,2020,Public,2619,10274,103,3.75,Social Sciences & Management,43,57
Tallinn University of Technology,2021,Public,2180,18810,136,3.12,Life Sciences & Medicine,43,57
Tallinn University of Technology,2022,Public,2303,26419,138,3.29,Life Sciences & Medicine,42,58
Tallinn University of Technology,2023,Public,1793,5060,69,2.95,Natural Sciences,40,60
Tallinn University of Technology,2024,Public,4634,11507,79,2.72,Arts & Humanities,40,60
Tallinn University of Technology,2025,Public,940,7170,107,1.28,Engineering & Technology,40,60
Tallinn University of Technology,2026,Public,877,13712,114,1.66,Social Sciences & Management,40,60
Tamil Nadu Agricultural University,2018,Public,799,4576,75,2.04,Arts & Humanities,62,38
Tamil Nadu Agricultural University,2019,Private,1866,9066,100,2.89,Social Sciences & Management,62,38
Tamil Nadu Agricultural University,2020,Private,1939,7212,103,3.43,Arts & Humanities,62,38
Tamil Nadu Agricultural University,2021,Public,1226,6335,82,3.11,Engineering & Technology,65,35
Tamil Nadu Agricultural University,2022,Private,385,8922,99,0.51,Social Sciences & Management,63,37
Tamil Nadu Agricultural University,2023,Private,1012,4447,65,2.19,Arts & Humanities,62,38
Tamil Nadu Agricultural University,2024,Private,980,2272,46,2.66,Arts & Humanities,61,39
Tamil Nadu Agricultural University,2025,Public,735,9653,93,1.55,Natural Sciences,64,36
Tamil Nadu Agricultural University,2026,Public,1433,4732,65,2.55,Life Sciences & Medicine,65,35
Tamkang University,2017,Private,11845,46526,190,2.54,Natural Sciences,48,52
Tamkang University,2018,Private,7372,33880,191,2.92,Natural Sciences,48,52
Tamkang University,2019,Private,3384,16719,132,2.78,Arts & Humanities,48,52
Tamkang University,2020,Private,8299,31569,153,3.7,Natural Sciences,48,52
Tamkang University,2021,Private,1262,8970,110,1.42,Engineering & Technology,48,52
Tamkang University,2022,Private,2318,18415,112,2.61,Engineering & Technology,49,51
Tamkang University,2023,Private,5307,9519,86,2.95,Natural Sciences,48,52
Tamkang University,2024,C,7659,7396,104,5.21,Arts & Humanities,47,53
Tamkang University,2025,C,6535,8223,86,4.18,Social Sciences & Management,47,53
Tamkang University,2026,Private for Profit,4804,14683,123,3.4,Life Sciences & Medicine,46,54
Tampere University,2020,Public,216,1100,33,4.32,Engineering & Technology,51,49
Tampere University,2021,Public,116,1079,30,2.32,Engineering & Technology,52,48
Tampere University,2022,Public,200,980,30,4,Engineering & Technology,53,47
Tampere University,2023,Public,4164,66047,263,3.12,Arts & Humanities,54,46
Tampere University,2024,Public,6202,36131,209,5,Natural Sciences,55,45
Tampere University,2025,Public,4540,30758,185,4.88,Social Sciences & Management,53,47
Tampere University,2026,Public,4789,41065,209,3.97,Engineering & Technology,53,47
Tampere University of Technology,2016,Public,999,8737,100,2.59,Arts & Humanities,46.87890377,53.12109623
Tampere University of Technology,2017,Public,2565,25111,179,3.86,Life Sciences & Medicine,46.19279163,53.80720837
Tampere University of Technology,2018,Public,4216,14901,138,6.34,Arts & Humanities,46.94287354,53.05712646
Tampere University of Technology,2019,Public,2655,14311,117,3.99,Life Sciences & Medicine,59.74573129,40.25426871
Tanta University,2019,Public,32526,146702,340,3.4,Life Sciences & Medicine,56,44
Tanta University,2020,Public,23749,78854,319,3.14,Natural Sciences,53,47
Tanta University,2021,Public,37548,192835,449,3.17,Arts & Humanities,42,58
Tanta University,2022,Public,20952,100817,334,3.73,Life Sciences & Medicine,53,47
Tanta University,2023,Public,35203,13099,117,4.01,Natural Sciences,54,46
Tanta University,2024,Public,36627,16011,104,4.57,Engineering & Technology,57,43
Tanta University,2025,Public,32712,14814,116,3.26,Life Sciences & Medicine,53,47
Tanta University,2026,Public,39706,41759,163,4.35,Arts & Humanities,54,46
Taras Shevchenko National University of Kyiv,2016,Public,3110,27662,149,2.4,Social Sciences & Management,45,55
Taras Shevchenko National University of Kyiv,2017,Public,166,979,23,3.32,Life Sciences & Medicine,60,40
Taras Shevchenko National University of Kyiv,2018,Public,162,971,29,3.24,Arts & Humanities,62,38
Taras Shevchenko National University of Kyiv,2019,Public,116,276,17,2.32,Arts & Humanities,57,43
Taras Shevchenko National University of Kyiv,2020,Public,71,380,15,1.42,Social Sciences & Management,58,42
Taras Shevchenko National University of Kyiv,2021,Public,191,961,35,3.82,Arts & Humanities,58,42
Taras Shevchenko National University of Kyiv,2022,Public,99,674,26,1.98,Natural Sciences,55,45
Taras Shevchenko National University of Kyiv,2023,Public,2248,2093,51,1.94,Life Sciences & Medicine,57,43
Taras Shevchenko National University of Kyiv,2024,Public,3982,3813,64,1.97,Social Sciences & Management,56,44
Taras Shevchenko National University of Kyiv,2025,Public,5844,2390,49,3.32,Natural Sciences,58,42
Taras Shevchenko National University of Kyiv,2026,Public,4678,4907,69,3.22,Social Sciences & Management,56,44
Tarbiat Modares University,2026,Public,2377,60408,214,2.44,Social Sciences & Management,47,53
Tashkent Institute of Irrigation and Agricultural Mechanisation,2025,Public,1058,11519,103,3.96,Natural Sciences,36,64
Tashkent Institute of Irrigation and Agricultural Mechanisation,2026,Private,1034,9073,84,4.15,Arts & Humanities,44,56
Tashkent Institute of Irrigation and Agricultural Mechanization Engineers - National Research University,2025,Public,3575,2255,52,3.18,Engineering & Technology,54.3200249,45.6799751
Tashkent Institute of Irrigation and Agricultural Mechanization Engineers - National Research University,2026,Public,4761,2491,46,3.95,Arts & Humanities,54.23169976,45.76830024
Tashkent State Technical University,2026,Public,2592,720,26,3.8,Social Sciences & Management,42.10045991,57.89954009
Tashkent State Transport University,2026,Public,5900,1511,39,3.9,Engineering & Technology,44.31895428,55.68104572
Tashkent State University of Economics,2026,Public,13712,3522,60,7.12,Engineering & Technology,43.05129112,56.94870888
Tashkent University of Information Technologies,2025,Public,4321,19649,146,4.55,Arts & Humanities,52.63984512,47.36015488
Tashkent University of Information Technologies,2026,Public,1785,1882,40,1.66,Social Sciences & Management,25,75
Tata Institute of Fundamental Research,2017,Private,177,923,29,3.54,Life Sciences & Medicine,33,67
Taylor's University,2019,Private,3087,20835,137,5.34,Life Sciences & Medicine,60.52490186,39.47509814
Taylor's University,2020,Private,356,33171,187,0.62,Natural Sciences,60.41909413,39.58090587
Taylor's University,2021,Private,1781,15773,123,3.08,Life Sciences & Medicine,51.10367057,48.89632943
Taylor's University,2022,Private,1483,14624,119,2.57,Natural Sciences,52.96708751,47.03291249
Taylor's University,2023,Private,2191,1340,40,4.89,Life Sciences & Medicine,36.56359614,63.43640386
Taylor's University,2024,C,2710,4738,70,4.19,Arts & Humanities,45.76768149,54.23231851
Taylor's University,2025,C,1589,3447,67,3.6,Arts & Humanities,39.98112393,60.01887607
Taylor's University,2026,Private for Profit,3691,17792,124,3.05,Social Sciences & Management,42.72010901,57.27989099
Technical University of Berlin,2017,Private,4533,45274,212,3.26,Social Sciences & Management,34,66
Technical University of Berlin,2018,Private,5341,33669,190,5.09,Life Sciences & Medicine,34,66
Technical University of Berlin,2019,Public,3738,79866,286,3.28,Social Sciences & Management,34,66
Technical University of Berlin,2020,Public,12849,139184,352,3.78,Social Sciences & Management,34,66
Technical University of Berlin,2021,Private,5159,152521,380,2.02,Life Sciences & Medicine,34,66
Technical University of Berlin,2022,Public,6546,23546,157,3.22,Natural Sciences,34,66
Technical University of Berlin,2023,Private,5599,66316,299,2.58,Life Sciences & Medicine,35,65
Technical University of Berlin,2024,Public,9906,186652,436,3.58,Engineering & Technology,35,65
Technical University of Berlin,2025,Public,4711,74463,294,3.24,Arts & Humanities,36,64
Technical University of Berlin,2026,Public,2441,44128,228,2.03,Engineering & Technology,36,64
Technical University of Cartagena,2020,Public,414,4095,65,1.55,Social Sciences & Management,27,73
Technical University of Cartagena,2021,Private,477,7846,103,1.28,Social Sciences & Management,27,73
Technical University of Cartagena,2022,Public,1044,6665,85,2.97,Social Sciences & Management,27,73
Technical University of Cartagena,2023,Public,885,5066,80,3.05,Arts & Humanities,27,73
Technical University of Cartagena,2024,Private,625,6508,80,1.87,Life Sciences & Medicine,28,72
Technical University of Cartagena,2025,Private,775,3434,59,2.95,Arts & Humanities,28,72
Technical University of Cartagena,2026,Private,457,5614,78,1.58,Natural Sciences,28,72
Technical University of Cluj-Napoca,2020,Public,3729,20775,160,2.36,Life Sciences & Medicine,36,64
Technical University of Cluj-Napoca,2021,Public,2078,11307,102,2.01,Engineering & Technology,36,64
Technical University of Cluj-Napoca,2022,Public,3007,12737,130,2.91,Engineering & Technology,38,62
Technical University of Cluj-Napoca,2023,Public,4946,5141,79,2.98,Social Sciences & Management,38,62
Technical University of Cluj-Napoca,2024,Public,6133,2349,52,4.96,Natural Sciences,37,63
Technical University of Cluj-Napoca,2025,Public,3686,9340,108,1.29,Social Sciences & Management,37,63
Technical University of Cluj-Napoca,2026,Public,5447,11704,124,4.11,Engineering & Technology,38,62
Technical University of Crete,2022,Private,1531,8608,84,3.21,Social Sciences & Management,33,67
Technical University of Crete,2023,Public,1872,8779,95,4.14,Arts & Humanities,37,63
Technical University of Crete,2024,Private,913,8367,82,3.43,Social Sciences & Management,37,63
Technical University of Crete,2025,Private,2072,9711,103,3.44,Engineering & Technology,31,69
Technical University of Crete,2026,Public,919,7816,95,2.24,Engineering & Technology,29,71
Technical University of Darmstadt,2016,Public,3569,47920,225,2.83,Natural Sciences,28,72
Technical University of Darmstadt,2017,Public,4662,18434,144,5.8,Engineering & Technology,28,72
Technical University of Darmstadt,2018,Public,2763,28735,169,3.44,Life Sciences & Medicine,30,70
Technical University of Darmstadt,2019,Public,3465,37622,232,4.31,Natural Sciences,30,70
Technical University of Darmstadt,2020,Public,2443,17597,139,3.04,Arts & Humanities,30,70
Technical University of Darmstadt,2021,Public,2404,21132,149,2.99,Engineering & Technology,31,69
Technical University of Darmstadt,2022,Public,2622,13256,121,3.26,Engineering & Technology,33,67
Technical University of Darmstadt,2023,Public,3084,55710,223,2.56,Natural Sciences,34,66
Technical University of Darmstadt,2024,Public,3572,63178,200,4.1,Arts & Humanities,33,67
Technical University of Darmstadt,2025,Public,2784,43942,197,3.85,Arts & Humanities,33,67
Technical University of Darmstadt,2026,Public,6521,70127,250,4.92,Social Sciences & Management,34,66
Technical University of Denmark,2016,Public,2522,25631,171,3.08,Engineering & Technology,27,73
Technical University of Denmark,2017,Public,3752,137399,363,1.69,Natural Sciences,27,73
Technical University of Denmark,2018,Public,13508,126988,299,6.09,Arts & Humanities,29,71
Technical University of Denmark,2019,Public,2170,128684,370,0.98,Engineering & Technology,30,70
Technical University of Denmark,2020,Public,8049,60270,215,3.63,Life Sciences & Medicine,30,70
Technical University of Denmark,2021,Public,8398,181058,463,3.78,Engineering & Technology,31,69
Technical University of Denmark,2022,Public,13805,66676,289,6.22,Life Sciences & Medicine,32,68
Technical University of Denmark,2023,Public,4505,44551,240,6.68,Arts & Humanities,32,68
Technical University of Denmark,2024,Public,4738,47902,204,5.32,Natural Sciences,32,68
Technical University of Denmark,2025,Public,4036,87656,296,3.7,Arts & Humanities,34,66
Technical University of Denmark,2026,Public,3132,49660,229,3.34,Engineering & Technology,34,66
Technical University of Kosice,2019,Public,3094,12875,100,3.81,Social Sciences & Management,44.2651943,55.7348057
Technical University of Kosice,2020,Public,1799,17903,133,2.22,Social Sciences & Management,35.11710521,64.88289479
Technical University of Kosice,2021,Public,2981,33662,185,3.67,Natural Sciences,51.02588537,48.97411463
Technical University of Kosice,2022,Public,3491,40398,209,4.3,Social Sciences & Management,51.89565441,48.10434559
Technical University of Kosice,2023,Public,2991,3823,67,3.52,Engineering & Technology,45.64539219,54.35460781
Technical University of Kosice,2024,Public,4186,4080,62,3.19,Social Sciences & Management,39.05107719,60.94892281
Technical University of Kosice,2025,Public,4779,5356,75,4.47,Social Sciences & Management,53.25589236,46.74410764
Technical University of Kosice,2026,Public,5717,12537,94,4.76,Engineering & Technology,54.36863803,45.63136197
Technical University of Košice,2018,Public,2337,5949,86,2.82,Engineering & Technology,30,70
Technical University of Košice,2019,Private,2285,6198,86,4.11,Social Sciences & Management,29,71
Technical University of Košice,2020,Public,1063,11257,105,1.53,Engineering & Technology,29,71
Technical University of Košice,2021,Private,3845,30604,209,2.11,Life Sciences & Medicine,28,72
Technical University of Košice,2022,Public,1139,8615,80,3.52,Arts & Humanities,27,73
Technical University of Košice,2023,Private,1703,11063,101,2.65,Arts & Humanities,27,73
Technical University of Košice,2024,Private,1861,7854,93,2.79,Social Sciences & Management,27,73
Technical University of Košice,2026,Private,1702,21675,130,1.17,Life Sciences & Medicine,25,75
Technical University of Liberec,2017,Public,1180,4740,77,1.45,Life Sciences & Medicine,65,35
Technical University of Liberec,2018,Public,1727,5587,71,3.84,Natural Sciences,54,46
Technical University of Liberec,2019,Public,931,3492,58,2.5,Arts & Humanities,55,45
Technical University of Liberec,2020,Public,1564,6545,90,2.88,Natural Sciences,55,45
Technical University of Liberec,2021,Public,2189,8839,91,4.03,Life Sciences & Medicine,53,47
Technical University of Liberec,2022,Public,1643,6819,71,3.03,Natural Sciences,53,47
Technical University of Liberec,2023,Public,1926,3202,53,1.84,Natural Sciences,52,48
Technical University of Liberec,2024,Public,1087,1547,34,2.79,Social Sciences & Management,54,46
Technical University of Liberec,2025,Public,1718,1794,38,3.95,Natural Sciences,57,43
Technical University of Liberec,2026,Public,1465,4853,65,2.36,Engineering & Technology,53,47
Technical University of Lublin,2022,Public,1361,27318,163,2.4,Life Sciences & Medicine,33.41767281,66.58232719
Technical University of Lublin,2023,Public,8638,3436,67,5.21,Social Sciences & Management,50.29802178,49.70197822
Technical University of Lublin,2024,Public,3344,1918,39,4.58,Social Sciences & Management,40.02429041,59.97570959
Technical University of Lublin,2025,Public,6499,8145,96,3.85,Life Sciences & Medicine,54.46274995,45.53725005
Technical University of Madrid,2016,Private,6333,54982,220,2.22,Life Sciences & Medicine,32,68
Technical University of Madrid,2017,Public,6702,41019,192,2.93,Engineering & Technology,32,68
Technical University of Madrid,2018,Public,8573,88614,320,2.69,Arts & Humanities,32,68
Technical University of Madrid,2019,Public,1798,40536,152,0.95,Natural Sciences,32,68
Technical University of Madrid,2020,Public,6509,31816,167,3.48,Social Sciences & Management,32,68
Technical University of Madrid,2021,Public,10549,18419,147,4.18,Engineering & Technology,32,68
Technical University of Madrid,2022,Public,7272,21852,163,3.03,Natural Sciences,32,68
Technical University of Madrid,2023,Private,10352,43751,208,4.84,Natural Sciences,32,68
Technical University of Madrid,2024,Public,7043,51554,223,2.91,Life Sciences & Medicine,33,67
Technical University of Madrid,2025,Private,10117,94339,258,4.01,Social Sciences & Management,34,66
Technical University of Madrid,2026,Public,15129,114492,300,4.54,Life Sciences & Medicine,34,66
Technical University of Munich,2016,Public,25208,250968,550,5.14,Engineering & Technology,33,67
Technical University of Munich,2017,Public,18009,317806,646,2.7,Engineering & Technology,33,67
Technical University of Munich,2018,Public,29616,374830,605,4.44,Natural Sciences,34,66
Technical University of Munich,2019,Public,25649,233768,463,3.85,Social Sciences & Management,34,66
Technical University of Munich,2020,Public,51404,385959,650,7.71,Engineering & Technology,34,66
Technical University of Munich,2021,Public,14066,190451,425,2.11,Engineering & Technology,36,64
Technical University of Munich,2022,Public,20743,617735,788,3.11,Life Sciences & Medicine,37,63
Technical University of Munich,2023,Public,3916,48145,218,1.88,Arts & Humanities,37,63
Technical University of Munich,2024,Public,10996,113452,317,4.43,Social Sciences & Management,37,63
Technical University of Munich,2025,Public,13782,133263,378,6.25,Engineering & Technology,35,65
Technical University of Munich,2026,Public,20658,236862,458,7.31,Engineering & Technology,37,63
Technical University of Ostrava,2026,Public,2642,11662,107,2.58,Engineering & Technology,40.51439791,59.48560209
Technical University of Sofia,2022,Public,2712,7849,73,2.75,Natural Sciences,36,64
Technical University of Sofia,2023,Private,467,10030,101,0.49,Engineering & Technology,27,73
Technical University of Sofia,2024,Private,2302,10899,108,3.12,Life Sciences & Medicine,61.72914264,38.27085736
Technical University of Sofia,2025,Public,4073,19472,141,2.82,Social Sciences & Management,25,75
Technical University of Sofia,2026,Public,2712,18802,140,2.35,Social Sciences & Management,29,71
Technion - Israel Institute of Technology,2017,Public,204,1800,43,4.08,Social Sciences & Management,52.83884444,47.16115556
Technion - Israel Institute of Technology,2018,Public,245,1879,47,4.9,Engineering & Technology,53.86394606,46.13605394
Technion - Israel Institute of Technology,2019,Public,251,1466,39,5.02,Social Sciences & Management,58.97827747,41.02172253
Technion - Israel Institute of Technology,2020,Public,110,1712,32,2.2,Natural Sciences,63.12888211,36.87111789
Technion - Israel Institute of Technology,2021,Public,133,1293,31,2.66,Life Sciences & Medicine,51.88867836,48.11132164
Technion - Israel Institute of Technology,2022,Public,200,1435,42,4,Engineering & Technology,42.58639316,57.41360684
Technion - Israel Institute of Technology,2023,Public,6098,55801,197,2.63,Engineering & Technology,42.83106796,57.16893204
Technion - Israel Institute of Technology,2024,Public,7806,38018,186,3.94,Social Sciences & Management,45.65097995,54.34902005
Technion - Israel Institute of Technology,2025,Public,5069,36186,191,3.64,Life Sciences & Medicine,58.24966841,41.75033159
Technion - Israel Institute of Technology,2026,Public,4857,55702,214,2.42,Arts & Humanities,45.99933012,54.00066988
Technion Israel Institute of Technology,2016,Public,2924,28151,148,3.53,Engineering & Technology,35,65
Technion Israel Institute of Technology,2017,Private,4269,28728,164,4.78,Natural Sciences,35,65
Technion Israel Institute of Technology,2018,Public,4060,32631,202,3.55,Social Sciences & Management,34,66
Technion Israel Institute of Technology,2019,Public,1213,44426,241,1.19,Life Sciences & Medicine,36,64
Technion Israel Institute of Technology,2020,Public,1981,35404,188,2.75,Natural Sciences,36,64
Technion Israel Institute of Technology,2021,Public,3918,13131,105,3.98,Arts & Humanities,37,63
Technion Israel Institute of Technology,2022,Public,5268,45847,200,3.66,Engineering & Technology,38,62
Technion Israel Institute of Technology,2023,Public,5934,33946,183,4.98,Arts & Humanities,39,61
Technion Israel Institute of Technology,2024,Public,20311,106875,302,7.06,Social Sciences & Management,40,60
Technion Israel Institute of Technology,2025,Public,627,43702,212,0.6,Arts & Humanities,40,60
Technion Israel Institute of Technology,2026,Private,2178,20381,150,2.74,Engineering & Technology,41,59
Technische Universität Bergakademie Freiberg,2024,Public,1275,522,23,2.44,Life Sciences & Medicine,50.46648423,49.53351577
Technische Universität Bergakademie Freiberg,2025,Public,1887,42287,176,3.1,Arts & Humanities,56.08380073,43.91619927
Technische Universität Bergakademie Freiberg,2026,Private,682,17135,117,3.04,Life Sciences & Medicine,49.3859778,50.6140222
Technische Universität Berlin,2017,Public,3509,70466,233,1.51,Engineering & Technology,37.32150777,62.67849223
Technische Universität Berlin,2018,Public,9150,140972,401,3.93,Life Sciences & Medicine,45.43167714,54.56832286
Technische Universität Berlin,2019,Public,5764,75588,249,2.47,Social Sciences & Management,34.61239627,65.38760373
Technische Universität Berlin,2020,Public,8405,91217,335,3.61,Arts & Humanities,48.00046494,51.99953506
Technische Universität Berlin,2021,Public,2529,103356,240,1.08,Arts & Humanities,53.77050044,46.22949956
Technische Universität Berlin,2022,Public,11826,67621,321,5.07,Engineering & Technology,50.99678669,49.00321331
Technische Universität Berlin,2023,Public,4847,28018,146,3.61,Social Sciences & Management,61.15725698,38.84274302
Technische Universität Berlin,2024,Public,3139,35492,173,1.94,Engineering & Technology,60.2613461,39.7386539
Technische Universität Berlin,2025,Public,8011,15021,146,6.25,Arts & Humanities,52.05388443,47.94611557
Technische Universität Berlin,2026,Public,6177,49280,243,3.46,Life Sciences & Medicine,30.86255207,69.13744793
Technische Universität Braunschweig,2017,Public,186,2592,58,3.72,Arts & Humanities,55.37075947,44.62924053
Technische Universität Braunschweig,2018,Public,224,3209,58,4.48,Arts & Humanities,43.82635539,56.17364461
Technische Universität Braunschweig,2019,Public,132,824,31,2.64,Life Sciences & Medicine,57.04982714,42.95017286
Technische Universität Braunschweig,2020,Public,246,3256,58,4.92,Arts & Humanities,52.50120262,47.49879738
Technische Universität Braunschweig,2021,Public,207,3121,54,4.14,Social Sciences & Management,55.24866919,44.75133081
Technische Universität Braunschweig,2022,Public,205,2384,46,4.1,Arts & Humanities,54.01335501,45.98664499
Technische Universität Braunschweig,2023,Public,8154,12973,136,4.07,Life Sciences & Medicine,69.12144733,30.87855267
Technische Universität Braunschweig,2024,Public,6790,5639,84,4.28,Engineering & Technology,54.16946595,45.83053405
Technische Universität Braunschweig,2025,Public,10585,7591,77,5.92,Life Sciences & Medicine,39.75888174,60.24111826
Technische Universität Braunschweig,2026,Public,6744,17888,144,3.77,Natural Sciences,58.57049955,41.42950045
Technische Universität Darmstadt,2026,Public,4946,54209,201,4.94,Life Sciences & Medicine,46.55645634,53.44354366
Technische Universität Dortmund,2026,Public,3372,3290,66,3.69,Arts & Humanities,60.76154416,39.23845584
Technische Universität Dresden,2017,Public,9422,125486,339,2.03,Life Sciences & Medicine,62.34308043,37.65691957
Technische Universität Dresden,2018,Public,7410,162145,450,1.6,Life Sciences & Medicine,54.97476399,45.02523601
Technische Universität Dresden,2019,Public,18067,185116,447,3.9,Arts & Humanities,39.77893265,60.22106735
Technische Universität Dresden,2020,Public,16351,167173,413,3.53,Life Sciences & Medicine,46.31744903,53.68255097
Technische Universität Dresden,2021,Public,16846,213344,385,3.63,Social Sciences & Management,60.72601214,39.27398786
Technische Universität Dresden,2022,Public,14897,194165,439,3.21,Engineering & Technology,65.9920207,34.0079793
Technische Universität Dresden,2023,Public,7433,44499,231,2.6,Engineering & Technology,50.49540908,49.50459092
Technische Universität Dresden,2024,Public,8177,30673,214,4.09,Social Sciences & Management,47.80160468,52.19839532
Technische Universität Dresden,2025,Public,25017,86799,278,4.32,Arts & Humanities,40.55898047,59.44101953
Technische Universität Dresden,2026,Public,12468,139049,387,5.42,Life Sciences & Medicine,40.6636053,59.3363947
Technische Universität Hamburg-Harburg,2024,Public,1295,664,21,1.95,Life Sciences & Medicine,51.8622571,48.1377429
Technische Universität Ilmenau,2025,Public,973,6679,85,4.18,Natural Sciences,29,71
Technische Universität Ilmenau,2026,Private,1596,9154,78,3.43,Natural Sciences,29,71
Technische Universität Kaiserslautern,2024,Public,2592,1829,41,1.42,Natural Sciences,56.63469552,43.36530448
Technische Universität Kaiserslautern,2025,Private,5556,2661,43,4.91,Social Sciences & Management,60.97821866,39.02178134
Technische Universität Kaiserslautern,2026,Private,10950,13368,105,4.82,Natural Sciences,55.04472166,44.95527834
Technische Universität Wien,2017,Public,3948,32118,209,5.19,Life Sciences & Medicine,63.22289467,36.77710533
Technische Universität Wien,2018,Public,3708,26996,161,4.87,Natural Sciences,52.8437586,47.1562414
Technische Universität Wien,2019,Public,2958,29407,171,3.89,Life Sciences & Medicine,52.92293416,47.07706584
Technische Universität Wien,2020,Public,2579,28237,145,3.39,Life Sciences & Medicine,52.7701027,47.2298973
Technische Universität Wien,2021,Public,3077,12366,95,4.04,Social Sciences & Management,60.87538454,39.12461546
Technische Universität Wien,2022,Public,2592,26914,163,3.41,Social Sciences & Management,54.30111559,45.69888441
Technische Universität Wien,2023,Public,1549,70647,226,1.72,Engineering & Technology,45.76197012,54.23802988
Technische Universität Wien,2024,Public,6161,107625,288,5.22,Life Sciences & Medicine,53.38745358,46.61254642
Technische Universität Wien,2025,Public,2640,32009,182,4.76,Natural Sciences,53.46757954,46.53242046
Technological University Dublin,2017,Public,81,1367,27,1.62,Social Sciences & Management,48.30132826,51.69867174
Technological University Dublin,2018,Public,184,875,36,3.68,Arts & Humanities,58.18066605,41.81933395
Technological University Dublin,2019,Public,151,1353,38,3.02,Engineering & Technology,50.73188717,49.26811283
Technological University Dublin,2020,Public,200,912,24,4,Life Sciences & Medicine,43,57
Technological University Dublin,2021,Public,144,753,26,2.88,Life Sciences & Medicine,43,57
Technological University Dublin,2022,Public,150,967,31,3,Arts & Humanities,43,57
Technological University Dublin,2023,Public,2944,2484,52,2.43,Social Sciences & Management,44,56
Technological University Dublin,2024,Public,4227,2879,58,3.28,Arts & Humanities,44,56
Technological University Dublin,2025,Public,4301,3469,52,3.14,Life Sciences & Medicine,43,57
Technological University Dublin,2026,Public,5853,52668,195,3.71,Life Sciences & Medicine,43,57
Technological University of Dublin,2026,Public,6515,12273,100,3,Arts & Humanities,49.62070593,50.37929407
Technological University of Pereira,2023,Public,2373,22115,165,1.22,Life Sciences & Medicine,43,57
Technological University of Pereira,2024,Public,3926,14427,103,2.46,Arts & Humanities,44,56
Technological University of Pereira,2025,Public,3363,11638,102,2.68,Arts & Humanities,43,57
Technological University of Pereira,2026,Private,4521,21218,153,2.56,Engineering & Technology,43,57
Tecnológico de Costa Rica,2026,Public,1277,774,28,1.84,Social Sciences & Management,38,62
Tecnológico de Costa Rica -TEC,2019,Public,984,28584,146,1.25,Natural Sciences,54.54536213,45.45463787
Tecnológico de Costa Rica -TEC,2020,Public,2921,33689,191,3.72,Life Sciences & Medicine,45.48808919,54.51191081
Tecnológico de Costa Rica -TEC,2021,Public,5071,20735,157,6.46,Arts & Humanities,46.70123516,53.29876484
Tecnológico de Costa Rica -TEC,2022,Public,3792,25585,178,4.83,Natural Sciences,50.68253364,49.31746636
Tecnológico de Costa Rica -TEC,2023,Public,3567,810,25,4.55,Life Sciences & Medicine,52.63696684,47.36303316
Tecnológico de Costa Rica -TEC,2024,Public,10771,3935,55,3.14,Engineering & Technology,59.9518217,40.0481783
