university_id,normalized_name,university_name,country
U001748,queen arwa university,Queen Arwa University,Yemen
U001749,queen margaret university,Queen Margaret University,United Kingdom
U001750,queen margaret university edinburgh,"Queen Margaret University , Edinburgh",United Kingdom
U001751,queen mary university of london,Queen Mary University of London,United Kingdom
U001752,queen s university at kingston,Queen's University at Kingston,Canada
U001753,queen s university belfast,Queen's University Belfast,United Kingdom
U001754,queens university,Queen’s University,Canada
U001755,queens university belfast,Queen’s University Belfast,United Kingdom
U001756,queensland university of technology,Queensland University of Technology (QUT),Australia
U001757,r v college of engineering,R V College of Engineering,India
U001758,radboud university,Radboud University ,Netherlands
U001759,radboud university nijmegen,Radboud University Nijmegen,Netherlands
U001760,rajamangala university of technology isan,Rajamangala University of Technology Isan,Thailand
U001761,rajamangala university of technology lanna,Rajamangala University of Technology Lanna,Thailand
U001762,rajamangala university of technology thanyaburi,Rajamangala University of Technology Thanyaburi (RMUTT),Thailand
U001763,rajshahi university,Rajshahi University,Bangladesh
U001764,ravensbourne,Ravensbourne,United Kingdom
U001765,rawalpindi medical university,Rawalpindi Medical University,Pakistan
U001766,razi university,Razi University,Iran
U001767,rcsi university of medicine and health sciences,RCSI University of Medicine and Health Sciences,Ireland
U001768,recep tayyip erdogan university,Recep Tayyip Erdoğan University,Turkey
U001769,reichman university,Reichman University,Israel
U001770,renmin university of china,Renmin (People's) University of China,China (Mainland)
U001771,rennes school of business,Rennes School of Business,France
U001772,rensselaer polytechnic institute,Rensselaer Polytechnic Institute,United States
U001773,reshetnev siberian state university of science and technology,Reshetnev Siberian State University of Science and Technology,Russian Federation
U001774,reva university,REVA University,India
U001775,reykjavik university,Reykjavík University,Iceland
U001776,rheinische friedrich wilhelms universitat bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany
U001777,rhodes university,Rhodes University ,South Africa
U001778,rice university,Rice University,United States
U001779,riga stradins university,Riga Stradins University,Latvia
U001780,riga technical university,Riga Technical University,Latvia
U001781,rikkyo university,Rikkyo University,Japan
U001782,riphah international university,Riphah International University,Pakistan
U001783,ritsumeikan asia pacific university,Ritsumeikan Asia Pacific University,Japan
U001784,ritsumeikan university,Ritsumeikan University,Japan
U001785,rmit university,RMIT University,Australia
U001786,robert gordon university,Robert Gordon University,United Kingdom
U001787,rochester institute of technology,Rochester Institute of Technology (RIT),United States
U001788,rose bruford college,Rose Bruford College,United Kingdom
U001789,roskilde university,Roskilde University,Denmark
U001790,rostov state university of economics,Rostov State University of Economics,Russian Federation
U001791,rovira i virgili university,Rovira i Virgili University,Spain
U001792,rowan university,Rowan University,United States
U001793,royal academy of dramatic art,Royal Academy of Dramatic Art (RADA),United Kingdom
U001794,royal academy of music,Royal Academy of Music,United Kingdom
U001795,royal agricultural university,Royal Agricultural University,United Kingdom
U001796,royal central school of speech and drama university of london,"Royal Central School of Speech and Drama, University of London",United Kingdom
U001797,royal college of academics,Royal College of Academics,Luxembourg
U001798,royal college of art,Royal College of Art,United Kingdom
U001799,royal college of music,Royal College of Music,United Kingdom
U001800,royal conservatoire of scotland,Royal Conservatoire of Scotland,United Kingdom
U001801,royal holloway university of london,Royal Holloway University of London,United Kingdom
U001802,royal northern college of music,Royal Northern College of Music,United Kingdom
U001803,royal veterinary college,Royal Veterinary College,United Kingdom
U001804,rudn university,RUDN University,Russia
U001805,ruhr universitat bochum,Ruhr-Universität Bochum,Germany
U001806,ruhr university bochum,Ruhr University Bochum,Germany
U001807,ruprecht karls universitat heidelberg,Ruprecht-Karls-Universität Heidelberg,Germany
U001808,rush university,Rush University,United States
U001809,russian biotechnological university,Russian Biotechnological University (BIOTECH),Russian Federation
U001810,russian presidential academy of national economy and public administration,Russian Presidential Academy of National Economy and Public Administration,Russia
U001811,russian state agrarian university moscow timiryazev agricultural academy,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,Russia
U001812,russian state university for the humanities,Russian State University for the Humanities ,Russia
U001813,russian university of state for social,Russian University of State for Social (RUSS),Russian Federation
U001814,rutgers the state university of new jersey camden,"Rutgers, The State University of New Jersey, Camden",United States
U001815,rutgers university new brunswick,Rutgers University – New Brunswick,United States
U001816,rutgers universitynew brunswick,Rutgers University–New Brunswick,United States
U001817,rutgers universitynewark,Rutgers University–Newark,United States
U001818,rwth aachen university,RWTH Aachen University,Germany
U001819,ryazan state medical university,Ryazan State Medical University,Russian Federation
U001820,ryerson university,Ryerson University,Canada
U001821,ryukoku university,Ryukoku University,Japan
U001822,rzeszow university of technology,Rzeszów University of Technology,Poland
U001823,s d asfendiyarov kazakh national medical university,S.D. Asfendiyarov Kazakh National Medical University,Kazakhstan
U001824,s toraighyrov pavlodar state university,S. Toraighyrov Pavlodar State University,Kazakhstan
U001825,sabanc university,Sabancı University,Turkey
U001826,sabanci university,Sabanci University,Turkey
U001827,saga university,Saga University,Japan
U001828,sahand university of technology,Sahand University of Technology,Iran
U001829,saint joseph university of beirut,Saint Joseph University of Beirut (USJ) ,Lebanon
U001830,saint louis university,Saint Louis University,United States
U001831,saint petersburg electrotechnical university etu leti,Saint Petersburg Electrotechnical University ETU-LETI,Russia
U001832,saint petersburg mining university,Saint-Petersburg Mining University,Russia
U001833,saint petersburg state pediatric medical university,Saint Petersburg State Pediatric Medical University,Russian Federation
U001834,saint petersburg state university,Saint Petersburg State University,Russia
U001835,saint petersburg state university of architecture and civil engineering,Saint Petersburg State University of Architecture and Civil Engineering,Russian Federation
U001836,saint thomas university colombia,"Saint Thomas University, Colombia",Colombia
U001837,saints cyril and methodius university in skopje,Saints Cyril and Methodius University in Skopje,North Macedonia
U001838,saitama medical university,Saitama Medical University,Japan
U001839,saitama university,Saitama University,Japan
U001840,sakarya university,Sakarya University,Turkey
U001841,saken seifullin kazakh agrotechnical university,Saken Seifullin Kazakh Agrotechnical University,Kazakhstan
U001842,sakon nakhon rajabhat university,Sakon Nakhon Rajabhat University,Thailand
U001843,salahaddin university,Salahaddin University,Iraq
U001844,salahaddin universityerbil,Salahaddin University–Erbil,Iraq
U001845,salem university,Salem University,Nigeria
U001846,samara national research university,Samara National Research University (Samara University),Russia
U001847,samara state medical university,Samara State Medical University,Russian Federation
U001848,samara state technical university,Samara State Technical University,Russian Federation
U001849,samara state university of economics,Samara State University of Economics,Russian Federation
U001850,samarkand state institute of foreign languages,Samarkand State Institute of Foreign Languages,Uzbekistan
U001851,samarkand state medical university,Samarkand State Medical University,Uzbekistan
U001852,samarkand state university,Samarkand State University,Uzbekistan
U001853,samsun university,Samsun University,Turkey
U001854,samuel adegboyega university,Samuel Adegboyega University,Nigeria
U001855,san diego state university,San Diego State University,United States
U001856,san francisco state university,San Francisco State University,United States
U001857,san jose state university,San Jose State University,United States
U001858,san sebastian university,San Sebastián University,Chile
U001859,sant anna scuola universitaria superiore pisa,Sant'Anna - Scuola Universitaria Superiore Pisa,Italy
U001860,santanna school of advanced studies pisa,Sant’Anna School of Advanced Studies – Pisa,Italy
U001861,sapienza university of rome,Sapienza University of Rome,Italy
U001862,sapporo gakuin university,Sapporo Gakuin University,Japan
U001863,sapporo medical university,Sapporo Medical University,Japan
U001864,sarajevo school of science and technology,Sarajevo School of Science and Technology,Bosnia and Herzegovina
U001865,saratov state medical university,Saratov State Medical University,Russian Federation
U001866,sarsen amanzholov east kazakhstan university,Sarsen Amanzholov East Kazakhstan University,Kazakhstan
U001867,sasin school of management,Sasin School of Management,Thailand
U001868,sastra university,SASTRA University,India
U001869,satbayev university,Satbayev University,Kazakhstan
U001870,sathyabama institute of science and technology,Sathyabama Institute of Science and Technology (deemed to be university),India
U001871,satya wacana christian university,Satya Wacana Christian University,Indonesia
U001872,saudi electronic university,Saudi Electronic University,Saudi Arabia
U001873,saveetha institute of medical and technical sciences,Saveetha Institute of Medical and Technical Sciences,India
U001874,savitribai phule pune university,Savitribai Phule Pune University,India
U001875,sbs swiss business school,SBS Swiss Business School,Switzerland
U001876,school of higher commercial studies,School of Higher Commercial Studies (EHEC Algiers),Algeria
U001877,sciences po,Sciences Po ,France
U001878,scuola normale superiore,Scuola Normale Superiore,Italy
U001879,scuola normale superiore di pisa,Scuola Normale Superiore di Pisa,Italy
U001880,sdu university,SDU University,Kazakhstan
U001881,seattle university,Seattle University,United States
U001882,sebha university,Sebha University,Libya
U001883,sechenov university,Sechenov University,Russia
U001884,sefako makgatho health sciences university,Sefako Makgatho Health Sciences University,South Africa
U001885,seinan gakuin university,Seinan Gakuin University,Japan
U001886,seisa dohto university,Seisa Dohto University,Japan
U001887,sejong university,Sejong University ,South Korea
U001888,selcuk university,Selçuk University,Turkey
U001889,semmelweis university,Semmelweis University,Hungary
U001890,semnan university,Semnan University,Iran
U001891,semnan university of medical sciences and health services,Semnan University of Medical Sciences and Health Services,Iran
U001892,senshu university,Senshu University,Japan
U001893,seoul national university,Seoul National University,South Korea
U001894,seoul national university of science and technology,Seoul National University of Science and Technology,South Korea
U001895,setsunan university,Setsunan University,Japan
U001896,seyitnazar seydi turkmen state pedagogical institute,Seyitnazar Seydi Turkmen State Pedagogical Institute,Turkmenistan
U001897,sgh warsaw school of economics,SGH Warsaw School of Economics,Poland
U001898,shah abdul latif university khairpur,"Shah Abdul Latif University, Khairpur",Pakistan
U001899,shahed university,Shahed University,Iran
U001900,shaheed benazir bhutto women university peshawar,Shaheed Benazir Bhutto Women University Peshawar,Pakistan
U001901,shaheed mohtarma benazir bhutto medical university,Shaheed Mohtarma Benazir Bhutto Medical University,Pakistan
U001902,shaheed zulfiqar ali bhutto medical university,Shaheed Zulfiqar Ali Bhutto Medical University,Pakistan
U001903,shahid bahonar university of kerman,Shahid Bahonar University of Kerman,Iran
U001904,shahid beheshti university,Shahid Beheshti University (SBU),"Iran, Islamic Republic of"
U001905,shahid beheshti university of medical sciences,Shahid Beheshti University of Medical Sciences,Iran
U001906,shahid chamran university of ahvaz,​Shahid Chamran University of Ahvaz,Iran
U001907,shahid rajaee teacher training university,Shahid Rajaee Teacher Training University,Iran
U001908,shahid sadoughi university of medical sciences,Shahid Sadoughi University of Medical Sciences,Iran
U001909,shahjalal university of science and technology,Shahjalal University of Science and Technology,Bangladesh
U001910,shahrekord university,Shahrekord University,Iran
U001911,shahrekord university of medical sciences,Shahrekord University of Medical Sciences,Iran
U001912,shahrood university of technology,Shahrood University of Technology,Iran
U001913,shandong university,Shandong University,China (Mainland)
U001914,shanghai international studies university,Shanghai International Studies University,China (Mainland)
U001915,shanghai jiao tong university,Shanghai Jiao Tong University,China (Mainland)
U001916,shanghai maritime university,Shanghai Maritime University,China
U001917,shanghai normal university,Shanghai Normal University,China (Mainland)
U001918,shanghai university,Shanghai University,China (Mainland)
U001919,shanghai university of finance and economics,Shanghai University of Finance and Economics,China (Mainland)
U001920,shantou university,Shantou University,China
U001921,sharif university of technology,Sharif University of Technology,"Iran, Islamic Republic of"
U001922,sheffield hallam university,Sheffield Hallam University,United Kingdom
U001923,shenzhen university,Shenzhen University,China (Mainland)
U001924,shibaura institute of technology,Shibaura Institute of Technology,Japan
U001925,shiga university of medical science,Shiga University of Medical Science,Japan
U001926,shimane university,Shimane University,Japan
U001927,shinshu university,Shinshu University ,Japan
U001928,shiraz university,Shiraz University,"Iran, Islamic Republic of"
U001929,shiraz university of medical sciences,Shiraz University of Medical Sciences,Iran
U001930,shiraz university of technology,Shiraz University of Technology,Iran
U001931,shizuoka university,Shizuoka University,Japan
U001932,shonan institute of technology,Shonan Institute of Technology,Japan
U001933,shoolini university of biotechnology and management sciences,Shoolini University of Biotechnology and Management Sciences,India
U001934,showa university,Showa University,Japan
U001935,shri mata vaishno devi university,Shri Mata Vaishno Devi University,India
U001936,siberian federal university,Siberian Federal University,Russian Federation
U001937,siberian federal university sibfu,"Siberian Federal University, SibFU",Russia
U001938,siberian state industrial university,Siberian State Industrial University,Russian Federation
U001939,siberian state medical university,Siberian State Medical University,Russian Federation
U001940,sichuan university,Sichuan University,China (Mainland)
U001941,sichuan university of science and engineering,Sichuan University of Science and Engineering,China
U001942,sidi mohamed ben abdellah university,Sidi Mohamed Ben Abdellah University,Morocco
U001943,sikkim manipal university,Sikkim Manipal University,India
U001944,siksha o anusandhan,Siksha 'O' Anusandhan (Deemed to be University),India
U001945,silesian university in opava,Silesian University in Opava,Czech Republic
U001946,silesian university of technology,Silesian University of Technology,Poland
U001947,silpakorn university,Silpakorn University,Thailand
U001948,simad university,SIMAD University,Somalia
U001949,simon bolivar university,Simón Bolívar University,Venezuela
U001950,simon fraser university,Simon Fraser University,Canada
U001951,singapore management university,Singapore Management University,Singapore
U001952,singapore university of technology and design,Singapore University of Technology and Design,Singapore
U001953,sir syed university of engineering and technology,Sir Syed University of Engineering and Technology,Pakistan
U001954,sivas cumhuriyet university,Sivas Cumhuriyet University,Turkey
U001955,skolkovo institute of science and technology,Skolkovo Institute of Science and Technology (Skoltech),Russian Federation
U001956,slovak university of agriculture in nitra,Slovak University of Agriculture in Nitra,Slovakia
U001957,slovak university of technology in bratislava,Slovak University of Technology in Bratislava,Slovakia
U001958,smith college,Smith College,United States
U001959,soas university of london,SOAS University of London ,United Kingdom
U001960,sofia university,Sofia University,Bulgaria
U001961,sofia university st kliment ohridski,"Sofia University ""St. Kliment Ohridski""",Bulgaria
U001962,sogang university,Sogang University,South Korea
U001963,sohag university,Sohag University,Egypt
U001964,sohar university,Sohar University,Oman
U001965,soka university,Soka University,Japan
U001966,sokoto state university,Sokoto State University,Nigeria
U001967,solent university southampton,"Solent University, Southampton",United Kingdom
U001968,soochow university,Soochow University,China (Mainland)
U001969,soochow university china,"Soochow University, China",China
U001970,soochow university taiwan,"Soochow University, Taiwan",Taiwan
U001971,sookmyung women s university,Sookmyung Women's University ,South Korea
U001972,soonchunhyang university,Soonchunhyang University,South Korea
U001973,soongsil university,Soongsil University,South Korea
U001974,sophia university,Sophia University ,Japan
U001975,soran university,Soran University,Iraq
U001976,sorbonne university,Sorbonne University,France
U001977,south china normal university,South China Normal University,China
U001978,south china university of technology,South China University of Technology,China (Mainland)
U001979,south ural state university,South Ural State University (National Research University),Russia
U001980,south valley university,South Valley University,Egypt
U001981,southeast university,Southeast University,China (Mainland)
U001982,southern cross university,Southern Cross University ,Australia
U001983,southern federal university,Southern Federal University,Russia
U001984,southern illinois university carbondale,Southern Illinois University Carbondale,United States
U001985,southern medical university,Southern Medical University,China
U001986,southern methodist university,Southern Methodist University,United States
U001987,southern technical university,Southern Technical University,Iraq
U001988,southern university of science and technology,Southern University of Science and Technology,China (Mainland)
U001989,southwest jiaotong university,Southwest Jiaotong University,China
U001990,southwest petroleum university,Southwest Petroleum University,China
U001991,southwest state university,Southwest State University,Russian Federation
U001992,southwest university,Southwest University,China (Mainland)
U001993,southwestern university of finance and economics,Southwestern University of Finance and Economics,China
U001994,sr university,SR University,India
U001995,sri balaji vidyapeeth,Sri Balaji Vidyapeeth,India
U001996,sri lanka institute of information technology,Sri Lanka Institute of Information Technology,Sri Lanka
U001997,sri padmavati mahila visvavidyalayam,Sri Padmavati Mahila Visvavidyalayam (Women's University),India
U001998,sri venkateswara university,Sri Venkateswara University,India
U001999,srinakharinwirot university,Srinakharinwirot University,Thailand
U002000,srm institute of science and technology,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,India
U002001,sruc,SRUC (Scotland’s Rural College),United Kingdom
U002002,st francis xavier university,St Francis Xavier University,Canada
U002003,st george s university of london,"St George's, University of London",United Kingdom
U002004,st georges university of london,"St George’s, University of London",United Kingdom
U002005,st louis university,St. Louis University,United States
U002006,st lukes international university,St Luke’s International University,Japan
U002007,st marianna university school of medicine,St Marianna University School of Medicine,Japan
U002008,st marys university college belfast,"St Mary’s University College, Belfast",United Kingdom
U002009,st marys university twickenham,"St Mary’s University, Twickenham",United Kingdom
U002010,st petersburg electrotechnical university,St Petersburg Electrotechnical University (LETI),Russian Federation
U002011,staffordshire university,Staffordshire University,United Kingdom
U002012,stamford university bangladesh,Stamford University Bangladesh,Bangladesh
U002013,stanford university,Stanford University,United States
U002014,state energy institute of turkmenistan,State Energy Institute of Turkmenistan,Turkmenistan
U002015,state university of bahia,State University of Bahia,Brazil
U002016,state university of land use planning,State University of Land Use Planning,Russian Federation
U002017,state university of malang,State University of Malang,Indonesia
U002018,state university of ponta grossa,State University of Ponta Grossa,Brazil
U002019,state university of santa cruz,State University of Santa Cruz,Brazil
U002020,stavropol state agrarian university,Stavropol State Agrarian University,Russian Federation
U002021,stefan cel mare university of suceava,Stefan cel Mare University of Suceava,Romania
U002022,stellenbosch university,Stellenbosch University,South Africa
U002023,stevens institute of technology,Stevens Institute of Technology,United States
U002024,stockholm school of economics,Stockholm School of Economics,Sweden
U002025,stockholm university,Stockholm University,Sweden
U002026,stony brook university,Stony Brook University,United States
U002027,stony brook university state university of new york,"Stony Brook University, State University of New York",United States
U002028,stranmillis university college,Stranmillis University College,United Kingdom
U002029,sudan university of science and technology,Sudan University of Science and Technology,Sudan
U002030,suez canal university,Suez Canal University,Egypt
U002031,suez university,Suez University,Egypt
U002032,sugiyama jogakuen university,Sugiyama Jogakuen University,Japan
U002033,sukkur iba university,Sukkur IBA University,Pakistan
U002034,sulaimani polytechnic university,Sulaimani Polytechnic University,Iraq
U002035,suleyman demirel university,Suleyman Demirel University,Turkey
U002036,suleyman demirel university kazakhstan,"Suleyman Demirel University, Kazakhstan",Kazakhstan
U002037,sultan qaboos university,Sultan Qaboos University,Oman
U002038,sumy state university,Sumy State University,Ukraine
U002039,sun yat sen university,Sun Yat-sen University,China (Mainland)
U002040,sungkyunkwan university,Sungkyunkwan University(SKKU),South Korea
U002041,sungshin women s university,Sungshin Women's University,South Korea
U002042,sunway university,Sunway University,Malaysia
U002043,suny binghamton university,SUNY Binghamton University,United States
U002044,suny university at albany,SUNY University at Albany,United States
U002045,suranaree university of technology,Suranaree University of Technology ,Thailand
U002046,suratthani rajabhat university,Suratthani Rajabhat University,Thailand
U002047,swansea university,Swansea University,United Kingdom
U002048,swarthmore college,Swarthmore College,United States
U002049,swedish university of agricultural sciences,Swedish University of Agricultural Sciences,Sweden
U002050,swinburne university of technology,Swinburne University of Technology,Australia
U002051,swps university,SWPS University,Poland
U002052,swps university of social sciences and humanities,SWPS University of Social Sciences and Humanities,Poland
U002053,symbiosis international university,Symbiosis International University,India
U002054,syracuse university,Syracuse University,United States
U002055,szechenyi istvan university,Széchenyi István University,Hungary
U002056,szent istvan university,Szent Istvan University,Hungary
U002057,t c demiroglu bilim university,T. C. Demiroğlu Bilim University,Turkey
U002058,tabriz university of medical sciences,Tabriz University of Medical Sciences,Iran
U002059,tafila technical university,Tafila Technical University,Jordan
U002060,taibah university,Taibah University,Saudi Arabia
U002061,taif university,Taif University,Saudi Arabia
U002062,taipei medical university,Taipei Medical University (TMU),Taiwan
U002063,takushoku university,Takushoku University,Japan
U002064,tallinn university,Tallinn University ,Estonia
U002065,tallinn university of technology,Tallinn University of Technology (TalTech),Estonia
U002066,tama art university,Tama Art University,Japan
U002067,tamil nadu agricultural university,Tamil Nadu Agricultural University,India
U002068,tamkang university,Tamkang University,Taiwan
U002069,tampere university,Tampere University,Finland
U002070,tampere university of technology,Tampere University of Technology ,Finland
U002071,tanta university,Tanta University ,Egypt
U002072,taras shevchenko national university of kyiv,Taras Shevchenko National University of Kyiv,Ukraine
U002073,tarbiat modares university,Tarbiat Modares University,Iran
U002074,tarlac agricultural university,Tarlac Agricultural University,Philippines
U002075,tarsus university,Tarsus University,Turkey
U002076,tashkent institute of chemical technology,Tashkent Institute of Chemical Technology,Uzbekistan
U002077,tashkent institute of finance,Tashkent Institute of Finance,Uzbekistan
U002078,tashkent institute of irrigation and agricultural mechanisation,Tashkent Institute of Irrigation and Agricultural Mechanisation,Uzbekistan
U002079,tashkent institute of textile and light industry,Tashkent Institute of Textile and Light Industry,Uzbekistan
U002080,tashkent medical academy,Tashkent Medical Academy,Uzbekistan
U002081,tashkent pediatric medical institute,Tashkent Pediatric Medical Institute,Uzbekistan
U002082,tashkent pharmaceutical institute,Tashkent Pharmaceutical Institute,Uzbekistan
U002083,tashkent state agrarian university,Tashkent State Agrarian University,Uzbekistan
U002084,tashkent state dental institute,Tashkent State Dental Institute,Uzbekistan
U002085,tashkent state pedagogical university named after nizami,Tashkent State Pedagogical University named after Nizami,Uzbekistan
U002086,tashkent state technical university,Tashkent State Technical University,Uzbekistan
U002087,tashkent state transport university,Tashkent State Transport University,Uzbekistan
U002088,tashkent state university of economics,Tashkent State University of Economics,Uzbekistan
U002089,tashkent state university of law,Tashkent State University of Law,Uzbekistan
U002090,tashkent state university of oriental studies,Tashkent State University of Oriental Studies,Uzbekistan
U002091,tashkent university of information technologies,Tashkent University of Information Technologies,Uzbekistan
U002092,tata institute of fundamental research,Tata Institute of Fundamental Research,India
U002093,tatung university,Tatung University,Taiwan
U002094,taylor s university,Taylor's University,Malaysia
U002095,teacher education college of setif,Teacher Education College of Setif,Algeria
U002096,technical university of berlin,Technical University of Berlin,Germany
U002097,technical university of cartagena,Technical University of Cartagena,Spain
U002098,technical university of cluj napoca,Technical University of Cluj-Napoca,Romania
U002099,technical university of crete,Technical University of Crete,Greece
U002100,technical university of darmstadt,Technical University of Darmstadt,Germany
U002101,technical university of denmark,Technical University of Denmark,Denmark
U002102,technical university of kosice,Technical University of Kosice,Slovakia
U002103,technical university of liberec,Technical University of Liberec,Czech Republic
U002104,technical university of loja,Technical University of Loja,Ecuador
U002105,technical university of lublin,Technical University of Lublin,Poland
U002106,technical university of madrid,Technical University of Madrid,Spain
U002107,technical university of moldova,Technical University of Moldova,Moldova
U002108,technical university of munich,Technical University of Munich,Germany
U002109,technical university of sofia,Technical University of Sofia,Bulgaria
U002110,technion israel institute of technology,Technion - Israel Institute of Technology,Israel
U002111,technische universitat bergakademie freiberg,Technische Universität Bergakademie Freiberg,Germany
U002112,technische universitat berlin,Technische Universität Berlin (TU Berlin),Germany
U002113,technische universitat braunschweig,Technische Universität Braunschweig,Germany
U002114,technische universitat dresden,Technische Universität Dresden,Germany
U002115,technische universitat hamburg harburg,Technische Universität Hamburg-Harburg,Germany
U002116,technische universitat kaiserslautern,Technische Universität Kaiserslautern,Germany
U002117,technische universitat wien,Technische Universität Wien,Austria
U002118,technological university dublin,Technological University Dublin,Ireland
U002119,technological university of pereira,Technological University of Pereira,Colombia
U002120,tecmilenio university,Tecmilenio University,Mexico
U002121,tecnologico de costa rica,Tecnológico de Costa Rica,Costa Rica
U002122,tecnologico de costa rica tec,Tecnológico de Costa Rica -TEC,Costa Rica
U002123,tecnologico de monterrey,Tecnológico de Monterrey,Mexico
U002124,teerthanker mahaveer university,Teerthanker Mahaveer University,India
U002125,teesside university,Teesside University,United Kingdom
U002126,tehran university of medical sciences,Tehran University of Medical Sciences,Iran
U002127,teikyo heisei university,Teikyo Heisei University,Japan
U002128,teikyo university,Teikyo University,Japan
U002129,tel aviv university,Tel Aviv University,Israel
U002130,telecom paris,TELECOM Paris,France
U002131,telecom sudparis,Télécom SudParis,France
U002132,telkom university,Telkom University,Indonesia
U002133,temple university,Temple University,United States
U002134,temuco catholic university,Temuco Catholic University,Chile
U002135,tenri university,Tenri University,Japan
U002136,termez institute of engineering and technology,Termez Institute of Engineering and Technology,Uzbekistan
U002137,termez state university,Termez State University,Uzbekistan
U002138,termiz institute of agrotechnology and innovative development,Termiz Institute of Agrotechnology and Innovative Development,Uzbekistan
U002139,texas a and m university,Texas A&M University,United States
U002140,texas a and m university commerce,Texas A&M University-Commerce,United States
U002141,texas state university,Texas State University,United States
U002142,texas tech university,Texas Tech University,United States
U002143,tezpur university,Tezpur University,India
U002144,thammasat university,Thammasat University,Thailand
U002145,thapar institute of engineering and technology,Thapar Institute of Engineering & Technology,India
U002146,the american university in cairo,The American University in Cairo,Egypt
U002147,the australian national university,The Australian National University,Australia
U002148,the british university in dubai,The British University in Dubai,United Arab Emirates
U002149,the british university in egypt,The British University in Egypt,Egypt
U002150,the catholic university of america,The Catholic University of America,United States
U002151,the catholic university of korea,The Catholic University of Korea ,South Korea
U002152,the chinese university of hong kong,The Chinese University of Hong Kong (CUHK),Hong Kong SAR
U002153,the gheorghe asachi technical university of iasi,"The ""Gheorghe Asachi"" Technical University of Iasi",Romania
U002154,the government sadiq college women university bahawalpur,The Government Sadiq College Women University Bahawalpur,Pakistan
U002155,the graduate university for advanced studies sokendai,"The Graduate University for Advanced Studies, SOKENDAI",Japan
U002156,the hashemite university,The Hashemite University,Jordan
U002157,the hebrew university of jerusalem,The Hebrew University of Jerusalem,Israel
U002158,the herzen state pedagogical university of russia,The Herzen State Pedagogical University of Russia,Russia
U002159,the hong kong polytechnic university,The Hong Kong Polytechnic University,Hong Kong SAR
U002160,the hong kong university of science and technology,The Hong Kong University of Science and Technology,Hong Kong SAR
U002161,the icfai university jharkhand,"The ICFAI University, Jharkhand",India
U002162,the islamia university of bahawalpur,The Islamia University of Bahawalpur,Pakistan
U002163,the islamic university,The Islamic University,Iraq
U002164,the jikei university school of medicine,The Jikei University School of Medicine,Japan
U002165,the john paul ii catholic university of lublin,The John Paul II Catholic University of Lublin,Poland
U002166,the josip juraj strossmayer university of osijek,The Josip Juraj Strossmayer University of Osijek,Croatia
U002167,the lnm institute of information technology,The LNM Institute of Information Technology,India
U002168,the london school of economics and political science,The London School of Economics and Political Science (LSE),United Kingdom
U002169,the national research university belgorod state university,"The National Research University ""Belgorod State University""",Russia
U002170,the national university of ostroh academy,The National University of Ostroh Academy,Ukraine
U002171,the national university of science and technology misis,The National University of Science and Technology MISIS,Russia
U002172,the new school,The New School,United States
U002173,the ohio state university,The Ohio State University,United States
U002174,the open university,The Open University,United Kingdom
U002175,the rockefeller university,The Rockefeller University,United States
U002176,the university of adelaide,The University of Adelaide,Australia
U002177,the university of agriculture peshawar,"The University of Agriculture, Peshawar",Pakistan
U002178,the university of aizu,The University of Aizu,Japan
U002179,the university of alabama,The University of Alabama,United States
U002180,the university of arizona,The University of Arizona,United States
U002181,the university of auckland,The University of Auckland,New Zealand
U002182,the university of chicago,The University of Chicago,United States
U002183,the university of danang,The University of Danang,Vietnam
U002184,the university of edinburgh,The University of Edinburgh,United Kingdom
U002185,the university of electro communications,The University of Electro-Communications,Japan
U002186,the university of exeter,The University of Exeter,United Kingdom
U002187,the university of georgia,The University of Georgia,United States
U002188,the university of hong kong,The University of Hong Kong,Hong Kong SAR
U002189,the university of jordan,The University of Jordan,Jordan
U002190,the university of lahore,The University of Lahore,Pakistan
U002191,the university of manchester,The University of Manchester,United Kingdom
U002192,the university of melbourne,The University of Melbourne,Australia
U002193,the university of new south wales,The University of New South Wales (UNSW Sydney),Australia
U002194,the university of newcastle australia,"The University of Newcastle, Australia (UON)",Australia
U002195,the university of northampton,The University of Northampton,United Kingdom
U002196,the university of notre dame australia,"The University of Notre Dame, Australia",Australia
U002197,the university of queensland,The University of Queensland,Australia
U002198,the university of sheffield,The University of Sheffield,United Kingdom
U002199,the university of shiga prefecture,The University of Shiga Prefecture,Japan
U002200,the university of sydney,The University of Sydney,Australia
U002201,the university of tennessee knoxville,"The University of Tennessee, Knoxville",United States
U002202,the university of texas at arlington,The University of Texas at Arlington,United States
U002203,the university of texas at san antonio,The University of Texas at San Antonio,United States
U002204,the university of the west indies,The University of the West Indies,Jamaica
U002205,the university of tokyo,The University of Tokyo,Japan
U002206,the university of tulsa,The University of Tulsa,United States
U002207,the university of warwick,The University of Warwick,United Kingdom
U002208,the university of western australia,The University of Western Australia,Australia
U002209,the women university multan,The Women University Multan,Pakistan
U002210,the world islamic sciences and education university,The World Islamic Sciences and Education University (WISE),Jordan
U002211,thiagarajar college of engineering,Thiagarajar College of Engineering,India
U002212,thomas adewumi university,Thomas Adewumi University,Nigeria
U002213,tianjin university,Tianjin University,China (Mainland)
U002214,tikrit university,Tikrit University,Iraq
