university_id,university_name,country,alias,normalized_alias
U000259,Belarusian State University of Informatics and Radioelectronics,Belarus,Belarusian State University of Informatics and Radioelectronics,belarusian state university of informatics and radioelectronics
U000260,Belgorod State National Research University,Russian Federation,Belgorod State National Research University,belgorod state national research university
U000261,Bells University of Technology,Nigeria,Bells University of Technology,bells university of technology
U000262,Ben-Gurion University of The Negev,Israel,Ben Gurion University of The Negev,ben gurion university of the negev
U000262,Ben-Gurion University of The Negev,Israel,Ben-Gurion University of The Negev,bengurion university of the negev
U000263,Benemérita Universidad Autónoma de Puebla,Mexico,Benemérita Universidad Autónoma de Puebla,benemrita universidad autnoma de puebla
U000264,Benha University,Egypt,Benha University,benha university
U000265,Beni-Suef University,Egypt,Beni Suef University,beni suef university
U000265,Beni-Suef University,Egypt,Beni-Suef University,benisuef university
U000266,Benson Idahosa University,Nigeria,Benson Idahosa University,benson idahosa university
U000267,Bernardo O’Higgins University,Chile,Bernardo O’Higgins University,bernardo ohiggins university
U000268,Beykent University,Turkey,Beykent University,beykent university
U000269,Bezmiâlem Vakif University,Turkey,Bezmiâlem Vakif University,bezmilem vakif university
U000270,Bharath Institute of Higher Education and Research,India,Bharath Institute of Higher Education and Research,bharath institute of higher education and research
U000271,Bharathiar University,India,Bharathiar University,bharathiar university
U000272,Bharati Vidyapeeth University,India,Bharati Vidyapeeth University,bharati vidyapeeth university
U000273,BI Norwegian Business School,Norway,BI Norwegian Business School,bi norwegian business school
U000274,Bialystok University of Technology,Poland,Bialystok University of Technology,bialystok university of technology
U000275,Bielefeld University,Germany,Bielefeld University,bielefeld university
U000276,Bilad Alrafidain University College,Iraq,Bilad Alrafidain University College,bilad alrafidain university college
U000277,Bilecik Şeyh Edebali University,Turkey,Bilecik Şeyh Edebali University,bilecik eyh edebali university
U000278,Bilkent University,Turkey,Bilkent University,bilkent university
U000279,Bina Nusantara University (BINUS),Indonesia,Bina Nusantara University,bina nusantara university
U000279,Bina Nusantara University (BINUS),Indonesia,Bina Nusantara University (BINUS),bina nusantara university binus
U000280,Binghamton University SUNY,United States,Binghamton University SUNY,binghamton university suny
U000281,BINUS University,Indonesia,BINUS University,binus university
U000282,"Birkbeck, University of London",United Kingdom,Birkbeck University of London,birkbeck university of london
U000282,"Birkbeck, University of London",United Kingdom,"Birkbeck, University of London",birkbeck university of london
U000283,"Birla Institute of Technology and Science, Pilani",India,Birla Institute of Technology and Science Pilani,birla institute of technology and science pilani
U000283,"Birla Institute of Technology and Science, Pilani",India,"Birla Institute of Technology and Science, Pilani",birla institute of technology and science pilani
U000284,Birmingham City University ,United Kingdom,Birmingham City University,birmingham city university
U000285,Birmingham Newman University,United Kingdom,Birmingham Newman University,birmingham newman university
U000286,Biruni University,Turkey,Biruni University,biruni university
U000287,Birzeit university,"Palestinian Territory, Occupied",Birzeit university,birzeit university
U000288,Bishop Grosseteste University,United Kingdom,Bishop Grosseteste University,bishop grosseteste university
U000289,Blida 1 University,Algeria,Blida 1 University,blida 1 university
U000290,Bocconi University,Italy,Bocconi University,bocconi university
U000291,Bogaziçi Üniversitesi,Turkey,Bogaziçi Üniversitesi,bogazii niversitesi
U000292,Boğaziçi University,Turkey,Boğaziçi University,boazii university
U000293,Bogor Agricultural University,Indonesia,Bogor Agricultural University,bogor agricultural university
U000294,Bohdan Khmelnytsky National University of Cherkasy,Ukraine,Bohdan Khmelnytsky National University of Cherkasy,bohdan khmelnytsky national university of cherkasy
U000295,Bolu Abant Izzet Baysal University,Turkey,Bolu Abant Izzet Baysal University,bolu abant izzet baysal university
U000296,Bond University,Australia,Bond University,bond university
U000297,Boston College,United States,Boston College,boston college
U000298,Boston University,United States,Boston University,boston university
U000299,Botswana International University of Science and Technology (BIUST),Botswana,Botswana International University of Science and Technology,botswana international university of science and technology
U000299,Botswana International University of Science and Technology (BIUST),Botswana,Botswana International University of Science and Technology (BIUST),botswana international university of science and technology biust
U000300,Bournemouth University,United Kingdom,Bournemouth University,bournemouth university
U000301,Bowen University,Nigeria,Bowen University,bowen university
U000302,Bowling Green State University,United States,Bowling Green State University,bowling green state university
U000303,Bozok University,Turkey,Bozok University,bozok university
U000304,BRAC University,Bangladesh,BRAC University,brac university
U000305,Brandeis University,United States,Brandeis University,brandeis university
U000306,Brigham Young University,United States,Brigham Young University,brigham young university
U000307,Brighton and Sussex Medical School,United Kingdom,Brighton and Sussex Medical School,brighton and sussex medical school
U000308,British University in Egypt,Egypt,British University in Egypt,british university in egypt
U000309,Brno University of Technology,Czech Republic,Brno University of Technology,brno university of technology
U000310,Brock University,Canada,Brock University,brock university
U000311,Brown University,United States,Brown University,brown university
U000312,Brunel University London,United Kingdom,Brunel University London,brunel university london
U000313,Bu-Ali Sina University,Iran,Bu Ali Sina University,bu ali sina university
U000313,Bu-Ali Sina University,Iran,Bu-Ali Sina University,buali sina university
U000314,Bucharest University of Economic Studies,Romania,Bucharest University of Economic Studies,bucharest university of economic studies
U000315,Buckinghamshire New University,United Kingdom,Buckinghamshire New University,buckinghamshire new university
U000316,Budapest University of Technology and Economics,Hungary,Budapest University of Technology and Economics,budapest university of technology and economics
U000317,Bukhara Engineering Technological Institute,Uzbekistan,Bukhara Engineering Technological Institute,bukhara engineering technological institute
U000318,Bukhara State Medical Institute,Uzbekistan,Bukhara State Medical Institute,bukhara state medical institute
U000319,Bukhara State University,Uzbekistan,Bukhara State University,bukhara state university
U000320,Bukkyo University,Japan,Bukkyo University,bukkyo university
U000321,Burapha University,Thailand,Burapha University,burapha university
U000322,Buriram Rajabhat University,Thailand,Buriram Rajabhat University,buriram rajabhat university
U000323,Bursa Technical University,Turkey,Bursa Technical University,bursa technical university
U000324,Bursa Uludağ University,Turkey,Bursa Uludağ University,bursa uluda university
U000325,C.V. Raman Global University,India,C.V. Raman Global University,cv raman global university
U000326,Ca' Foscari University of Venice ,Italy,Ca' Foscari University of Venice,ca foscari university of venice
U000327,Çağ University,Turkey,Çağ University,a university
U000328,Cairo University,Egypt,Cairo University,cairo university
U000329,California Institute of Technology (Caltech),United States,California Institute of Technology,california institute of technology
U000329,California Institute of Technology (Caltech),United States,California Institute of Technology (Caltech),california institute of technology caltech
U000330,California Polytechnic State University,United States,California Polytechnic State University,california polytechnic state university
U000331,California State University Long Beach,United States,California State University Long Beach,california state university long beach
U000332,California State University - Los Angeles,United States,California State University - Los Angeles,california state university los angeles
U000332,California State University - Los Angeles,United States,California State University Los Angeles,california state university los angeles
U000333,Campus Bio-Medico University of Rome,Italy,Campus Bio Medico University of Rome,campus bio medico university of rome
U000333,Campus Bio-Medico University of Rome,Italy,Campus Bio-Medico University of Rome,campus biomedico university of rome
U000334,Canadian International College (CIC) – Cairo,Egypt,Canadian International College (CIC) – Cairo,canadian international college cic cairo
