university_id,university_name,world_rank,national_rank,overall_score,year,country,region,city,academic_reputation_score,employer_reputation_score,citations_score,university_type,publications_count,subject_field,citations_count,citations_per_faculty,research_output_score,h_index,research_productivity_index,total_students,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
102808,Stanford Royal University,1162,89,59.8,2022,United States,North America,Stanford,64.5,67.1,63.3,Public,52501,Social Sciences,1050020,141.3,62.3,135,2.61,10883,1921,17.65,2896,3.76,58:42:00,58,42,Both,9676,1207,509.5,95,6,74.5,74.7,74.9,22.74
102809,Oxford Metropolitan University,1080,66,59.1,2022,United Kingdom,Europe,Oxford,63.6,54.8,57.4,Private,43848,Natural Sciences,833112,137.86,55.4,408,8.11,65781,15261,23.2,3705,17.75,38:62,38,62,Both,38841,26940,509.6,103,11,74.5,74.7,73.2,23.83
102810,Oxford National University,1217,94,60.9,2022,United Kingdom,Europe,Oxford,56.8,57.1,64.2,Private,64722,Medicine,2265270,352.46,59.7,347,3.53,56630,3373,5.96,5329,10.63,52:48:00,52,48,Postgraduate,38854,17776,509.6,103,11,74.5,74.7,73.2,23.83
102811,Berlin Technical University,1996,160,61.4,2022,Germany,Europe,Berlin,57.3,60.9,60.5,Private,86569,Business,2683639,1065.36,57.7,289,2.61,22700,5109,22.51,1041,21.81,40:60,40,60,Both,16305,6395,463.6,105,10,77,76.9,77,22.93
102812,Melbourne State University,400,111,57.7,2022,Australia,Oceania,Melbourne,52.7,59.6,56.8,Private,110919,Engineering,3327570,1011.42,55.1,284,4.49,52066,1895,3.64,385,135.24,44:56:00,44,56,Undergraduate,37285,14781,516.7,87,1,74.1,74.2,73.6,24.22
102813,Manchester State University,525.5,136,57.6,2022,United Kingdom,Europe,Manchester,53.6,58.1,48.7,Private,50690,Business,1013800,306.28,61.2,425,5.58,61688,25834,41.88,3977,15.51,52:48:00,52,48,Undergraduate,34401,27287,509.6,103,11,74.5,74.7,73.2,23.83
102814,Lyon State University,525.5,135,60.5,2022,France,Europe,Lyon,63.6,56.7,59.3,Private,52994,Business,476946,74.29,58.6,376,1.83,16010,5478,34.22,816,19.62,59:41:00,59,41,Postgraduate,11844,4166,488.3,111,5,75.6,75.7,75.8,22.57
102815,Munich Metropolitan University,505.5,136,57.6,2022,Germany,Europe,Munich,61.6,58.5,52.3,Private,73290,Social Sciences,3298050,1674.14,57.1,274,5.45,41654,12040,28.9,3678,11.33,51:49:00,51,49,Postgraduate,29745,11909,463.6,105,10,77,76.9,77,22.93
102816,Delhi Royal University,565.5,135,60.2,2022,India,Asia,Delhi,61.1,68,58.9,Private,20749,Social Sciences,311235,85.98,65.1,191,8.39,46941,20714,44.13,2791,16.82,51:49:00,51,49,Postgraduate,33637,13304,506.7,101,20,74.4,74.6,74.3,24.61
102817,Bengaluru State University,625.5,141,60.8,2022,India,Asia,Bengaluru,57.1,52.9,53.8,Public,117908,Social Sciences,1296988,371.1,61.3,244,5.13,69517,10637,15.3,5509,12.62,50:50:00,50,50,Both,57013,12504,506.7,101,20,74.4,74.6,74.3,24.61
102818,Mumbai Technical University,675.5,140,61,2022,India,Asia,Mumbai,56.1,64.3,60.1,Private,54159,Engineering,920703,263.13,68,396,1.14,48919,15496,31.68,5656,8.65,54:46:00,54,46,Undergraduate,29777,19142,506.7,101,20,74.4,74.6,74.3,24.61
102819,Boston Royal University,666,136,59.9,2022,United States,North America,Boston,57.4,63.7,58.6,Private,92857,Computer Science,2135711,565.9,62.7,431,2.54,67393,1613,2.39,971,69.41,59:41:00,59,41,Undergraduate,50341,17052,509.5,95,6,74.5,74.7,74.9,22.74
102820,Manchester State University,605.5,128,59,2022,United Kingdom,Europe,Manchester,60.6,61,61.3,Private,113603,Computer Science,2499266,501.26,59.9,418,4.1,19675,4623,23.5,428,45.97,54:46:00,54,46,Postgraduate,15723,3952,509.6,103,11,74.5,74.7,73.2,23.83
102821,Tokyo International University,725.5,138,59.3,2022,Japan,Asia,Tokyo,60.2,65.2,57.8,Public,118779,Computer Science,3800928,526.96,55.4,88,7.45,34388,4592,13.35,1378,24.96,56:44:00,56,44,Both,23549,10839,471.4,112,3,76.5,76,76.1,22.69
102822,Toronto Royal University,715.5,100,57.1,2022,Canada,North America,Toronto,59.9,61.2,61.7,Public,55750,Business,501750,89.41,61.4,430,2.06,23731,1137,4.79,4054,5.85,56:44:00,56,44,Undergraduate,15089,8642,488.6,93,2,75.5,75.7,75.4,20.36
102823,Heidelberg Royal University,439,7,58.3,2022,Germany,Europe,Heidelberg,54.1,62.8,65.8,Private,22678,Business,521594,76.36,58.7,254,4.99,33795,2523,7.47,3151,10.73,35:65,35,65,Both,29953,3842,463.6,105,10,77,76.9,77,22.93
102824,New York National University,380,8,57.2,2022,United States,North America,New York,55.3,55.5,53.1,Public,31810,Social Sciences,254480,40.69,51.4,426,7.3,19520,5545,28.41,4891,3.99,42:58:00,42,58,Undergraduate,16470,3050,509.5,95,6,74.5,74.7,74.9,22.74
102825,Delhi Metropolitan University,391,8,59.4,2022,India,Asia,Delhi,59.7,54.9,57.1,Public,45713,Social Sciences,502843,199.38,64.6,425,0.92,8751,1637,18.71,4115,2.13,64:36:00,64,36,Undergraduate,7610,1141,506.7,101,20,74.4,74.6,74.3,24.61
102826,Tokyo State University,422,8,59.4,2022,Japan,Asia,Tokyo,59.3,56.4,52.2,Private,56080,Social Sciences,2187120,1108.53,55.4,99,8.35,40352,17956,44.5,3902,10.34,50:50:00,50,50,Undergraduate,24299,16053,471.4,112,3,76.5,76,76.1,22.69
102827,Brisbane International University,429,8,57.1,2022,Australia,Oceania,Brisbane,61.1,49.3,62.2,Private,82412,Computer Science,1730652,1245.07,55.6,389,4.54,62923,28066,44.6,1933,32.55,58:42:00,58,42,Both,45583,17340,516.7,87,1,74.1,74.2,73.6,24.22
102828,Singapore International University,439,8,58.2,2022,Singapore,Asia,Singapore,56.4,56.4,65.8,Public,83432,Medicine,3504144,6246.25,56.4,412,8.32,7512,3322,44.22,1893,3.97,47:53:00,47,53,Both,4443,3069,545.6,106,26,72.7,72.6,72.9,22.87
102829,Cambridge Metropolitan University,490,8,56.6,2022,United States,North America,Cambridge,57.8,61.3,61.5,Public,24229,Medicine,799557,293.63,61.8,153,4.1,32372,7514,23.21,3175,10.2,60:40:00,60,40,Both,19276,13096,509.5,95,6,74.5,74.7,74.9,22.74
102830,Brisbane Technical University,471,8,57.2,2022,Australia,Oceania,Brisbane,60.2,65.1,50.2,Public,44643,Natural Sciences,1875006,352.58,51.6,377,6.16,45274,16162,35.7,2834,15.98,48:52:00,48,52,Both,40612,4662,516.7,87,1,74.1,74.2,73.6,24.22
102831,Sydney Royal University,436,8,59.1,2022,Australia,Oceania,Sydney,63.7,58.9,65.7,Public,82173,Natural Sciences,2218671,1630.18,61.8,332,1.51,55143,7473,13.55,5966,9.24,57:43:00,57,43,Undergraduate,37204,17939,516.7,87,1,74.1,74.2,73.6,24.22
102832,Stanford International University,421,7,56.6,2022,United States,North America,Stanford,58.1,61,58.1,Public,92607,Medicine,3796887,676.81,50,162,5.86,42610,17985,42.21,671,63.5,52:48:00,52,48,Undergraduate,30569,12041,509.5,95,6,74.5,74.7,74.9,22.74
102833,Bengaluru Royal University,410,9,59.4,2022,India,Asia,Bengaluru,55.1,52.4,51.7,Public,21839,Business,327585,76.86,65.3,353,5.8,58863,17574,29.86,4562,12.9,56:44:00,56,44,Both,47165,11698,506.7,101,20,74.4,74.6,74.3,24.61
102834,Toronto State University,699,9,60,2022,Canada,North America,Toronto,60.3,64.9,55.7,Private,42845,Arts & Humanities,1413885,1333.85,54.3,370,6.34,67796,10435,15.39,2773,24.45,54:46:00,54,46,Undergraduate,54537,13259,488.6,93,2,75.5,75.7,75.4,20.36
102835,Heidelberg Royal University,720,12,57.7,2022,Germany,Europe,Heidelberg,54.6,65.7,52.9,Public,114054,Social Sciences,1368648,223.23,60,357,7.55,19315,1263,6.54,2177,8.87,39:61,39,61,Postgraduate,11263,8052,463.6,105,10,77,76.9,77,22.93
102836,Oxford National University,710,11,56.7,2022,United Kingdom,Europe,Oxford,52.3,63.8,57,Public,116910,Engineering,3507300,3250.51,55.6,229,8.47,63068,1907,3.02,5549,11.37,61:39:00,61,39,Postgraduate,44064,19004,509.6,103,11,74.5,74.7,73.2,23.83
102837,Montreal State University,832,12,59.3,2022,Canada,North America,Montreal,63.3,61.3,50.8,Public,112712,Arts & Humanities,3944920,975.74,63.6,225,6.99,44145,15637,35.42,1629,27.1,56:44:00,56,44,Undergraduate,28448,15697,488.6,93,2,75.5,75.7,75.4,20.36
102838,Sydney Technical University,20,14,58.4,2022,Australia,Oceania,Sydney,61.1,54,55.8,Private,74357,Social Sciences,1412783,205.23,65,360,4.77,37906,16063,42.38,1215,31.2,47:53:00,47,53,Postgraduate,28689,9217,516.7,87,1,74.1,74.2,73.6,24.22
102839,Paris International University,24,14,57.7,2022,France,Europe,Paris,53,51.9,57.1,Private,76783,Computer Science,2764188,808.24,62.5,117,2.02,26217,4613,17.6,3726,7.04,41:59:00,41,59,Undergraduate,18302,7915,488.3,111,5,75.6,75.7,75.8,22.57
102840,Lyon International University,21,13,58.5,2022,France,Europe,Lyon,55.3,58.5,54.7,Private,44267,Natural Sciences,1726413,467.48,59.9,379,4.77,64731,16417,25.36,2860,22.63,37:63,37,63,Both,37973,26758,488.3,111,5,75.6,75.7,75.8,22.57
102841,Lyon National University,26,14,57.2,2022,France,Europe,Lyon,54.9,51,66.3,Private,99011,Social Sciences,4356484,838.11,59.8,333,5.77,9929,2168,21.84,5455,1.82,43:57:00,43,57,Both,6601,3328,488.3,111,5,75.6,75.7,75.8,22.57
102842,Munich Metropolitan University,25,14,56.3,2022,Germany,Europe,Munich,60.3,63,51.4,Private,5782,Natural Sciences,161896,21.7,61.8,265,1.58,44186,7292,16.5,1727,25.59,39:61,39,61,Both,39676,4510,463.6,105,10,77,76.9,77,22.93
102843,Nanjing State University,42,18,58.5,2022,China,Asia,Nanjing,54.4,56.9,50,Public,108325,Natural Sciences,2599800,500.83,59.4,407,6.17,23215,5705,24.57,5564,4.17,40:60,40,60,Undergraduate,14117,9098,511.8,87,9,74.3,74,73.4,22.42
102844,Hyderabad Technical University,52,20,59,2022,India,Asia,Hyderabad,54.1,53.3,60.3,Private,87569,Business,1401104,1993.04,63.4,289,5.68,20240,6456,31.9,2421,8.36,36:64,36,64,Undergraduate,16597,3643,506.7,101,20,74.4,74.6,74.3,24.61
102845,Mumbai Technical University,50,18,56.2,2022,India,Asia,Mumbai,58.6,54.7,57.2,Public,24598,Business,762538,258.05,49.9,332,6.66,21538,8880,41.23,4641,4.64,58:42:00,58,42,Both,17532,4006,506.7,101,20,74.4,74.6,74.3,24.61
102846,Singapore State University,57,19,58.7,2022,Singapore,Asia,Singapore,61.3,55.5,66.3,Private,107935,Computer Science,1942830,321.02,58.5,389,8.31,55231,8729,15.8,1850,29.85,50:50:00,50,50,Postgraduate,40905,14326,545.6,106,26,72.7,72.6,72.9,22.87
102847,Berkeley Metropolitan University,61,19,59,2022,United States,North America,Berkeley,63.3,61.2,53.2,Private,58049,Computer Science,1567323,380.97,52.6,392,7.68,22270,9059,40.68,4848,4.59,62:38:00,62,38,Both,19324,2946,509.5,95,6,74.5,74.7,74.9,22.74
102848,Berlin Technical University,62,18,56.2,2022,Germany,Europe,Berlin,59.6,56.6,58.9,Public,64887,Computer Science,843531,114.66,63.1,98,4.89,14373,4518,31.43,1280,11.23,53:47:00,53,47,Postgraduate,9252,5121,463.6,105,10,77,76.9,77,22.93
102849,Sydney Technical University,1556,56,58.7,2022,Australia,Oceania,Sydney,56,58.9,65.7,Public,46718,Arts & Humanities,1167950,222.04,52.1,358,3.78,46521,17251,37.08,1072,43.4,41:59:00,41,59,Undergraduate,33784,12737,516.7,87,1,74.1,74.2,73.6,24.22
102850,Singapore Royal University,1504,52,57.3,2022,Singapore,Asia,Singapore,59,61.2,67.2,Public,118411,Business,2723453,797.03,55.6,206,4.65,48981,5501,11.23,4479,10.94,40:60,40,60,Both,30041,18940,545.6,106,26,72.7,72.6,72.9,22.87
102851,Munich Metropolitan University,1786,80,59.1,2022,Germany,Europe,Munich,58.6,58.1,61.8,Public,29820,Social Sciences,1043700,212.31,53.3,107,6.26,21989,6976,31.72,2195,10.02,47:53:00,47,53,Undergraduate,17231,4758,463.6,105,10,77,76.9,77,22.93
102852,Paris Royal University,1933,93,58,2022,France,Europe,Paris,58.3,60.4,56.3,Public,60519,Social Sciences,1210380,895.91,60.2,213,6.34,59791,21039,35.19,5664,10.56,53:47:00,53,47,Postgraduate,51155,8636,488.3,111,5,75.6,75.7,75.8,22.57
102853,Delhi State University,2004,84,56.1,2022,India,Asia,Delhi,53.2,53.3,61.7,Public,23810,Engineering,333340,55.88,58.9,409,4.87,42314,13510,31.93,872,48.53,39:61,39,61,Undergraduate,27870,14444,506.7,101,20,74.4,74.6,74.3,24.61
102854,Sydney Metropolitan University,1500,17,56.9,2022,Australia,Oceania,Sydney,56.6,56.7,50.7,Private,8258,Medicine,115612,29.58,59.7,362,2.95,28687,6906,24.07,1891,15.17,40:60,40,60,Both,22635,6052,516.7,87,1,74.1,74.2,73.6,24.22
102855,Shanghai Royal University,1610,22,58.6,2022,China,Asia,Shanghai,58.8,63,62.3,Private,14642,Social Sciences,527112,84.19,58.2,404,7.27,33616,2181,6.49,1520,22.12,53:47:00,53,47,Postgraduate,20674,12942,511.8,87,9,74.3,74,73.4,22.42
102856,Singapore State University,1744,26,57.8,2022,Singapore,Asia,Singapore,56.8,60.6,61.1,Private,52330,Business,1883880,252.94,60,402,0.54,5844,457,7.82,5499,1.06,51:49:00,51,49,Both,4686,1158,545.6,106,26,72.7,72.6,72.9,22.87
102857,Nanjing Technical University,1723,27,56.9,2022,China,Asia,Nanjing,52.8,53.3,65.6,Private,112834,Business,1241174,247.99,63.8,423,4.3,28505,11529,40.45,1566,18.2,63:37:00,63,37,Undergraduate,15966,12539,511.8,87,9,74.3,74,73.4,22.42
102858,Hyderabad National University,1700,22,57.6,2022,India,Asia,Hyderabad,55,51.3,65.7,Private,95962,Medicine,2686936,466,57.9,274,0.98,31352,12246,39.06,593,52.87,63:37:00,63,37,Undergraduate,27627,3725,506.7,101,20,74.4,74.6,74.3,24.61
102859,Manchester Metropolitan University,1774,20,56.7,2022,United Kingdom,Europe,Manchester,56.6,61.9,63.7,Private,11208,Natural Sciences,448320,85.62,63.4,85,6.16,9398,3317,35.29,1961,4.79,57:43:00,57,43,Postgraduate,7369,2029,509.6,103,11,74.5,74.7,73.2,23.83
102860,Hyderabad National University,438,5,56.3,2022,India,Asia,Hyderabad,60.2,62.6,60.7,Private,49687,Social Sciences,1838419,1005.7,55.8,361,4.44,41186,3733,9.06,5683,7.25,58:42:00,58,42,Undergraduate,29920,11266,506.7,101,20,74.4,74.6,74.3,24.61
102861,Montreal Technical University,449,6,58.1,2022,Canada,North America,Montreal,59,56.6,59.2,Private,62586,Engineering,2378268,1952.6,63.4,288,7.55,23248,1240,5.33,4551,5.11,38:62,38,62,Postgraduate,14924,8324,488.6,93,2,75.5,75.7,75.4,20.36
102862,Sydney State University,592,7,58.5,2022,Australia,Oceania,Sydney,60.1,60.2,60.5,Private,68929,Business,551432,79.59,64.7,117,2.2,24485,8008,32.71,1536,15.94,58:42:00,58,42,Undergraduate,20552,3933,516.7,87,1,74.1,74.2,73.6,24.22
102863,Singapore Technical University,1060,13,55.8,2022,Singapore,Asia,Singapore,57.1,59.4,49.3,Private,41543,Computer Science,540059,184.19,52.1,358,2.39,67535,14547,21.54,5822,11.6,45:55:00,45,55,Undergraduate,56497,11038,545.6,106,26,72.7,72.6,72.9,22.87
102864,Cambridge International University,1451,15,58.7,2022,United States,North America,Cambridge,62.1,65.4,55.7,Public,12861,Medicine,540162,89.39,59.6,364,7.64,17059,7237,42.42,4298,3.97,36:64,36,64,Both,10820,6239,509.5,95,6,74.5,74.7,74.9,22.74
102865,Shanghai Technical University,1599,16,56.5,2022,China,Asia,Shanghai,61.5,60.1,57.9,Public,41755,Business,375795,76.83,50.7,146,4.47,69714,16660,23.9,2545,27.39,57:43:00,57,43,Postgraduate,51054,18660,511.8,87,9,74.3,74,73.4,22.42
102866,Cambridge Metropolitan University,70,10,55.7,2022,United States,North America,Cambridge,54.5,53.4,52,Public,111434,Arts & Humanities,3565888,1633.48,52.2,141,8.33,67033,22628,33.76,884,75.83,54:46:00,54,46,Postgraduate,41580,25453,509.5,95,6,74.5,74.7,74.9,22.74
102867,Manchester National University,74,16,57.9,2022,United Kingdom,Europe,Manchester,62.8,56.2,52.2,Private,23373,Medicine,607698,347.26,58.6,132,3.92,62981,9066,14.39,2999,21,42:58:00,42,58,Postgraduate,52340,10641,509.6,103,11,74.5,74.7,73.2,23.83
102868,Singapore State University,78,16,57.1,2022,Singapore,Asia,Singapore,57.9,61,60.3,Public,13772,Medicine,358072,46.03,63.7,155,8.47,45101,5552,12.31,1929,23.38,65:35:00,65,35,Both,32433,12668,545.6,106,26,72.7,72.6,72.9,22.87
102869,Tokyo National University,74,16,56.2,2022,Japan,Asia,Tokyo,54.5,63.1,54.1,Public,14404,Social Sciences,187252,56.13,62.8,94,2.4,28867,6111,21.17,4826,5.98,38:62,38,62,Both,23974,4893,471.4,112,3,76.5,76,76.1,22.69
102870,Singapore Royal University,78,17,57.1,2022,Singapore,Asia,Singapore,53.9,56,47.9,Public,106152,Business,2653800,407.84,60.1,189,4.82,65102,848,1.3,3782,17.21,42:58:00,42,58,Both,52227,12875,545.6,106,26,72.7,72.6,72.9,22.87
102871,Lyon Royal University,86,17,55.1,2022,France,Europe,Lyon,58.9,56.3,61.3,Public,27943,Medicine,223544,36.43,57.4,394,7.58,33314,5464,16.4,1048,31.79,48:52:00,48,52,Postgraduate,24660,8654,488.3,111,5,75.6,75.7,75.8,22.57
102872,Melbourne Metropolitan University,82,18,57.9,2022,Australia,Oceania,Melbourne,57.8,50.8,51.6,Public,8895,Engineering,266850,83.84,64.1,266,0.61,63082,3608,5.72,4752,13.27,49:51:00,49,51,Both,55508,7574,516.7,87,1,74.1,74.2,73.6,24.22
102873,Nanjing International University,92,19,56.9,2022,China,Asia,Nanjing,54.5,51.7,62.4,Public,24823,Computer Science,322699,168.34,59.4,181,6.86,14243,2761,19.38,4521,3.15,56:44:00,56,44,Both,11005,3238,511.8,87,9,74.3,74,73.4,22.42
102874,Osaka Metropolitan University,78,17,57.9,2022,Japan,Asia,Osaka,61.1,60.6,57.5,Public,87848,Arts & Humanities,2108352,716.64,57.8,415,7.45,5783,2528,43.71,5484,1.05,58:42:00,58,42,Undergraduate,4220,1563,471.4,112,3,76.5,76,76.1,22.69
102875,Chennai Technical University,89,19,56.2,2022,India,Asia,Chennai,54.2,51.5,64.7,Public,40043,Social Sciences,800860,123.72,52.6,427,6.71,38576,9787,25.37,2094,18.42,49:51:00,49,51,Undergraduate,21748,16828,506.7,101,20,74.4,74.6,74.3,24.61
102876,Tokyo Technical University,94,18,54.3,2022,Japan,Asia,Tokyo,49.5,47.3,49.2,Private,96575,Arts & Humanities,2993825,2306.49,59.9,137,3.66,57400,23875,41.59,5708,10.06,59:41:00,59,41,Postgraduate,41184,16216,471.4,112,3,76.5,76,76.1,22.69
102877,Sydney State University,469,1,56.8,2022,Australia,Oceania,Sydney,53.1,55.7,64.1,Public,24127,Social Sciences,868572,118.25,53.1,145,3.71,45433,20001,44.02,1369,33.19,65:35:00,65,35,Both,38908,6525,516.7,87,1,74.1,74.2,73.6,24.22
102878,Singapore National University,832,1,54.1,2022,Singapore,Asia,Singapore,51,49.9,56.7,Private,94122,Medicine,2258928,3815.76,55.2,374,3.8,32393,7715,23.82,4867,6.66,53:47:00,53,47,Both,28235,4158,545.6,106,26,72.7,72.6,72.9,22.87
102879,Stanford State University,514,1,57.2,2022,United States,North America,Stanford,55.1,52,50.5,Public,29789,Social Sciences,1251138,432.17,60.5,191,1.52,55502,8008,14.43,2186,25.39,59:41:00,59,41,Undergraduate,31250,24252,509.5,95,6,74.5,74.7,74.9,22.74
102880,Paris Royal University,495,1,56.3,2022,France,Europe,Paris,60,56.2,50,Public,24255,Engineering,218295,32.07,55.7,158,0.9,59949,22821,38.07,1710,35.06,45:55:00,45,55,Both,40466,19483,488.3,111,5,75.6,75.7,75.8,22.57
102881,Munich Metropolitan University,482,1,55.1,2022,Germany,Europe,Munich,52.4,60.7,45.2,Public,31880,Arts & Humanities,956400,172.48,54,329,3.81,5938,193,3.25,5106,1.16,65:35:00,65,35,Both,4284,1654,463.6,105,10,77,76.9,77,22.93
102882,Heidelberg Metropolitan University,1285,30,54.8,2022,Germany,Europe,Heidelberg,55.6,51.2,62.3,Private,32277,Engineering,1258803,362.87,58.7,395,8.06,9103,3307,36.33,2833,3.21,42:58:00,42,58,Undergraduate,5229,3874,463.6,105,10,77,76.9,77,22.93
102883,Beijing Royal University,1162,26,56.7,2022,China,Asia,Beijing,56.4,57,58.5,Private,118352,Business,2248688,460.04,62.1,86,6.84,50742,20620,40.64,4666,10.87,59:41:00,59,41,Both,41701,9041,511.8,87,9,74.3,74,73.4,22.42
102884,Cambridge International University,903,13,55.4,2022,United States,North America,Cambridge,59.7,61.6,59.4,Public,94943,Computer Science,1234259,163.39,61.1,260,5.04,31561,4337,13.74,4726,6.68,64:36:00,64,36,Undergraduate,22627,8934,509.5,95,6,74.5,74.7,74.9,22.74
102885,Hyderabad Metropolitan University,1210,25,54.4,2022,India,Asia,Hyderabad,51.7,60,56.8,Private,3150,Social Sciences,50400,7.74,58.6,290,5.1,50495,1531,3.03,3786,13.34,52:48:00,52,48,Postgraduate,28999,21496,506.7,101,20,74.4,74.6,74.3,24.61
102886,Montreal International University,1337,42,55.3,2022,Canada,North America,Montreal,54,55.2,54.4,Private,109519,Business,2409418,737.28,57.6,123,8.31,13657,3829,28.04,2598,5.26,65:35:00,65,35,Both,10803,2854,488.6,93,2,75.5,75.7,75.4,20.36
102887,Berlin National University,1290,22,54.5,2022,Germany,Europe,Berlin,51.8,47.4,58.7,Public,39613,Social Sciences,1029938,224.73,57.8,81,3.88,50620,16083,31.77,2817,17.97,35:65,35,65,Undergraduate,38625,11995,463.6,105,10,77,76.9,77,22.93
102888,Singapore National University,1595,28,55.3,2022,Singapore,Asia,Singapore,53.3,48.2,60.6,Public,103778,Engineering,2075560,1230.33,61.6,424,6.53,31011,9276,29.91,5390,5.75,60:40:00,60,40,Both,23862,7149,545.6,106,26,72.7,72.6,72.9,22.87
102889,Shanghai National University,1691,36,54.3,2022,China,Asia,Shanghai,59.2,49.1,47.2,Private,55892,Arts & Humanities,614812,154.59,58,122,2.5,41455,5987,14.44,1281,32.36,50:50:00,50,50,Undergraduate,33129,8326,511.8,87,9,74.3,74,73.4,22.42
102890,Lyon Technical University,1743,30,55.2,2022,France,Europe,Lyon,54.8,58.6,56.9,Private,91766,Engineering,3945938,1051.13,51.4,365,4.28,47045,17397,36.98,3163,14.87,45:55:00,45,55,Undergraduate,35585,11460,488.3,111,5,75.6,75.7,75.8,22.57
102891,Edinburgh Royal University,1928,28,53.5,2022,United Kingdom,Europe,Edinburgh,52.9,49,56.1,Public,111905,Computer Science,4140485,1566.59,59.8,158,6.17,55302,14560,26.33,2034,27.19,40:60,40,60,Postgraduate,46564,8738,509.6,103,11,74.5,74.7,73.2,23.83
102892,Stanford Royal University,1982,26,57.2,2022,United States,North America,Stanford,59.3,56.9,59.8,Public,78971,Medicine,2211188,350.09,58.8,172,6.43,23262,1509,6.49,5549,4.19,42:58:00,42,58,Postgraduate,20296,2966,509.5,95,6,74.5,74.7,74.9,22.74
102893,London State University,,,56.6,2022,United Kingdom,Europe,London,56.8,54.1,63.7,Public,103817,Engineering,3010693,461.2,60.5,140,2.51,25050,3618,14.44,4738,5.29,64:36:00,64,36,Both,15077,9973,509.6,103,11,74.5,74.7,73.2,23.83
102894,Berkeley National University,,,54.1,2022,United States,North America,Berkeley,56,47.3,55.9,Public,100555,Business,1608880,252.1,60.9,176,2.76,23571,2545,10.8,4536,5.2,42:58:00,42,58,Undergraduate,15872,7699,509.5,95,6,74.5,74.7,74.9,22.74
102895,Singapore International University,1001,15,54.2,2022,Singapore,Asia,Singapore,59.2,47.9,61.9,Private,86293,Natural Sciences,862930,356.44,58.1,147,3,16939,1907,11.26,2614,6.48,37:63,37,63,Both,15182,1757,545.6,106,26,72.7,72.6,72.9,22.87
102896,Cambridge International University,1100.5,18,54.4,2022,United States,North America,Cambridge,57.9,52.6,56.8,Public,14397,Computer Science,259146,38.88,54,141,4.35,60081,1295,2.16,4912,12.23,56:44:00,56,44,Postgraduate,44358,15723,509.5,95,6,74.5,74.7,74.9,22.74
102897,Oxford Metropolitan University,1223,27,53.6,2022,United Kingdom,Europe,Oxford,58.5,58.7,58.1,Private,47222,Social Sciences,1558326,251.59,58.5,268,3.76,32705,9149,27.97,4747,6.89,65:35:00,65,35,Both,22550,10155,509.6,103,11,74.5,74.7,73.2,23.83
102898,Tokyo Metropolitan University,1100.5,21,54,2022,Japan,Asia,Tokyo,59,58.1,57.2,Public,65938,Social Sciences,1780326,326.49,49.4,402,6.93,39641,15454,38.98,925,42.86,60:40:00,60,40,Postgraduate,32415,7226,471.4,112,3,76.5,76,76.1,22.69
102899,Vancouver Technical University,1100.5,22,54.8,2022,Canada,North America,Vancouver,57.7,51.9,54.4,Public,117320,Engineering,4810120,690.61,60.8,372,6.46,42143,690,1.64,2586,16.3,62:38:00,62,38,Undergraduate,31713,10430,488.6,93,2,75.5,75.7,75.4,20.36
102900,Bengaluru Royal University,264,20,53.6,2022,India,Asia,Bengaluru,53.3,52.7,59.3,Public,35735,Medicine,929110,124.91,46.7,187,6.58,51003,10545,20.68,4241,12.03,49:51:00,49,51,Undergraduate,35650,15353,506.7,101,20,74.4,74.6,74.3,24.61
102901,Melbourne Technical University,330,22,53.1,2022,Australia,Oceania,Melbourne,53.7,58.9,49.8,Public,60092,Social Sciences,1622484,606.54,50.3,118,2.45,54937,17320,31.53,4771,11.51,61:39:00,61,39,Undergraduate,32711,22226,516.7,87,1,74.1,74.2,73.6,24.22
102902,Boston National University,305,18,54.8,2022,United States,North America,Boston,55.8,55.8,50.5,Private,101671,Engineering,2135091,437.88,57.5,107,0.58,19137,1813,9.47,321,59.62,45:55:00,45,55,Postgraduate,16842,2295,509.5,95,6,74.5,74.7,74.9,22.74
102903,Manchester Metropolitan University,312,17,54.8,2022,United Kingdom,Europe,Manchester,57.6,62.7,49.3,Public,21167,Engineering,296338,306.77,56.2,107,0.87,12051,1004,8.33,2584,4.66,54:46:00,54,46,Both,9669,2382,509.6,103,11,74.5,74.7,73.2,23.83
102904,Lyon Technical University,291,16,55.3,2022,France,Europe,Lyon,58.6,50.8,53,Public,35694,Natural Sciences,1177902,216.88,48.4,295,5.57,5915,2561,43.3,3800,1.56,36:64,36,64,Both,3710,2205,488.3,111,5,75.6,75.7,75.8,22.57
102905,Melbourne State University,757,33,54,2022,Australia,Oceania,Melbourne,55.8,61.7,53.3,Private,6867,Computer Science,199143,36.11,48.9,406,3.04,47643,2168,4.55,4753,10.02,62:38:00,62,38,Undergraduate,41446,6197,516.7,87,1,74.1,74.2,73.6,24.22
102906,Singapore Metropolitan University,581,29,53.2,2022,Singapore,Asia,Singapore,56.7,53.4,48.3,Private,67882,Business,1425522,262.09,53.1,80,7.83,30678,11571,37.72,3782,8.11,41:59:00,41,59,Both,18269,12409,545.6,106,26,72.7,72.6,72.9,22.87
