university_id,university_name,world_rank,national_rank,year,country,region,city,overall_score,academic_reputation_score,employer_reputation_score,citations_score,university_type,publications_count,subject_field,citations_count,citations_per_faculty,research_output_score,h_index,research_productivity_index,total_students,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
103159,Shanghai International University,566,61,2023,China,Asia,Shanghai,59.25,91.2,88.7,96.7,Public,108433,Natural Sciences,3144557,531.98,85,159,2.5,56480,1046,1.85,5286,26.63,58,42,Postgraduate,43950,12530,450.5,88,4,77.4,77.9,76.8,21.9
103160,Vancouver International University,718,59,2023,Canada,North America,Vancouver,48.65,90.3,83.9,93.9,Public,115000,Engineering,2530000,359.43,88,85,7.81,59188,7705,13.02,440,29.25,38,62,Both,48780,10408,526.7,95,9,73.5,73.2,73.4,22.61
103161,Chennai Metropolitan University,65,58,2023,India,Asia,Chennai,94.38,91.6,92.8,92,Public,38153,Natural Sciences,1526120,1002.05,97.5,430,2.42,42500,2876,6.77,1798,28.16,40,60,Undergraduate,36695,5805,513.4,115,37,74.3,74.8,73.9,22.14
103162,Melbourne Royal University,291,3,2023,Australia,Oceania,Melbourne,79.66,90.2,96.3,100,Public,108309,Medicine,3465888,519.86,94.3,234,1.6,9333,673,7.21,414,9.75,48,52,Undergraduate,6580,2753,477.7,106,8,76.2,76.2,76.8,22.83
103163,Beijing Royal University,853,4,2023,China,Asia,Beijing,40.3,87.8,93.1,86.4,Private,58100,Engineering,1394400,207.35,93.9,285,2.33,42808,18379,42.93,5046,26.65,39,61,Undergraduate,25655,17153,450.5,88,4,77.4,77.9,76.8,21.9
103164,Nanjing Technical University,483,4,2023,China,Asia,Nanjing,66.2,86.7,98.3,100,Public,16366,Business,572810,229.86,85.6,388,6.23,64352,27578,42.85,3933,14.74,64,36,Both,43438,20914,450.5,88,4,77.4,77.9,76.8,21.9
103165,Berkeley National University,980,4,2023,United States,North America,Berkeley,31.41,93.4,96.9,89.3,Public,68014,Engineering,1020210,149.07,99.9,308,5.41,54452,17655,32.42,4952,8.72,36,64,Undergraduate,33790,20662,437.3,95,5,78.2,77.9,77.9,21.61
103166,Cambridge Royal University,270,27,2023,United Kingdom,Europe,Cambridge,80.65,95.9,85.9,82.9,Public,78759,Business,2047734,725.89,93.7,316,1.06,9284,1742,18.76,2386,7.37,38,62,Undergraduate,5305,3979,494.8,98,29,75.3,75.3,75.2,21.69
103167,Beijing Technical University,107,42,2023,China,Asia,Beijing,91.76,89.9,89.4,87.8,Private,79174,Business,2533568,570.62,96.6,174,3.09,39658,4076,10.28,1359,9.52,50,50,Undergraduate,33000,6658,450.5,88,4,77.4,77.9,76.8,21.9
103168,Singapore National University,895,47,2023,Singapore,Asia,Singapore,36.5,92.6,89.2,90.7,Private,88699,Business,3814057,539.39,91.5,199,1.09,37796,11699,30.95,3343,25.49,39,61,Postgraduate,29552,8244,529.2,103,20,73.6,73,72.9,22.75
103169,Munich National University,854,57,2023,Germany,Europe,Munich,39.17,97.2,93.8,84.1,Private,48896,Social Sciences,1026816,358.65,85.5,406,8.33,25753,2418,9.39,2790,22.02,39,61,Both,17990,7763,530.3,113,11,73.6,73.4,72.8,24.37
103170,Paris National University,731,56,2023,France,Europe,Paris,47.8,91.8,98.6,89.7,Private,3546,Natural Sciences,85104,59.26,95.4,333,5.22,51466,21104,41.01,3773,9.49,43,57,Postgraduate,40382,11084,508.9,95,2,74.6,74.4,75,22.7
103171,London International University,663,51,2023,United Kingdom,Europe,London,52.66,96.1,85.3,93.2,Private,3609,Computer Science,137142,29.44,89.7,90,4.53,54167,8258,15.25,3137,18.17,47,53,Undergraduate,30051,24116,494.8,98,29,75.3,75.3,75.2,21.69
103172,Brisbane Royal University,4,10,2023,Australia,Oceania,Brisbane,99.61,89.7,87.9,91,Public,32551,Natural Sciences,651020,96.23,92.8,208,4.39,46055,15348,33.33,4822,16.28,37,63,Postgraduate,27438,18617,477.7,106,8,76.2,76.2,76.8,22.83
103173,Beijing International University,225,11,2023,China,Asia,Beijing,84.12,92.1,96,91.9,Public,60677,Medicine,2123695,550.32,90,126,1.68,18715,4789,25.59,3616,21.44,55,45,Both,15658,3057,450.5,88,4,77.4,77.9,76.8,21.9
103174,Delhi National University,817,12,2023,India,Asia,Delhi,42.66,90,91.4,94.4,Public,85385,Arts & Humanities,1963855,514.37,86.4,198,8.26,64047,1981,3.09,876,22.05,49,51,Both,53984,10063,513.4,115,37,74.3,74.8,73.9,22.14
103175,Sydney Metropolitan University,751,13,2023,Australia,Oceania,Sydney,47.26,93.8,96.9,86.3,Public,36307,Computer Science,1016596,700.13,85.8,436,1.12,8645,3430,39.68,3445,15.8,46,54,Both,5031,3614,477.7,106,8,76.2,76.2,76.8,22.83
103176,Nanjing Metropolitan University,409,13,2023,China,Asia,Nanjing,71.2,94.7,94.3,94.8,Public,112899,Business,1241889,386.28,87.6,97,6.28,24831,9009,36.28,4763,16.55,39,61,Both,21373,3458,450.5,88,4,77.4,77.9,76.8,21.9
103177,Nanjing Technical University,40,13,2023,China,Asia,Nanjing,97.03,93.8,98,100,Private,63024,Business,756288,156.61,93.1,150,5.26,10294,3874,37.63,4672,24.65,35,65,Postgraduate,8899,1395,450.5,88,4,77.4,77.9,76.8,21.9
103178,Tokyo Metropolitan University,907,13,2023,Japan,Asia,Tokyo,36.34,94.1,97,87.6,Private,10972,Social Sciences,186524,92.71,82.4,295,2.12,34202,6503,19.01,5240,19.37,38,62,Postgraduate,21680,12522,525.3,92,1,73.6,73.9,72.9,23.37
103179,Cambridge State University,630,13,2023,United Kingdom,Europe,Cambridge,55.73,88.1,85.9,81.9,Public,34090,Medicine,340900,267.37,91.8,374,2.5,30945,7606,24.58,2204,29.58,47,53,Undergraduate,19107,11838,494.8,98,29,75.3,75.3,75.2,21.69
103180,Berkeley International University,277,16,2023,United States,North America,Berkeley,80.38,92.1,84.1,91.6,Private,40662,Engineering,1463832,412.7,86.5,326,3.99,10753,3865,35.94,1193,7.74,65,35,Both,6741,4012,437.3,95,5,78.2,77.9,77.9,21.61
103181,Bengaluru Technical University,850,16,2023,India,Asia,Bengaluru,40.27,85.6,96.8,82.6,Private,24421,Medicine,659367,548.1,91,356,6.13,40276,6640,16.49,2260,20.31,42,58,Postgraduate,25128,15148,513.4,115,37,74.3,74.8,73.9,22.14
103182,Shanghai State University,684,14,2023,China,Asia,Shanghai,51.93,93,95.5,97.3,Public,60149,Natural Sciences,2105215,1603.36,91.1,313,8.11,6807,188,2.76,1015,11.48,61,39,Postgraduate,4154,2653,450.5,88,4,77.4,77.9,76.8,21.9
103183,Hyderabad Metropolitan University,513,2,2023,India,Asia,Hyderabad,64.14,91.7,83.2,90,Public,58710,Social Sciences,2524530,1004.19,87.8,97,3.45,49403,10670,21.6,5562,14.54,47,53,Postgraduate,40762,8641,513.4,115,37,74.3,74.8,73.9,22.14
103184,Cambridge Metropolitan University,625,3,2023,United States,North America,Cambridge,56.28,95.6,85.7,92.6,Public,25406,Arts & Humanities,990834,312.47,85.6,300,6.12,64340,21878,34,3683,18.78,40,60,Undergraduate,38820,25520,437.3,95,5,78.2,77.9,77.9,21.61
103185,Melbourne Metropolitan University,15,3,2023,Australia,Oceania,Melbourne,98.98,88.5,98.7,92.3,Public,14231,Medicine,583471,213.57,88,300,6.19,15256,6391,41.89,662,8.63,43,57,Postgraduate,12967,2289,477.7,106,8,76.2,76.2,76.8,22.83
103186,Cambridge Royal University,619,4,2023,United Kingdom,Europe,Cambridge,56.68,87.9,94.3,82.7,Private,115508,Arts & Humanities,2079144,350.02,93.3,357,0.79,23020,3562,15.47,4631,8.46,64,36,Undergraduate,15427,7593,494.8,98,29,75.3,75.3,75.2,21.69
103187,London International University,35,4,2023,United Kingdom,Europe,London,97.56,95.9,87,85,Private,51271,Social Sciences,615252,685.9,90.6,150,6.83,35659,10849,30.42,4863,16.39,62,38,Postgraduate,28536,7123,494.8,98,29,75.3,75.3,75.2,21.69
103188,Berkeley Royal University,796,4,2023,United States,North America,Berkeley,44.29,94.2,89.2,99.3,Public,92774,Business,1206062,942.97,93,249,0.58,56028,12169,21.72,4486,9.93,61,39,Both,47957,8071,437.3,95,5,78.2,77.9,77.9,21.61
103189,Heidelberg International University,460,4,2023,Germany,Europe,Heidelberg,67.81,94.1,89.2,90.2,Public,35511,Natural Sciences,1242885,241.38,93.7,200,8.19,24905,3157,12.68,1761,22.39,59,41,Undergraduate,14845,10060,530.3,113,11,73.6,73.4,72.8,24.37
103190,Sydney State University,515,4,2023,Australia,Oceania,Sydney,63.96,90.2,81.9,80.2,Public,37835,Natural Sciences,1135050,498.92,86.9,220,3.65,65952,6111,9.27,1686,23.47,50,50,Undergraduate,58488,7464,477.7,106,8,76.2,76.2,76.8,22.83
103191,Vancouver National University,141,4,2023,Canada,North America,Vancouver,90.14,92.2,95.2,87.6,Private,109974,Arts & Humanities,4288986,1177.97,97.6,154,5.6,58624,4979,8.49,3056,26.63,56,44,Both,39785,18839,526.7,95,9,73.5,73.2,73.4,22.61
103192,Nanjing Metropolitan University,771,2,2023,China,Asia,Nanjing,46.08,93.9,92.2,98.9,Public,90957,Engineering,4002108,1569.45,96.5,201,7.99,5202,2124,40.83,5875,27.76,60,40,Postgraduate,4348,854,450.5,88,4,77.4,77.9,76.8,21.9
103193,Edinburgh State University,374,7,2023,United Kingdom,Europe,Edinburgh,73.77,94.4,87.8,96.6,Private,52686,Engineering,1369836,260.62,88.8,284,7.56,30127,11052,36.68,5739,25.92,65,35,Undergraduate,20091,10036,494.8,98,29,75.3,75.3,75.2,21.69
103194,Brisbane National University,32,13,2023,Australia,Oceania,Brisbane,97.59,91.3,88.1,83.3,Private,94618,Social Sciences,3879338,527.8,86.4,326,6.94,55324,21565,38.98,2833,5.46,54,46,Postgraduate,36207,19117,477.7,106,8,76.2,76.2,76.8,22.83
103195,Berkeley Technical University,565,18,2023,United States,North America,Berkeley,60.18,87.3,86.6,88.6,Private,37580,Social Sciences,563700,171.18,91.7,168,1.63,52880,19591,37.05,2997,21.22,37,63,Both,42785,10095,437.3,95,5,78.2,77.9,77.9,21.61
103196,Hyderabad National University,351,19,2023,India,Asia,Hyderabad,75.14,94,89.6,92.7,Public,17399,Natural Sciences,539369,125.14,87.5,95,0.98,52865,16579,31.36,5803,10.35,48,52,Both,46418,6447,513.4,115,37,74.3,74.8,73.9,22.14
103197,Paris Royal University,397,18,2023,France,Europe,Paris,71.94,92.2,89.4,97.5,Private,60938,Computer Science,2437520,834.48,88.8,167,1.81,56759,2136,3.76,3336,11.22,45,55,Both,32755,24004,508.9,95,2,74.6,74.4,75,22.7
103198,Toronto International University,839,17,2023,Canada,North America,Toronto,41.02,87.3,84.9,94.9,Private,114397,Business,2516734,379.48,93.3,269,5.49,46916,15769,33.61,5959,25.28,58,42,Both,28809,18107,526.7,95,9,73.5,73.2,73.4,22.61
103199,Beijing Royal University,673,16,2023,China,Asia,Beijing,52.66,90.9,96.3,89.4,Public,95228,Natural Sciences,1904560,291.89,91.6,163,7.04,49226,2756,5.6,4665,26.1,51,49,Postgraduate,40350,8876,450.5,88,4,77.4,77.9,76.8,21.9
103200,Vancouver National University,422,16,2023,Canada,North America,Vancouver,70.23,85,90.2,83.4,Public,60178,Computer Science,1925696,268.76,90.1,427,7.06,64248,10478,16.31,2356,9.11,62,38,Postgraduate,38389,25859,526.7,95,9,73.5,73.2,73.4,22.61
103201,Lyon State University,159,16,2023,France,Europe,Lyon,88.64,91.1,92.1,90.2,Private,110381,Social Sciences,2980287,603.66,87.1,306,0.68,20703,5004,24.17,1439,17.07,60,40,Postgraduate,12651,8052,508.9,95,2,74.6,74.4,75,22.7
103202,Oxford Royal University,885,16,2023,United Kingdom,Europe,Oxford,37.82,88.5,90.7,81.5,Public,16849,Medicine,235886,30.23,82.1,125,1.65,28708,8404,29.27,4444,8.42,64,36,Both,19918,8790,494.8,98,29,75.3,75.3,75.2,21.69
103203,Cambridge National University,29,19,2023,United States,North America,Cambridge,97.68,88.1,89,89.5,Private,93042,Natural Sciences,1488672,330.08,82.8,446,3.51,12818,1108,8.64,3361,16.45,53,47,Postgraduate,7620,5198,437.3,95,5,78.2,77.9,77.9,21.61
103204,Sydney National University,881,15,2023,Australia,Oceania,Sydney,38.12,89.7,84.3,89.7,Public,47855,Arts & Humanities,813535,246.3,93.9,99,7.4,53884,24195,44.9,2030,19.81,46,54,Both,42250,11634,477.7,106,8,76.2,76.2,76.8,22.83
103205,Singapore International University,990,16,2023,Singapore,Asia,Singapore,30.47,91.1,96.2,91.9,Private,52657,Business,2369565,416.96,83.5,287,5.72,50262,2651,5.27,3663,27.65,57,43,Postgraduate,39370,10892,529.2,103,20,73.6,73,72.9,22.75
103206,Hyderabad State University,576,17,2023,India,Asia,Hyderabad,59.43,91.1,94.1,87.4,Public,93491,Business,1589347,548.43,87.9,406,2.92,60295,10492,17.4,1006,21.63,47,53,Undergraduate,42241,18054,513.4,115,37,74.3,74.8,73.9,22.14
103207,Berkeley International University,456,12,2023,United States,North America,Berkeley,67.93,89.7,93.7,81.7,Public,36767,Business,698573,486.47,91.7,237,4.24,48000,7828,16.31,4540,8.38,36,64,Undergraduate,40944,7056,437.3,95,5,78.2,77.9,77.9,21.61
103208,Cambridge International University,139,6,2023,United Kingdom,Europe,Cambridge,90.24,83.3,93.3,84.9,Private,79674,Engineering,1434132,1938.02,91.3,323,5.38,6003,2693,44.86,2436,25.81,55,45,Both,3616,2387,494.8,98,29,75.3,75.3,75.2,21.69
103209,Bengaluru State University,628,11,2023,India,Asia,Bengaluru,55.91,86.7,98.1,97.7,Private,2937,Medicine,61677,9.94,92.9,156,0.71,19879,2808,14.13,4253,18.78,58,42,Both,15141,4738,513.4,115,37,74.3,74.8,73.9,22.14
103210,Delhi National University,316,14,2023,India,Asia,Delhi,77.69,93.2,86.6,90.8,Public,29792,Computer Science,268128,37.83,85.9,273,2.99,51972,4075,7.84,3384,14.95,50,50,Both,40709,11263,513.4,115,37,74.3,74.8,73.9,22.14
103211,Singapore International University,909,21,2023,Singapore,Asia,Singapore,36.04,87.5,90.6,84.9,Public,3738,Arts & Humanities,59808,39.9,92.2,379,4.87,27185,9614,35.37,2079,27.35,36,64,Both,20981,6204,529.2,103,20,73.6,73,72.9,22.75
103212,Brisbane International University,563,79,2023,Australia,Oceania,Brisbane,59.1,94.2,90.3,98.9,Public,65386,Computer Science,1111562,256.65,86.9,390,2.05,57239,2758,4.82,4110,20.65,46,54,Postgraduate,40143,17096,477.7,106,8,76.2,76.2,76.8,22.83
103213,Nanjing International University,366,75,2023,China,Asia,Nanjing,72.97,92.8,94.7,90.1,Public,9897,Medicine,415674,82.46,88.8,255,4.45,20461,4338,21.2,1314,18.72,58,42,Undergraduate,16312,4149,450.5,88,4,77.4,77.9,76.8,21.9
103214,Paris National University,462,75,2023,France,Europe,Paris,66.25,93,88.2,96.7,Public,14716,Arts & Humanities,235456,42.52,94.9,364,3.93,53025,21703,40.93,2339,25.61,50,50,Postgraduate,38075,14950,508.9,95,2,74.6,74.4,75,22.7
103215,Montreal Technical University,952,85,2023,Canada,North America,Montreal,31.75,87.2,96.4,98.3,Public,102868,Arts & Humanities,3806116,638.29,91.4,415,7.71,37247,5101,13.7,4723,7.39,59,41,Postgraduate,26403,10844,526.7,95,9,73.5,73.2,73.4,22.61
103216,Shanghai Metropolitan University,691,58,2023,China,Asia,Shanghai,50.56,85.5,84.6,86.5,Private,16778,Computer Science,721454,324.54,95.4,190,5.21,17936,94,0.52,1509,11.73,37,63,Undergraduate,12009,5927,450.5,88,4,77.4,77.9,76.8,21.9
103217,Oxford International University,763,57,2023,United Kingdom,Europe,Oxford,45.54,94.1,82,89,Private,104623,Engineering,4603412,1034.24,93.3,163,4.56,11637,456,3.92,4869,27.94,53,47,Both,6855,4782,494.8,98,29,75.3,75.3,75.2,21.69
103218,Paris National University,471,56,2023,France,Europe,Paris,66,82.9,86,88.9,Public,5812,Business,116240,49.32,87.5,368,8.16,61454,2395,3.9,1681,11.26,47,53,Undergraduate,46312,15142,508.9,95,2,74.6,74.4,75,22.7
103219,Berlin Metropolitan University,431,21,2023,Germany,Europe,Berlin,69.5,90.9,83.3,82.6,Private,12395,Engineering,545380,80.81,85.9,377,6.35,46772,16587,35.46,808,7.03,43,57,Undergraduate,30112,16660,530.3,113,11,73.6,73.4,72.8,24.37
103220,Melbourne Metropolitan University,122,24,2023,Australia,Oceania,Melbourne,91.07,87.1,82.6,90.6,Public,9124,Medicine,246348,32.89,94.2,370,4.42,61077,1165,1.91,2988,17.57,45,55,Postgraduate,50027,11050,477.7,106,8,76.2,76.2,76.8,22.83
103221,Beijing State University,19,11,2023,China,Asia,Beijing,98.54,85.3,94.3,81.1,Private,101684,Natural Sciences,2643784,434.19,92.5,206,3.91,48871,6944,14.21,4223,13.96,46,54,Undergraduate,33251,15620,450.5,88,4,77.4,77.9,76.8,21.9
103222,London Metropolitan University,268,15,2023,United Kingdom,Europe,London,81.03,89.3,90.4,86.2,Public,55122,Social Sciences,1543416,263.34,94.4,253,2.53,33846,3702,10.94,5366,23.66,52,48,Undergraduate,29720,4126,494.8,98,29,75.3,75.3,75.2,21.69
103223,Munich Technical University,391,17,2023,Germany,Europe,Munich,72.38,94,83.6,86.9,Private,112768,Engineering,1014912,242.86,85.2,352,5.04,13310,1743,13.1,1487,26.37,59,41,Undergraduate,10862,2448,530.3,113,11,73.6,73.4,72.8,24.37
103224,Singapore International University,102,21,2023,Singapore,Asia,Singapore,92.53,84,82.2,83.5,Public,88359,Medicine,795231,468.89,92.3,444,3.63,47858,20374,42.57,5686,16.67,64,36,Postgraduate,35881,11977,529.2,103,20,73.6,73,72.9,22.75
103225,New York International University,69,55,2023,United States,North America,New York,94.16,91.4,91.9,83,Public,104835,Engineering,3878895,710.42,89.8,322,3.63,14133,3416,24.17,2341,5.81,58,42,Undergraduate,8904,5229,437.3,95,5,78.2,77.9,77.9,21.61
103226,London National University,508,56,2023,United Kingdom,Europe,London,63.41,87.5,90.9,80.7,Private,81296,Natural Sciences,3007952,695.16,94,157,5.4,31524,2076,6.59,5812,20.04,59,41,Undergraduate,27615,3909,494.8,98,29,75.3,75.3,75.2,21.69
103227,Heidelberg Technical University,964,50,2023,Germany,Europe,Heidelberg,31.61,90.3,88.3,83.5,Public,94784,Social Sciences,1611328,1632.55,86.9,321,0.65,56444,20655,36.59,3448,12.51,43,57,Postgraduate,41561,14883,530.3,113,11,73.6,73.4,72.8,24.37
103228,Manchester International University,154,51,2023,United Kingdom,Europe,Manchester,88.29,95.1,89.8,85,Private,105892,Social Sciences,1800164,1206.54,93.8,172,4.18,27887,9297,33.34,3726,20.9,49,51,Postgraduate,17511,10376,494.8,98,29,75.3,75.3,75.2,21.69
103229,Manchester Royal University,445,57,2023,United Kingdom,Europe,Manchester,67.8,90.7,92.2,78.9,Public,81551,Social Sciences,1141714,356.01,88,432,3.44,69920,3476,4.97,3358,8.97,49,51,Postgraduate,53495,16425,494.8,98,29,75.3,75.3,75.2,21.69
103230,New York Technical University,721,55,2023,United States,North America,New York,48.52,95.4,86.5,87,Private,32155,Social Sciences,803875,124.67,86,141,2.28,47206,5158,10.93,4863,6.66,48,52,Both,41210,5996,437.3,95,5,78.2,77.9,77.9,21.61
103231,Tokyo Metropolitan University,975,44,2023,Japan,Asia,Tokyo,30.96,90.9,89.8,90.9,Public,83231,Natural Sciences,3329240,608.97,86.4,213,2.41,53284,16939,31.79,657,29.64,59,41,Postgraduate,45774,7510,525.3,92,1,73.6,73.9,72.9,23.37
103232,Manchester National University,344,51,2023,United Kingdom,Europe,Manchester,74.99,92.6,90.8,90.8,Private,97880,Arts & Humanities,2740640,2909.38,87.7,430,7.94,30243,2118,7,2256,20.87,48,52,Postgraduate,23732,6511,494.8,98,29,75.3,75.3,75.2,21.69
103233,Nanjing Technical University,368,45,2023,China,Asia,Nanjing,73.43,91,93,79.3,Private,115522,Medicine,4389836,569.59,83.1,355,5.39,29962,11804,39.4,3522,14.3,45,55,Undergraduate,26554,3408,450.5,88,4,77.4,77.9,76.8,21.9
103234,Boston National University,615,38,2023,United States,North America,Boston,56.28,86.5,80.4,94.6,Public,102924,Computer Science,3190644,524.52,82.7,438,7.89,53135,3386,6.37,1419,6.82,60,40,Undergraduate,34806,18329,437.3,95,5,78.2,77.9,77.9,21.61
103235,Edinburgh Royal University,914,46,2023,United Kingdom,Europe,Edinburgh,35.19,92.4,93,96.9,Public,54213,Arts & Humanities,1897455,371.47,85.4,231,8.47,44921,3547,7.9,5664,14.19,35,65,Undergraduate,38308,6613,494.8,98,29,75.3,75.3,75.2,21.69
103236,Kyoto State University,518,44,2023,Japan,Asia,Kyoto,62.95,89,93.6,77.2,Public,40298,Computer Science,1652218,788.27,84.6,201,1.97,35836,823,2.3,2053,7.49,47,53,Both,20584,15252,525.3,92,1,73.6,73.9,72.9,23.37
103237,Chennai International University,280,44,2023,India,Asia,Chennai,79.61,85.3,94.6,91.4,Public,95019,Business,4275855,944.31,91,150,3.19,13554,870,6.42,4071,10.03,37,63,Both,11081,2473,513.4,115,37,74.3,74.8,73.9,22.14
103238,Tokyo International University,977,54,2023,Japan,Asia,Tokyo,30.62,86.8,90.5,97.3,Private,44701,Natural Sciences,938721,123.52,88.2,409,8.29,58256,21259,36.49,2516,23.28,53,47,Both,44436,13820,525.3,92,1,73.6,73.9,72.9,23.37
103239,New York Metropolitan University,326,58,2023,United States,North America,New York,76.11,86,90.4,79.7,Private,118759,Arts & Humanities,3206493,766.55,83.7,332,2.04,13305,3130,23.52,5968,12.88,47,53,Both,9299,4006,437.3,95,5,78.2,77.9,77.9,21.61
103240,Stanford Metropolitan University,776,56,2023,United States,North America,Stanford,44.65,85.2,81.7,97.9,Private,100500,Business,2914500,400.78,84.9,333,0.87,27982,1614,5.77,2713,22.67,53,47,Postgraduate,21536,6446,437.3,95,5,78.2,77.9,77.9,21.61
103241,Tokyo Technical University,24,40,2023,Japan,Asia,Tokyo,97.61,89.8,94.9,86.2,Public,111503,Computer Science,2787575,355.29,95,352,4.98,60745,11139,18.34,3269,26.38,47,53,Both,48005,12740,525.3,92,1,73.6,73.9,72.9,23.37
103242,Singapore Technical University,246,46,2023,Singapore,Asia,Singapore,81.95,84.8,86.4,95.6,Private,8069,Social Sciences,338898,70.47,88.7,210,8.37,42519,2725,6.41,5587,24.48,48,52,Undergraduate,33277,9242,529.2,103,20,73.6,73,72.9,22.75
103243,Munich State University,444,34,2023,Germany,Europe,Munich,68.33,82.6,79.9,92.7,Private,105714,Medicine,2642850,441.36,83.3,252,5.28,53777,113,0.21,4305,29.79,45,55,Both,34826,18951,530.3,113,11,73.6,73.4,72.8,24.37
103244,Lyon State University,747,21,2023,France,Europe,Lyon,47.38,88.4,86.4,91.3,Private,30673,Social Sciences,552114,409.28,92.7,146,5.09,42916,11872,27.66,4998,5.08,62,38,Undergraduate,29557,13359,508.9,95,2,74.6,74.4,75,22.7
103245,Mumbai Technical University,982,50,2023,India,Asia,Mumbai,30.35,89.8,90.3,78.5,Public,90950,Engineering,4092750,1603.11,82.3,173,3.47,25135,7975,31.73,1437,20.09,44,56,Undergraduate,17565,7570,513.4,115,37,74.3,74.8,73.9,22.14
103246,Munich National University,465,47,2023,Germany,Europe,Munich,66.6,89.2,92.5,85.1,Public,40827,Arts & Humanities,1592253,210.87,89.1,250,2.98,35990,1644,4.57,5049,19.54,53,47,Both,24822,11168,530.3,113,11,73.6,73.4,72.8,24.37
103247,Sydney Royal University,819,50,2023,Australia,Oceania,Sydney,41.76,90.8,89.3,89.8,Private,22918,Social Sciences,893802,144.51,84,216,2.98,7047,1755,24.9,4920,21.84,45,55,Undergraduate,4348,2699,477.7,106,8,76.2,76.2,76.8,22.83
103248,Sydney Technical University,285,59,2023,Australia,Oceania,Sydney,78.96,88.8,81.8,94.3,Public,86875,Natural Sciences,3648750,498.53,80.1,103,6.61,44324,10997,24.81,5280,27.77,63,37,Both,39265,5059,477.7,106,8,76.2,76.2,76.8,22.83
103249,Singapore International University,55,74,2023,Singapore,Asia,Singapore,94.76,86.1,91.8,81.4,Private,39090,Social Sciences,429990,222.33,84.7,389,3.29,57814,5805,10.04,339,28.71,54,46,Both,37294,20520,529.2,103,20,73.6,73,72.9,22.75
103250,Hyderabad International University,780,63,2023,India,Asia,Hyderabad,44.23,91,94.8,78.9,Private,28795,Computer Science,345540,68.49,94,255,7.62,51068,15828,30.99,2865,25.53,55,45,Both,32393,18675,513.4,115,37,74.3,74.8,73.9,22.14
103251,Mumbai National University,948,65,2023,India,Asia,Mumbai,32.43,85.3,93.3,93.8,Private,20180,Social Sciences,585220,704.24,95.6,380,4.95,60690,7830,12.9,1756,23.75,37,63,Both,52992,7698,513.4,115,37,74.3,74.8,73.9,22.14
103252,Chennai State University,304,13,2023,India,Asia,Chennai,78.55,91.2,92.3,96.6,Private,2802,Medicine,70050,10.64,91.8,120,6.97,28815,2030,7.04,3733,23.38,57,43,Undergraduate,20072,8743,513.4,115,37,74.3,74.8,73.9,22.14
103253,Berlin International University,399,33,2023,Germany,Europe,Berlin,71.5,87.5,87.7,89.6,Public,67465,Computer Science,742115,105.94,86.7,200,0.68,41802,7837,18.75,5368,14.87,40,60,Both,36568,5234,530.3,113,11,73.6,73.4,72.8,24.37
103254,Toronto International University,564,42,2023,Canada,North America,Toronto,59.77,88.4,92.1,81,Private,32929,Engineering,526864,68.26,93.9,249,4.08,10931,3647,33.36,4011,18.93,54,46,Postgraduate,6367,4564,526.7,95,9,73.5,73.2,73.4,22.61
103255,Tokyo Technical University,411,40,2023,Japan,Asia,Tokyo,70.52,89.4,96,87.6,Private,111130,Social Sciences,2333730,554.86,95.4,351,6.25,55927,9155,16.37,3360,16.33,50,50,Postgraduate,43222,12705,525.3,92,1,73.6,73.9,72.9,23.37
103256,Edinburgh State University,906,36,2023,United Kingdom,Europe,Edinburgh,35.95,88.3,87.3,90.9,Private,104134,Social Sciences,4373628,5508.35,90.5,101,0.9,6979,1802,25.82,3884,13.86,38,62,Postgraduate,4720,2259,494.8,98,29,75.3,75.3,75.2,21.69
103257,Oxford Metropolitan University,205,40,2023,United Kingdom,Europe,Oxford,84.94,85.9,91.1,90.6,Private,38324,Business,1188044,2023.93,93.7,332,2.19,53386,13448,25.19,5491,19.89,47,53,Undergraduate,33071,20315,494.8,98,29,75.3,75.3,75.2,21.69
103258,Paris International University,299,43,2023,France,Europe,Paris,78.3,87.2,86,95.2,Public,110190,Natural Sciences,4627980,590.98,81.7,430,6.6,5478,1232,22.49,5206,18.68,47,53,Undergraduate,4470,1008,508.9,95,2,74.6,74.4,75,22.7
103259,Vancouver State University,880,52,2023,Canada,North America,Vancouver,37.45,90.7,84.2,92.4,Public,94354,Computer Science,1604018,204.49,92.1,351,1.62,59264,9957,16.8,4740,16.06,46,54,Both,49354,9910,526.7,95,9,73.5,73.2,73.4,22.61
103260,Lyon State University,888,42,2023,France,Europe,Lyon,37.09,80.7,87,84.2,Private,13266,Computer Science,490842,259.57,86.1,360,3.08,29206,1549,5.3,4675,14.92,65,35,Both,21833,7373,508.9,95,2,74.6,74.4,75,22.7
103261,Bengaluru State University,5,41,2023,India,Asia,Bengaluru,98.92,89.8,79.4,90.4,Public,9602,Arts & Humanities,297662,89.09,87.4,316,6.39,53836,23438,43.54,2603,6.23,40,60,Postgraduate,32831,21005,513.4,115,37,74.3,74.8,73.9,22.14
