university_name,QS_Rank,THE_Rank,ARWU_Rank,Enrollment,Undergrad_Students,Postgrad_Students,Student_Faculty_Ratio,Research_Output,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,Position,Location,Established_Year,Number_of_Campuses,Programs_Offered,Total_Faculty,Campus_Area_Acres,qs_rank_2026,the_rank_2026,arwu_rank_2025,qs_score,the_score,arwu_score,qs_academic_rep,qs_employer_rep,qs_faculty_student,qs_citations,qs_intl_faculty,qs_intl_students,the_teaching,the_research_env,the_research_quality,the_industry,the_intl_outlook,founded,intl_students_pct,nobel_laureates,fields_medalists,ranked_in_all_3,avg_rank_all3,university_age_2026,data_sources,id,ror,country_code,type,works_count,cited_by_count,is_super_system,summary_stats.2yr_mean_citedness,summary_stats.h_index,summary_stats.i10_index,geo.city,geo.country,geo.latitude,geo.longitude,international.display_name.en,international.display_name.ur,citations_per_work,university_id,year,world_rank,national_rank,overall_score,city,academic_reputation_score,employer_reputation_score,citations_score,publications_count,citations_count,citations_per_faculty,h_index,research_output_score,research_productivity_index,subject_field,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio,country,region,university_type,total_students,Global_Ranking_Score,Research_Impact_Score,Faculty_to_Student_Ratio,International_Student_Percentage,Academic_Reputation_Score,Research_Productivity_Index
oxford brookes university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1455.0,2016.0,458.0,55.0,32.0375,United Kingdom,32.19195762,33.02867106,41.44900887,2081.0,29450.0,29.30301574,186.0,36.8,2.07,Engineering & Technology,3560.0,25.0,1005.0,14.16915423,57:43:00,57.0,43.0,Undergraduate & Postgraduate,10716.0,3524.0,329.32,78.0,2.0,43.92,43.23,42.78,28.22,United Kingdom,Europe,Public,14240.0,1.0,0.03221161395813017,0.07057584269662921,25.0,0.16144412046138412,2.0706467661691543
ozyegin university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1456.0,2021.0,797.0,10.0,30.3,Turkey,37.47885549,32.73553026,27.46325107,2456.0,16225.0,22.1044427,143.0,32.5,3.35,Social Sciences & Management,251.0,4.0,734.0,8.555858311,43:57:00,43.0,57.0,Undergraduate & Postgraduate,3659.0,2621.0,1118.52,50.0,428.0,24.01,23.87,24.2,4.11,Turkey,Asia,Private not for Profit,6280.0,1.0,0.017779554641601636,0.11687898089171975,3.9968152866242037,0.18795815190571716,3.346049046321526
pablo de olavide university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1460.0,2019.0,809.0,43.0,25.6425,Spain,29.84147938,26.52118992,27.7473662,1959.0,29438.0,23.99167413,178.0,28.8,1.6,Social Sciences & Management,2044.0,17.0,1227.0,9.800325998,60:40:00,60.0,40.0,Undergraduate & Postgraduate,10349.0,1676.0,599.65,57.0,137.0,33.61,33.66,33.55,95.81,Spain,Europe,Public,12025.0,1.0,0.032192018863544385,0.10203742203742204,16.997920997921,0.14965636599799398,1.5965770171149145
pace university-new york,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1461.0,2025.0,1577.0,249.0,23.942,United States,22.84359138,24.24436185,23.87355933,2392.0,18864.0,16.69337985,126.0,23.4,2.12,Life Sciences & Medicine,2002.0,17.0,1130.0,10.42035398,65:35:00,65.0,35.0,Undergraduate & Postgraduate,8599.0,3176.0,664.44,260.0,1.0,45.11,29.52,34.2,16.34,United States,North America,Private,11775.0,1.0,0.020638533372487233,0.09596602972399151,17.00212314225053,0.11456164182547642,2.1168141592920353
paderborn university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1462.0,2017.0,581.0,69.0,28.62,Germany,33.77084759,26.69542017,33.88690753,4299.0,33740.0,26.97045085,156.0,33.8,3.44,Engineering & Technology,1766.0,9.0,1251.0,15.6842526,44:56:00,43.81282824,56.18717176,Undergraduate & Postgraduate,12507.0,7114.0,297.42,77.0,30.0,48.53,48.86,49.14,12.77,Germany,Europe,Public,19621.0,1.0,0.0368572842995121,0.06375821823556393,9.000560623821416,0.16936232492477432,3.436450839328537
paisii hilendarski university of plovdiv,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1463.0,2026.0,2140.0,6.0,14.3555,Bulgaria,14.8443823,17.05186515,17.82991055,6806.0,27882.0,11.83465804,177.0,16.3,2.89,Engineering & Technology,437.0,2.0,2356.0,9.269949066,67:33:00,67.0,33.0,Undergraduate & Postgraduate,12769.0,9071.0,1710.75,6.0,735.5,27.29,21.11,16.34,13.85,Bulgaria,Europe,Public,21840.0,1.0,0.0304973153359647,0.10787545787545788,2.000915750915751,0.07444524724172517,2.8887945670628183
pakistan agricultural research council,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I2799809383,https://ror.org/04eq9g543,PK,government,3061.0,53738.0,False,3.77319587628866,98.0,1104.0,Islamabad,Pakistan,33.72148,73.04329,Pakistan Agricultural Research Council,倬丕讴爻鬲丕賳 夭乇毓蹖 鬲丨賯蹖賯丕鬲蹖 讴賵賳爻賱,17.555700751388436,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.04387504970214095,0.0,0.0,0.0,0.0
pakistan army,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I2799678268,https://ror.org/0310kd428,PK,government,1078.0,9408.0,False,2.347826086956522,44.0,192.0,Rawalpindi,Pakistan,33.59733,73.0479,Pakistan Army,倬丕讴 賮賵噩,8.727272727272727,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.007681277077631137,0.0,0.0,0.0,0.0
pakistan atomic energy commission,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I1324877311,https://ror.org/0292p9y97,PK,government,910.0,12174.0,False,1.1680672268907564,48.0,238.0,Islamabad,Pakistan,33.72148,73.04329,Pakistan Atomic Energy Commission,倬丕讴爻鬲丕賳 噩賵蹃乇蹖 鬲賵丕賳丕卅蹖 讴賲蹖卮賳,13.378021978021978,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.009939611728643863,0.0,0.0,0.0,0.0
pakistan council of scientific & industrial research,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I1315513584,https://ror.org/05vmcbf05,PK,government,2875.0,52909.0,False,2.96640826873385,96.0,1082.0,Islamabad,Pakistan,33.72148,73.04329,Pakistan Council of Scientific and Industrial Research,,18.403130434782607,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.04319820247665666,0.0,0.0,0.0,0.0
pakistan institute of development economics,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I189909677,https://ror.org/02bdt4v11,PK,education,1271.0,19593.0,False,4.0606060606060606,61.0,409.0,Islamabad,Pakistan,33.72148,73.04329,Pakistan Institute of Development Economics,倬丕讴爻鬲丕賳 丕賳爻俟蹖 俟蹖賵俟 丌賮 趫賵蹖賱倬賲賳俟 丕讴賳丕賲讴爻貙 丕爻賱丕賲 丌亘丕丿,15.415420928402831,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.015996945342477344,0.0,0.0,0.0,0.0
pakistan institute of engineering and applied sciences,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I134276161,https://ror.org/04d4mbk19,PK,funder,4881.0,88424.0,False,5.308212560386473,105.0,2057.0,Islamabad,Pakistan,33.72148,73.04329,Pakistan Institute of Engineering and Applied Sciences,倬丕讴爻鬲丕賳 丕賳爻俟蹖 俟蹖賵俟 丌賮 丕賳噩蹖賳卅乇賳诏 丕蹖賳趫 丕倬賱丕卅蹖趫 爻丕卅賳爻夭,18.115959844294203,1464.0,2019.0,397.0,1.0,28.2,Islamabad,24.26404125,26.4926575,30.63735583,642.0,5306.0,29.47662418,69.0,27.5,3.57,Natural Sciences,270.0,24.96679355,180.0,6.0,38 : 62,37.92215341,62.07784659,Undergraduate & Postgraduate,615.0,465.0,881.75,14.0,397.0,24.39,23.71,23.99,360.23,Pakistan,Asia,Public,1080.0,1.0,0.07802739448653911,0.16666666666666666,25.0,0.12168526203610831,30.683333333333334
pakistan institute of medical sciences,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I50693808,https://ror.org/0358b9334,PK,healthcare,2310.0,18717.0,False,1.2821192052980133,58.0,372.0,Islamabad,Pakistan,33.72148,73.04329,Pakistan Institute of Medical Sciences,蹃丕爻倬俟賱 讴賲倬賱讴爻,8.102597402597402,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.015281724390095874,0.0,0.0,0.0,0.0
pakistan institute of nuclear science and technology,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I76957882,https://ror.org/04bmzpd39,PK,facility,4655.0,85430.0,False,3.973134328358209,104.0,2132.0,Islamabad,Pakistan,33.72148,73.04329,Pakistan Institute of Nuclear Science and Technology,倬丕讴爻鬲丕賳 丕賳爻俟蹖俟蹖賵俟 丌賮  賳蹖賵讴賱蹖卅乇 爻丕卅賳爻 丕蹖賳趫 俟蹖讴賳丕賱賵噩蹖,18.352309344790548,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.06975037210268155,0.0,0.0,0.0,0.0
palacký university in olomouc,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1466.0,2026.0,668.0,6.0,26.3,Czechia,21.5,19.8,14.7,5107.0,10268.0,7.125333689,99.0,18.1,3.54,Social Sciences & Management,3226.0,17.8790042,1441.0,12.52255378,56:44:00,56.1143174,43.8856826,Undergraduate & Postgraduate,11023.0,7022.0,1055.02,25.0,265.0,34.36,21.19,18.6,18.35,Czechia,Europe,Public,18045.0,1.0,0.011258742609995837,0.0798559157661402,17.877528401219177,0.10782347041123369,3.544066620402498
palacký university olomouc,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1465.0,2016.0,552.0,4.0,26.5475,Czech Republic,27.94853593,27.03684393,32.55249919,4486.0,27084.0,22.03782923,179.0,30.3,3.65,Natural Sciences,1669.0,9.0,1229.0,15.08543531,70:30:00,70.0,30.0,Undergraduate & Postgraduate,14016.0,4524.0,574.33,9.0,344.0,25.84,26.53,27.51,9.44,Czech Republic,Europe,Public,18540.0,1.0,0.029630232400543327,0.0662891046386192,9.002157497303129,0.1401631691574724,3.6501220504475183
palestine technical university - kadoorie,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1467.0,2026.0,1300.5,3.0,40.6,Palestine,9.4,9.1,3.5,1276.0,459.0,1.928297125,20.0,6.4,5.36,Arts & Humanities,1244.0,23.95009424,238.0,21.81932773,60:40:00,60.31269806,39.68730194,Undergraduate & Postgraduate,3705.0,1488.0,1169.25,4.0,975.5,35.09,11.38,3.92,22.29,Palestine,Asia,Public,5193.0,1.0,0.0005160041574259013,0.04583092624687079,23.955324475255154,0.04714142427281846,5.361344537815126
pamukkale university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1468.0,2024.0,1846.0,84.0,14.519,Turkey,14.57914383,13.99780892,13.73926933,7065.0,35314.0,15.39400533,163.0,14.2,3.08,Life Sciences & Medicine,1013.0,3.0,2294.0,14.71708806,44:56:00,44.0,56.0,Undergraduate & Postgraduate,26009.0,7752.0,1348.35,88.0,336.0,24.56,18.98,18.44,9.31,Turkey,Asia,Private,33761.0,1.0,0.03857648169532404,0.06794822428245609,3.0005035395870974,0.07311506434302908,3.0797733217088057
panjab university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1469.0,2016.0,597.0,10.0,24.08,Chandigarh,24.69611156,20.46446779,26.70129557,537.0,27323.0,21.39601657,141.0,25.7,0.42,Arts & Humanities,167.0,1.0,1277.0,13.07047768,46:54:00,46.0,54.0,Undergraduate & Postgraduate,10873.0,5818.0,578.88,17.0,281.0,25.53,25.27,24.91,1.41,India,Asia,Public,16691.0,1.0,0.029859386145560524,0.07650829788508777,1.000539212749386,0.12385211414242726,0.4205168363351605
panthéon-sorbonne university – paris 1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1470.0,2016.0,378.0,15.0,36.5575,France,34.85025817,34.01232716,39.06718506,26759.0,120243.0,14.24179232,306.0,37.0,3.17,Social Sciences & Management,8443.0,20.0,8443.0,5.0,59:41:00,59.0,41.0,Undergraduate & Postgraduate,19555.0,22660.0,366.33,27.0,54.0,38.49,38.09,37.49,17.26,France,Europe,Private,42215.0,1.0,0.13114833513816856,0.2,20.0,0.17477561770310931,3.169371076631529
paris dauphine university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1471.0,2016.0,594.0,24.0,24.1425,France,27.05263702,20.41563537,25.68040984,1046.0,6234.0,11.52359975,77.0,26.4,1.93,Natural Sciences,2678.0,28.0,541.0,17.68022181,53:47:00,53.0,47.0,Undergraduate & Postgraduate,5564.0,4001.0,366.33,27.0,54.0,38.49,38.09,37.49,17.26,France,Europe,Private,9565.0,1.0,0.006849302020009313,0.056560376372190274,27.99790904338735,0.13567019568706118,1.933456561922366
paris descartes university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1472.0,2016.0,239.0,8.0,45.4175,France,38.51513318,44.06360917,36.68567634,10042.0,52826.0,23.56192316,237.0,37.6,4.48,Engineering & Technology,5204.0,15.0,2242.0,15.47323818,63:37:00,63.0,37.0,Undergraduate & Postgraduate,21162.0,13529.0,366.33,27.0,54.0,38.49,38.09,37.49,17.26,France,Europe,Private,34691.0,1.0,0.05770074970287576,0.06462771323974519,15.001008907209362,0.19315513129388162,4.479036574487065
paris diderot university – paris 7,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1473.0,2016.0,199.0,5.0,48.9,France,57.06927758,53.5792346,39.06574231,15068.0,108399.0,35.42464701,307.0,48.1,4.92,Engineering & Technology,4719.0,17.0,3060.0,9.070588235,63:37:00,63.0,37.0,Undergraduate & Postgraduate,17726.0,10030.0,366.33,27.0,54.0,38.49,38.09,37.49,17.26,France,Europe,Private,27756.0,1.0,0.11825557936299069,0.11024643320363164,17.00172935581496,0.28620500290872614,4.924183006535948
paris lodron university of salzburg,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1474.0,2017.0,701.0,12.0,28.5,Salzburg ,24.54029046,31.53348155,29.28989238,2302.0,12296.0,20.91171224,103.0,26.9,3.91,Arts & Humanities,5.073,0.039216141,588.0,22.0,52:48:00,51.88937848,48.11062152,Undergraduate & Postgraduate,6310.0,6626.0,410.54,13.0,155.0,40.41,40.85,41.09,27.21,Austria,Europe,Public,12936.0,1.0,0.013469722449092895,0.045454545454545456,0.03921614100185529,0.12307066429287863,3.9149659863945576
paris lodron universität salzburg,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1475.0,2023.0,652.0,14.0,37.6025,Austria,44.29068406,31.29801434,48.17566533,2769.0,28915.0,45.97015951,153.0,46.2,4.4,Social Sciences & Management,2437.0,34.0,629.0,11.39745628,66:34:00,66.0,34.0,Undergraduate & Postgraduate,4567.0,2602.0,448.94,17.0,151.0,43.36,33.64,33.25,28.4,Austria,Europe,Public,7169.0,1.0,0.031602260947330284,0.08773887571488352,33.99358348444693,0.22211977963891671,4.402225755166931
paris nanterre university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1476.0,2018.0,847.0,55.0,20.2775,France,20.69392167,19.83132812,19.0258267,9157.0,22580.0,8.252959996,158.0,19.9,3.35,Life Sciences & Medicine,5382.0,16.0,2736.0,12.29349415,63:37:00,63.0,37.0,Undergraduate & Postgraduate,25318.0,8317.0,513.87,68.0,43.0,37.11,37.22,37.38,17.39,France,Europe,Public,33635.0,1.0,0.024709958580868815,0.0813438382637134,16.001189237401515,0.10378095120361083,3.346856725146199
paris sciences et lettres – psl research university paris,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1477.0,2018.0,73.0,3.0,65.1575,France,74.87641731,52.85718051,78.51766228,7086.0,235138.0,99.29816842,504.0,76.7,2.99,Life Sciences & Medicine,4994.0,25.0,2368.0,8.436655405,54:46:00,53.6636402,46.3363598,Undergraduate & Postgraduate,15266.0,4712.0,513.87,68.0,43.0,37.11,37.22,37.38,17.39,France,Europe,Public,19978.0,1.0,0.2563865720259885,0.11853038342176395,24.99749724697167,0.37550861238716143,2.9923986486486487
paris-saclay university,,,,,,,,,,,,,,,,,,,,,,0.0,17.0,13.0,,83.4,62.2,0.0,,,,,,79.8,85.8,86.4,68.8,56.4,2015.0,20.0,22.0,4.0,False,15.0,11.0,QS Jun-2025 | THE Oct-2025 | ARWU Aug-2025,,,,,0.0,0.0,,,,,,,,,,,,1478.0,2021.0,179.0,9.0,55.665,France,56.2908129,43.344364,50.33830968,3778.0,114322.0,35.45961893,292.0,53.3,1.17,Engineering & Technology,4579.0,16.0,3224.0,8.876550868,55:45:00,55.0,45.0,Undergraduate & Postgraduate,21568.0,7050.0,585.76,75.0,46.0,38.82,39.11,39.82,19.07,France,Europe,Public,48000.0,0.36947193462627576,0.12469120716396657,0.06716666666666667,9.539583333333333,0.2823009674022066,1.1718362282878412
paris-sorbonne university – paris 4,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1479.0,2016.0,293.0,10.0,41.1975,France,38.95927332,46.37211435,39.83655527,2960.0,94586.0,46.365863,291.0,39.4,1.45,Natural Sciences,4532.0,21.0,2040.0,10.57843137,69:31:00,69.0,31.0,Undergraduate & Postgraduate,14255.0,7325.0,366.33,27.0,54.0,38.49,38.09,37.49,17.26,France,Europe,Public,21580.0,1.0,0.10320545810473523,0.09453197405004633,21.000926784059317,0.19538251414242727,1.4509803921568627
paris-sud university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1480.0,2016.0,188.0,4.0,49.8,France,42.19443941,50.23005914,50.16043869,6240.0,63727.0,46.27969683,213.0,46.2,4.53,Natural Sciences,4693.0,17.0,1377.0,20.04575163,49:51:00,49.4836971,50.5163029,Undergraduate & Postgraduate,22020.0,5583.0,366.33,27.0,54.0,38.49,38.09,37.49,17.26,France,Europe,Public,27603.0,1.0,0.06954816161271983,0.049885881969351155,17.001775169365647,0.21160701810431293,4.531590413943355
parthenope university of naples,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1481.0,2021.0,618.0,38.0,35.855,Italy,39.06241309,26.41643283,39.23503705,6186.0,71696.0,29.61403869,262.0,39.1,2.56,Natural Sciences,242.0,2.0,2421.0,5.000413052,43:57:00,43.0,57.0,Undergraduate & Postgraduate,8713.0,3393.0,582.46,71.0,137.0,39.3,37.57,39.62,46.21,Italy,Europe,Public,12106.0,1.0,0.07826335208384305,0.19998347926647944,1.9990087559887662,0.19589976474423268,2.5551425030978936
paul valéry university montpellier,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1482.0,2017.0,701.0,50.0,28.5,Montpellier,26.35957176,28.89012977,34.73966007,5753.0,39317.0,26.31641122,204.0,30.5,3.85,Life Sciences & Medicine,5255.0,27.05848396,1494.0,13.0,48:52:00,48.05907851,51.94092149,Undergraduate & Postgraduate,12829.0,6593.0,420.63,67.0,33.0,37.8,37.48,37.57,17.07,France,Europe,Public,19422.0,1.0,0.04296768796118212,0.07692307692307693,27.05694573164453,0.13219444212637915,3.8507362784471217
pavlodar state university named after toraighyrov,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1483.0,2026.0,,,1.0,Kazakhstan,8.9,12.4,1.4,3285.0,1813.0,1.0,50.0,5.2,1.81,Social Sciences & Management,1911.0,11.44870596,1813.0,9.205736349,42:58:00,41.900339,58.099661,Undergraduate & Postgraduate,12055.0,4635.0,917.63,22.0,166.0,40.08,20.73,4.62,20.19,Kazakhstan,Asia,Public,16690.0,1.0,0.002014484585056182,0.10862792091072498,11.449970041941281,0.044633901705115345,1.8119139547710976
pavlov first saint petersburg state medical university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1484.0,2022.0,1535.0,18.0,15.61,Russian Federation,14.91085768,12.06751104,17.54610745,2380.0,6581.0,11.64801047,69.0,16.2,4.21,Social Sciences & Management,879.0,13.0,565.0,11.96814159,71:29:00,71.0,29.0,Undergraduate & Postgraduate,4101.0,2661.0,1361.97,31.0,349.0,19.12,18.66,18.91,11.9,Russian Federation,Europe,Private,6762.0,1.0,0.007220520200773515,0.08355516119491274,12.999112688553682,0.07477862427281845,4.212389380530974
pavol josef safarik university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1485.0,2026.0,1100.5,2.0,49.8,Slovakia,6.4,5.6,5.5,3107.0,4163.0,4.773598824,63.0,6.0,3.56,Natural Sciences,4176.0,27.90118397,872.0,17.16513761,40 : 60,39.52651823,60.47348177,Undergraduate & Postgraduate,10245.0,4723.0,1262.85,10.0,684.0,33.26,14.92,15.66,19.95,Slovakia,Europe,Public,14968.0,1.0,0.004583347054435445,0.058257616247995726,27.899518973810792,0.0320962888665998,3.563073394495413
pavol jozef afárik university in koice,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1486.0,2025.0,875.5,2.0,58.2,Slovakia,4.7,5.1,3.0,6938.0,2160.0,2.166265242,60.0,3.8,6.96,Life Sciences & Medicine,5034.0,30.24960626,997.0,16.69107322,41:59:00,40.81480409,59.18519591,Undergraduate & Postgraduate,11453.0,5188.0,1159.2,10.0,665.5,37.72,13.26,13.23,19.11,Slovakia,Europe,Public,16641.0,1.0,0.00240039908675973,0.059912264887927405,30.25058590228953,0.02357071213640923,6.958876629889669
pavol jozef šafárik university in košice,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1487.0,2021.0,675.5,1.0,24.98,Slovakia,28.05024167,28.9193753,24.28050072,2271.0,13089.0,16.15873308,105.0,26.2,2.8,Arts & Humanities,1.548,0.022758012,810.0,8.0,65:35:00,65.0,35.0,Undergraduate & Postgraduate,4125.0,2677.0,1010.0,7.0,675.5,22.95,21.89,22.78,3.06,Slovakia,Europe,Public,6802.0,1.0,0.014334628151782514,0.11908262275801235,0.022758012349309027,0.1406732280341023,2.803703703703704
payame noor university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1488.0,2023.0,1603.0,59.0,16.51,Iran,9.559303873,18.30193996,16.17257851,105895.0,282942.0,9.285305198,506.0,12.9,3.48,Natural Sciences,4542.0,1.0,30472.0,14.90401024,60:40:00,60.0,40.0,Undergraduate & Postgraduate,315121.0,139034.0,949.98,59.0,362.0,31.0,31.21,31.21,2.61,Iran,Asia,Private,454155.0,1.0,0.30842842170494195,0.06709603549448977,1.0000990851141132,0.04794034038615847,3.475157521659228
pedagogical and technological university of colombia,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1489.0,2023.0,1782.0,38.0,12.025,Colombia,14.75573976,9.615366839,13.34585634,4679.0,21231.0,11.35321685,144.0,14.1,2.5,Natural Sciences,0.0,0.0,1870.0,17.13208556,54:46:00,54.0,46.0,Undergraduate & Postgraduate,17628.0,14409.0,1132.64,39.0,220.0,31.32,17.49,9.26,14.96,Colombia,Latin America,Public,32037.0,1.0,0.023229984631458454,0.058370009676311764,0.0,0.07400070090270812,2.502139037433155
