Univ_ID,Year,University_Name,World Rank,Natl_Rank,Overall_Score,Country,Region,City,Univ_Type,Academic_Rep_Score,Employer_Rep_Score,Citations_Score,Publications,Citations,Citations_Per_Faculty,H_Index,Research_Output_Score,Research_Productivity_Index,Subject_Field
1027,2022,Koç University,515.5,2.0,40.63,Turkey,Asia  ,Istanbul, Private,41.03312491,38.97717991,48.5331472,1699,19518,34.85370828,171,44.8,3.03,Social Sciences & Management  
2554,2021,University of Carthage,1252.0,3.0,18.555, tunisia,africa,Tunisia,Public,17.74754159,19.84820717,19.20038713,3369,27204,14.78468564,135,18.5,1.83,Social Sciences & Management
75,2016,Alexandru Ioan Cuza University,731.0,3.0,17.8725,Romania, europe,Iași,Public  ,20.52354129,15.92974733,13.10352667,5400,22011,13.18827315,153,16.8,3.24,ARTS & HUMANITIES
2411,2023,Universite libre de Bruxelles,211.0,6.0,42.5, Belgium,EUROPE,Brussels,Public,34.3,50.4,67.8,9973,187930,69.68095994,355,51.0,3.7,Social Sciences & Management
1935,2016,Tel Aviv University,221.0,2.0,46.845,ISRAEL,ASIA  ,Tel Aviv, Public  ,54.48606171,39.69638532,57.45260451,7409,86284,47.90874234,350,56.0,4.11,Social Sciences & Management
2190,2019,Universidad Nacional de Rosario,900.5,10.0,28.4,argentina,latin america  ,Rosario,PUBLIC,28.80793684,29.02933266,31.36911685,272,1447,28.94954842,41,30.1,5.44, Social Sciences & Management
3066,2016,University of Vienna,144.0,1.0,54.2,Austria,Europe,Vienna,Public,58.57819045,39.15374502,59.72388193,16644,113160,39.18282239,274,59.2,5.76, Life Sciences & Medicine
2419,2024,Universiti Malaysia Perlis,1100.5,23.0,27.3345,Malaysia,Asia,Kangar, Public  ,7.3,5.5,7.5,4492,6019,4.72851739,73,7.4,3.53,Life Sciences & Medicine
2936,2019,University of Salento,549.0,37.0,35.385,ITALY,Europe,Italy,PUBLIC,45.64690478,37.87601131,32.68499633,2989,25609,31.61591801,151,39.2,3.69,Engineering & Technology
3270,2019,Vanderbilt University,195.0,61.0,44.4, United States,North America,Nashville,Private,42.38374514,35.92110506,36.52736951,17272,170775,38.17910321,404,39.5,3.86,NATURAL SCIENCES
1660,2024,SUNY Binghamton University,693.0,142.0,39.481,United States, North America,United States,public,38.97456749,34.15579574,44.87294489,5866,49559,33.80545724,237,41.9,4.0,ARTS & HUMANITIES
3156,2020,Universität Innsbruck,266.0,5.0,36.6,Austria,Europe,Innsbruck,Public,33.33983732,34.48307853,38.00674715,5636,68105,38.4991044,302,35.7,3.19,Engineering & Technology
1025,2023,Korea University,74.0,5.0,66.9,SOUTH KOREA,asia,Seoul,Private,79.3,93.9,29.5,5597,23775,18.47347866,179,54.4,4.35, ENGINEERING & TECHNOLOGY
1584,2021,"Queen Margaret University , Edinburgh",900.5,88.0,41.0,United Kingdom,Europe,Musselburgh,PUBLIC,41.51054564,48.09009958,37.41487756,609,6895,33.30843807,69,39.5,2.94,Natural Sciences
1910,2021,Technical University of Munich,50.0,3.0,73.6,Germany,EUROPE,Munich, Public,66.43192324,71.84464054,59.09010397,14066,190451,28.58338476,425,62.8,2.11,ENGINEERING & TECHNOLOGY
1586,2018,Queen's University Belfast,202.0,37.0,47.4, United Kingdom, Europe  ,United Kingdom,Public,43.39690869,46.98422739,31.50343532,7525,68176,34.94398098,256,37.5,3.86,Social Sciences & Management
2191,2023,Universidad Nacional de Río Cuarto - UNRC,1132.0,16.0,37.1,ARGENTINA, Latin America,Río Cuarto,Public,4.6,1.4,1.5,3293,1408,1.212948823,34,3.0,2.84,social sciences & management
927,2025,Kafrelsheikh University,785.0,6.0,38.5075,egypt,Africa,Egypt,Public,45.12623688,37.95760764,35.45296837,8785,230191,30.3882078,467,40.3,1.16,Natural Sciences
1636,2023,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,1270.0,47.0,29.4, russia, EUROPE,Moscow,Public,5.4,3.2,1.3,2548,604,1.0,21,3.4,4.22,LIFE SCIENCES & MEDICINE
1141,2020,Manchester Metropolitan University,775.5,84.0,32.6775,United Kingdom,EUROPE,Manchester ,Public,22.31375523,31.6986651,36.6703752,202,2040,40.80766179,47,29.5,4.04,Life Sciences & Medicine
2985,2016,University of Southern Queensland,712.0,31.0,19.215,Australia  ,oceania,Toowoomba,public,19.95212262,14.76056718,24.83359631,1491,23259,22.04666382,128,22.4,1.41, Arts & Humanities
1632,2021,Ruhr-Universität Bochum,439.0,58.0,26.0,Germany,Europe,Bochum,Public,26.75306042,26.76113303,27.88398443,151,1114,22.2778062,34,27.3,3.02,life sciences & medicine
2748,2018,University of Lincoln,760.0,90.0,23.4925, United Kingdom,Europe,Lincoln,Public,24.40305453,23.9904335,18.77675616,3017,18401,14.11092266,125,21.6,2.31, natural sciences  
1148,2026,Mapua University,,,1.0,Philippines,Asia  ,Philippines,private for profit,9.7,16.2,9.3,882,3702,6.998022224,58,9.5,1.67,social sciences & management
287,2025,Cairo University,350.0,1.0,32.5,Egypt,Africa,Giza,Public,45.8,41.0,3.0,44008,19879,2.165020545,132,24.4,4.79, Engineering & Technology
1182,2026,Mendel University in Brno,875.5,9.0,29.88,Czechia, Europe,Brno,Public  ,9.8,8.3,8.3,1473,3580,5.947481429,55,9.0,2.45,Social Sciences & Management
3001,2025,University of Szczecin,1570.0,45.0,24.129,Poland,Europe,Poland,Public,27.78852726,19.09450344,30.73058832,1089,8954,21.94592816,93,29.3,2.67, Life Sciences & Medicine
2559,2018,University of Central Florida,725.5,180.0,34.2,United States,north america,Orlando,PUBLIC,27.8679941,32.61908749,28.23434201,176,1172,23.43829942,37,28.1,3.52,natural sciences
856,2018,Istanbul University,900.5,15.0,20.965, Turkey, Asia,Istanbul,Public,22.19139705,16.11347565,22.33195921,170,814,16.27079669,27,22.3,3.4,social sciences & management
441,2020,De Montfort University,900.5,94.0,30.865,United Kingdom  ,Europe,Leicester,Public  ,26.51010412,26.25348751,29.16044457,253,1284,25.6729645,43,27.8,5.06,SOCIAL SCIENCES & MANAGEMENT  
2935,2017,University of Salamanca,675.5,33.0,25.1875,Spain, Europe  ,Salamanca, Public,29.28958722,21.37879823,25.52033238,158,599,11.9813781,27,27.4,3.16,Arts & Humanities  
1408,2023,Nottingham Trent University,877.0,90.0,41.3025,United Kingdom,Europe  ,Nottingham,Public,9.7,20.2,6.5,15237,38492,6.431450946,231,8.1,2.55,Social Sciences & Management
2327,2026,Universidade Federal de Ouro Preto,1743.0,43.0,23.4245,brazil,Latin America,Brazil,private,20.65593022,21.12078465,17.99228346,1647,8763,11.23442332,106,19.3,2.11,Natural Sciences
1187,2022,Metropolitan Autonomous University,968.0,16.0,28.315,Mexico, Latin America,Mexico,Public  ,34.01575277,34.15759555,27.54817582,9431,78869,24.63120506,300,30.8,2.95, Life Sciences & Medicine
2493,2019,University of Basel,160.0,9.0,48.4,Switzerland,Europe,Basel,Public,43.30744658,42.22404166,51.65669923,5673,38789,37.44095657,202,47.5,5.48,Arts & Humanities
3002,2016,University of Szeged,701.0,5.0,19.6475,Hungary,Europe,Szeged,PUBLIC  ,16.06984395,18.7102499,16.45833537,4188,20267,11.30366322,151,16.3,2.34,Social Sciences & Management
1398,2024,Northwest Agriculture and Forestry University,975.5,57.0,48.8,China (Mainland),Asia,China (Mainland),Public,4.7,1.4,28.9,8221,55549,24.35280583,224,16.8,3.6,Life Sciences & Medicine
1487,2021,Pavol Jozef Šafárik University in Košice,675.5,1.0,24.98, Slovakia,Europe,Slovakia,Public,28.05024167,28.9193753,24.28050072,2271,13089,16.15873308,105,26.2,2.8,Arts & Humanities
662,2019,HSE University,343.0,8.0,31.6,Russia,Europe,Moscow,Public  ,29.19937439,31.57696126,35.55466054,8632,92749,34.04886243,337,32.4,3.17,engineering & technology  
1030,2026,Kurdistan University of Medical Sciences,811.0,17.0,38.885,Iran,Asia,Iran,private,38.34598279,35.65450185,40.67515388,1154,6835,35.04880595,81,39.5,5.92,engineering & technology
1722,2024,Shahid Bahonar University of Kerman,1371.0,56.0,25.2845,Iran,Asia,Iran, Public,13.72810525,24.426058,19.25941346,3935,24828,15.76369722,156,16.5,2.5,social sciences & management
1511,2022,Pohang University of Science and Technology,186.0,9.0,54.8225,south korea,Asia,South Korea,Public,51.15707026,49.14071744,35.50322132,917,5516,29.98030085,79,43.3,4.98, Natural Sciences
710,2022,Hosei University,1456.0,95.0,17.2225,Japan,asia,Japan,Public,14.57534051,15.97151889,15.86841666,6811,30703,18.88230767,152,15.2,4.19,Natural Sciences
2412,2024,Universiti Brunei Darussalam,387.0,1.0,28.3,brunei,Asia,Bandar Seri Begawan,PUBLIC,21.0,5.5,8.2,934,1612,5.48447234,52,14.6,3.18,Arts & Humanities
3263,2020,V.N. Karazin Kharkiv National University,1242.0,8.0,16.2775,Ukraine,EUROPE,Ukraine,public,18.88833395,18.92026531,18.16321591,4477,39536,15.75146654,194,18.5,1.78,Social Sciences & Management
1883,2023,Tallinn University of Technology,724.0,2.0,35.96, estonia,europe,Tallinn,Public,12.7,10.8,9.4,1793,5060,8.336676638,69,11.0,2.95,Natural Sciences
2029,2023,Tokyo Medical and Dental University,393.0,14.0,29.0,Japan,asia,Tokyo,PUBLIC,10.6,4.8,15.8,1310,5254,13.06950551,77,13.2,3.26,SOCIAL SCIENCES & MANAGEMENT
349,2025,Chiang Mai University,567.0,3.0,21.9,THAILAND,ASIA,Chiang Mai, public  ,34.8,17.1,4.2,6191,4427,2.359609089,64,19.5,3.3, Engineering & Technology
2498,2017,University of Bedfordshire,761.0,100.0,20.5525, UNITED KINGDOM,Europe,United Kingdom,Private,24.58900304,25.36193919,23.9762895,4891,18683,13.82926366,147,24.3,3.62,Arts & Humanities
1150,2026,Marche Polytechnic University,495.0,28.0,46.4335, Italy  ,Europe,Italy,Private,47.58843798,55.14168563,46.47236902,5764,46631,37.69660952,221,47.0,4.66,natural sciences
2659,2019,University of Haifa,675.5,9.0,31.6775,Israel,ASIA,Haifa, PUBLIC,37.43184277,32.65928629,27.97211812,102,1341,26.82783653,33,32.7,2.04,Social Sciences & Management
2065,2018,Tulane University,455.5,122.0,39.99,United States,North America,New Orleans,Private,34.05383963,34.17748439,44.00855824,217,2017,40.33843405,40,39.0,4.34,Engineering & Technology
2857,2020,University of North Carolina at Chapel Hill,54.0,22.0,69.8875,United States  ,north america,United States,Private,55.04902139,87.92798799,58.01869699,12513,76189,35.53570387,318,56.5,5.84,life sciences & medicine
1841,2020,Stockholm School of Economics,1001.0,14.0,28.3, SWEDEN, Europe,Sweden,Private,26.89985971,24.23199326,26.13423672,2529,9164,20.73190876,115,26.5,5.72,Engineering & Technology  
1723,2021,Shahid Beheshti University,1001.0,6.0,31.45,"IRAN, ISLAMIC REPUBLIC OF",Asia,Tehran,Public,31.8595915,23.88488943,36.1828126,1321,14950,17.36347438,122,34.0,1.53,Arts & Humanities
3106,2022,"University of the Andes, Chile",1149.0,20.0,23.4125,Chile,Latin America,Chile,Private,16.06998567,26.82613333,18.21600384,1110,8682,18.23883197,97,17.1,2.33,Life Sciences & Medicine
3200,2025,Université Paris Cité,302.0,9.0,35.9,FRANCE,Europe,France,Public,27.8,6.2,87.0,24582,556594,59.89388243,850,57.4,2.65,Life Sciences & Medicine
3301,2023,Vrije Universiteit Brussel,251.0,7.0,38.5,Belgium,EUROPE,Brussels,public,22.7,16.1,23.8,2464,10359,12.07321226,92,23.2,2.87,life sciences & medicine  
1129,2023,Maharishi Markandeshwar University,779.0,33.0,34.3975,india,Asia,India,PUBLIC  ,32.86423017,25.88606251,27.00392219,1693,18834,39.65046656,138,29.9,3.56,Arts & Humanities
1190,2023,Michigan Technological University,773.0,157.0,57.0,United States, North America  ,Houghton,PUBLIC,4.6,5.6,35.2,2647,24738,26.09488869,160,19.9,2.79,Life Sciences & Medicine
2209,2024,Universidad Pontificia Bolivariana,825.5,9.0,17.135,COLOMBIA,latin america  ,Medellín,Private,9.3,15.4,1.6,1964,1922,1.490892488,53,5.4,1.52,Social Sciences & Management
1349,2023,National and Kapodistrian University of Athens,622.0,4.0,43.3, Greece,Europe  ,Athens,Public,24.9,32.1,27.6,12418,81807,21.54525011,261,26.2,3.27, Social Sciences & Management
390,2023,Claude Bernard University Lyon 1,426.0,15.0,44.105,France,Europe,France,Public,40.82110108,44.15912166,47.21599697,3853,67854,38.46604085,236,44.0,2.18,Life Sciences & Medicine
1423,2025,Odesa I.I. Mechnikov National University,2013.0,19.0,14.962,UKRAINE,EUROPE,Ukraine,Public,13.35330137,9.067551735,12.92466409,1219,3406,12.47458477,70,13.1,4.47,engineering & technology  
1579,2023,Qazvin University of Medical Sciences,406.0,4.0,44.86,Iran,Asia,Iran,Public,34.31406327,49.96008071,54.06136181,520,4374,36.15218822,70,44.2,4.3, Life Sciences & Medicine
1002,2023,King Mongkut\'s Institute of Technology Ladkrabang,1243.0,11.0,30.9,Thailand,Asia,Thailand,public,7.4,13.1,3.0,3327,2491,2.212692538,50,5.2,2.95,Life Sciences & Medicine  
341,2026,Charité - Universitätsmedizin Berlin,91.0,8.0,66.937,Germany,Europe  ,Germany,Public,82.54299081,49.77755311,63.45379351,3164,49271,57.62662641,195,73.0,3.7,Life Sciences & Medicine  
1419,2026,Ocean University of China,825.5,49.0,41.7865,China (Mainland),Asia,China (Mainland),PUBLIC,6.3,5.8,72.1,9315,224169,79.49246383,427,39.2,3.3,life sciences & medicine
410,2016,Cornell University,18.0,13.0,84.0,UNITED STATES,North America,Ithaca,PRIVATE,68.51486952,88.1638923,100.0,7266,98418,80.14506962,310,84.3,5.92,social sciences & management
858,2019,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,844.0,2.0,23.98, Romania  ,europe  ,Romania,PRIVATE,26.66795237,24.06707712,24.61333542,1643,12200,25.10295394,111,25.6,3.38,Engineering & Technology
127,2022,Arizona State University,216.0,59.0,41.8,United States,north america,Phoenix, Public,38.45622443,43.04612972,35.95350038,13099,28752,10.02174515,182,37.2,4.57,Life Sciences & Medicine  
2402,2018,Universitat Politècnica de Catalunya · BarcelonaTech,275.0,9.0,39.4,spain,Europe,Barcelona,Public,40.47189764,41.23581377,30.76829143,6100,50742,20.41940765,263,35.6,2.45, LIFE SCIENCES & MEDICINE  
3125,2023,University of the Witwatersrand,252.0,2.0,51.0925, South Africa,Africa,South Africa, Public,53.42778219,51.30489327,55.40847146,10530,158442,47.00157623,408,54.4,3.12,Arts & Humanities
1994,2025,The University of New South Wales,19.0,3.0,87.1, Australia  , oceania,Sydney,Public,90.5,90.4,94.9,26915,165936,52.57795264,354,92.7,8.53,Life Sciences & Medicine
2884,2016,University of Palermo,445.0,27.0,33.01,Italy  ,Europe,Palermo, PUBLIC,31.31978004,30.75208751,42.82153411,10357,73450,26.89495236,278,37.1,3.79,natural sciences
2852,2025,University of Nigeria Nsukka,1437.0,9.0,26.422,Nigeria,Africa,Nigeria,private,26.77722568,28.05052389,32.55538744,15993,155339,33.06497646,433,29.7,3.4,Arts & Humanities
2637,2026,University of Genoa,530.0,29.0,30.8,Italy,Europe,Genoa,Public,28.0,10.6,52.6,8697,87854,50.17387649,314,40.3,4.97, natural sciences
3079,2024,University of Westminster,715.5,82.0,35.6945,united kingdom, Europe,London, Public,12.9,6.7,6.0,2423,6383,4.850023728,85,9.4,1.84,arts & humanities
1947,2022,The American University in Cairo,445.0,1.0,26.1,Egypt,Africa,Cairo, Private,31.68870862,32.15142516,28.93189282,2256,11031,19.08414595,108,30.3,3.9,Natural Sciences
2262,2021,Universidad de Palermo,377.0,3.0,29.0,Argentina,Latin America,Buenos Aires,Private,27.31271969,26.00792224,30.42938559,3300,17475,20.97818557,139,28.9,3.96,Social Sciences & Management
521,2025,Eskişehir Technical University,1879.0,84.0,18.2255,Turkey,ASIA,Turkey, Public,15.61442873,18.1111067,21.16888772,504,6580,10.69926881,81,18.4,0.82,Life Sciences & Medicine  
2693,2020,University of Insubria,547.0,34.0,36.96,Italy,Europe,Italy,Public  ,38.32331759,36.39959188,32.03101131,1459,23637,34.70909423,162,35.2,2.14,Natural Sciences
2599,2021,University of Derby,978.0,109.0,25.655,United Kingdom,europe,Derby, PUBLIC,26.06500043,25.47877048,26.90733035,2815,25614,26.73654927,171,26.5,2.94,Engineering & Technology
2570,2021,University of Cincinnati,625.5,141.0,59.0,United States  ,NORTH AMERICA,Cincinnati,Public,48.57688182,58.71469365,44.65218068,132,1400,27.99428526,44,46.6,2.64,natural sciences
3068,2023,University of Virginia,255.0,65.0,38.3,United States  ,NORTH AMERICA,Charlottesville,public  ,35.2,37.5,36.5,7903,29176,16.75814613,161,35.8,4.54,Engineering & Technology
618,2023,German Jordanian University,836.0,4.0,53.5,Jordan,ASIA,Jordan,Public,5.8,9.3,3.8,2640,1809,2.844055497,40,4.8,4.15,Social Sciences & Management
2396,2017,Universitat Autònoma de Barcelona,203.0,4.0,46.3,Spain, EUROPE,Barcelona, Public  ,39.28169975,37.98445285,61.61991015,5401,59956,28.12188885,226,50.5,2.53,Life Sciences & Medicine  
1457,2018,PMAS Arid Agriculture University Rawalpindi,1043.0,13.0,13.925,Pakistan, Asia,Pakistan,PRIVATE  ,13.59043431,14.74068698,18.76599279,3048,14102,14.3894301,96,16.2,3.11,Natural Sciences
998,2017,King Khalid University,525.5,5.0,46.4,Saudi Arabia,Asia,Abha,Public  ,34.46462474,40.21096678,43.50635268,190,1805,36.09570538,39,39.0,3.8,natural sciences  
9,2025,Abdelmalek Essaâdi University,1601.0,10.0,23.5945,Morocco,AFRICA,Morocco,Private  ,23.00305578,29.32643718,25.94191918,20090,194356,27.90870146,489,24.5,2.88,Engineering & Technology
754,2025,Imam Mohammad Ibn Saud Islamic University  IMSIU,925.5,24.0,55.8,Saudi Arabia,Asia  ,Saudi Arabia,Public,14.8,7.6,1.5,6851,3348,1.0,53,8.2,2.05,Life Sciences & Medicine
3172,2016,Université Catholique de Louvain,167.0,3.0,51.1, Belgium,Europe,Belgium, private not for profit,43.59736593,46.13557668,63.8868117,13081,282904,68.45008887,538,53.7,3.17,Natural Sciences
2537,2016,"University of California, Los Angeles",16.0,11.0,85.8,United States,North America,Los Angeles,Public,72.10646639,67.12625271,87.945735,11198,225224,55.59709073,409,80.0,2.76,life sciences & medicine
2866,2024,University of Nottingham,100.0,21.0,60.4,United Kingdom  ,Europe,Nottingham,Public,60.7,72.1,46.5,18061,251013,59.06197862,572,53.6,4.25,Natural Sciences
331,2024,Chalmers University of Technology,129.0,6.0,54.0,Sweden,Europe,Gothenburg, Private,26.6,51.5,80.9,4148,34094,32.62594164,178,53.8,3.97,life sciences & medicine
3143,2026,Università della Svizzera Italiana,473.0,10.0,33.5,Switzerland  ,europe,Switzerland,Public  ,9.3,9.4,43.4,1065,11324,30.93881799,118,26.4,2.91,Natural Sciences
347,2019,Chemnitz University of Technology,597.0,72.0,33.5825,Germany,Europe,Germany,PUBLIC,42.66589397,32.88909235,37.48888466,296,8605,16.42206342,82,40.1,0.56,Engineering & Technology
2841,2026,University of Nevada - Reno,1100.5,136.0,49.8,United States of America,Americas,United States of America,public,6.4,6.5,24.4,7413,23933,13.9065246,142,15.4,4.31,engineering & technology
2752,2026,University of Ljubljana,535.0,1.0,30.6,SLOVENIA,europe,Ljubljana, Public,29.7,18.9,11.0,5675,23265,10.09314085,132,20.4,2.46, Social Sciences & Management
2749,2016,University of Lisbon,542.0,7.0,27.36,Portugal,europe  ,Lisbon ,PUBLIC,27.02974202,35.04521699,24.93107732,16088,68462,17.35857875,256,26.0,4.08,Arts & Humanities
1176,2019,Medical University of Vienna,233.0,3.0,50.5025,Austria  ,EUROPE,Austria,Public  ,64.49556919,57.78724221,55.58439498,1067,36383,62.19307484,187,60.0,1.82,Engineering & Technology
3096,2019,University of Zagreb,900.5,2.0,19.105,Croatia, Europe,Zagreb,Public,13.05542289,22.28750757,16.31590689,181,739,14.78602479,27,14.7,3.62,Arts & Humanities
1698,2022,Satbayev University,505.5,4.0,14.05, KAZAKHSTAN  ,Asia,Almaty,PUBLIC,14.92612775,14.51935997,14.18536764,205,436,8.725622977,21,14.6,4.1,Life Sciences & Medicine
1194,2021,Middlesex University,725.5,79.0,41.19,United Kingdom,EUROPE,London,PUBLIC,36.96112036,32.69307067,31.17415881,2588,15952,16.91571085,133,34.1,2.74,Arts & Humanities
2778,2021,University of Maribor,900.5,2.0,23.6675,Slovenia,Europe,Maribor,Public,25.75780575,22.51392786,24.26470106,110,1049,20.97004294,34,25.0,2.2,Natural Sciences
1375,2019,North Carolina State University,279.0,79.0,35.7, United States,North America,Raleigh,Public,35.23388354,36.36935601,37.25617489,9044,44305,22.79079448,214,36.2,4.65,Social Sciences & Management
21,2018,"Adam Mickiewicz University, Poznań",900.5,7.0,19.025,Poland,Europe,Poznań,Public,17.93119389,16.20973147,18.76013503,298,626,12.52002208,22,18.3,5.96,Engineering & Technology
1410,2023,Novosibirsk State Technical University,878.0,27.0,15.36,Russia, Europe,Novosibirsk,public,6.7,7.0,1.9,4279,1450,1.233354877,38,4.3,3.64, Natural Sciences
3265,2016,VSB - Technical University of Ostrava,344.0,1.0,38.475,Czech Republic,Europe,Ostrava,Public,37.03107909,33.52890292,46.29960088,4832,22393,18.9133349,144,41.7,4.08,Engineering & Technology  
1884,2024,Tamil Nadu Agricultural University,1705.0,114.0,18.4355,India,Asia,India,Private,20.22756742,18.06768958,14.87952288,980,2272,6.158410407,46,17.6,2.66,Arts & Humanities
1894,2026,Tashkent State Transport University,1300.5,7.0,40.6,Uzbekistan,Asia,Uzbekistan, Public,19.3,10.8,1.3,5900,1511,1.0,39,10.3,3.9,Engineering & Technology
8,2022,Abai Kazakh National Pedagogical University,555.5,5.0,66.6,Kazakhstan,asia,Almaty,Public,93.47262769,65.32344456,65.26623397,238,3104,62.07559531,54,79.4,4.76,Natural Sciences
2994,2023,University of Strasbourg,615.0,29.0,38.8225,France  , Europe,France,Public,26.89541505,33.77788383,40.97952009,13912,108163,34.30488929,350,33.9,4.41,Arts & Humanities
1186,2026,Mersin University,1949.0,71.0,18.845,Turkey,Asia,Turkey, Public,17.54890915,21.76759564,20.6342363,2232,20803,12.26617056,156,19.1,1.32,Natural Sciences
548,2021,Federal University of Rio de Janeiro,949.0,22.0,26.27,Brazil,Latin America,Brazil,PRIVATE,30.07820094,25.59512329,27.76566566,10184,91098,18.496976,340,28.9,2.07,Arts & Humanities
1959,2023,The Hong Kong Polytechnic University,66.0,5.0,69.0, Hong Kong SAR,Asia,Hong Kong,Public,66.1,37.0,68.9,7849,66628,49.57437046,296,67.5,5.84,Arts & Humanities
2194,2018,Universidad Nacional de Tucumà¡n,900.5,11.0,18.4, argentina, Latin America,San Miguel de Tucumán,Public,21.05963664,8.814689723,22.18889098,6662,43975,23.31673907,207,21.6,3.53,Life Sciences & Medicine
67,2025,Al-Quds University,875.5,1.0,58.2," Palestinian Territory, Occupied",Asia,"Palestinian Territory, Occupied", Public,5.8,14.6,1.7,7319,2666,1.548964736,43,3.8,4.25,Life Sciences & Medicine
2936,2017,University of Salento,483.0,27.0,33.55,Italy,Europe,Italy,Public,35.77730483,40.00508072,29.98206867,7559,29480,15.92665878,129,32.9,4.08,social sciences & management
405,2023,Complutense University of Madrid,226.0,7.0,41.2,Spain,Europe  ,Madrid,public,69.2,57.4,10.2,14110,45350,9.258975196,201,39.7,2.88, social sciences & management  
1098,2016,Loughborough University,357.0,45.0,37.7925,united kingdom,Europe,Loughborough, Public  ,35.82340209,38.8457421,43.28074678,4501,30587,33.17411705,145,39.6,4.88,social sciences & management
2503,2025,University of Bergen,291.0,3.0,37.1,Norway,europe,Bergen,Public  ,31.6,8.3,28.3,3796,20523,25.18167745,143,30.0,4.66,Life Sciences & Medicine
911,2026,Julius-Maximilians-Universität Würzburg,416.0,57.0,36.5,Germany,Europe,Würzburg, Public,21.4,9.9,87.0,5735,126364,90.97487648,342,54.2,4.13,Social Sciences & Management
136,2022,Aston University,485.0,64.0,24.5,United Kingdom,Europe,Birmingham,Public,28.16746001,18.08197763,29.83004193,3773,24183,33.12754278,168,29.0,5.17,Life Sciences & Medicine
105,2020,Anadolu University,1089.0,17.0,19.8775,Turkey,Asia,Eskisehir,Public,19.98842244,15.09886172,21.74194328,203315,1206401,20.81185589,1058,20.9,3.51,Life Sciences & Medicine  
953,2024,Karunya Institute of Technology and Sciences,1307.0,91.0,26.4065,India,ASIA  ,India, Public,19.54298901,22.50105717,25.28640219,1374,7667,16.31190043,109,22.4,2.92,Engineering & Technology
2561,2025,University of Central Oklahoma,,,1.0,United States  ,Americas,United States, public,5.6,2.9,1.5,4912,2181,1.180339682,48,3.6,2.66,Social Sciences & Management
1969,2026,The New School,1203.0,46.0,32.0405,united states,Americas,New York,Private,28.17905801,34.18579452,35.40037222,1692,15360,21.15694374,114,31.8,2.33,Natural Sciences  
1315,2023,National United University,1571.0,37.0,17.065, Taiwan,ASIA  ,Taiwan, Private,14.96601847,16.28118256,16.05410118,1929,5816,11.01435802,84,15.5,3.65,social sciences & management
2681,2024,University of Hull,523.0,65.0,22.5,United Kingdom, Europe,Hull,Public,8.5,3.5,25.4,2270,24632,19.03587201,126,17.0,1.75,Arts & Humanities
2547,2021,University of Campinas,452.0,6.0,41.4625,Brazil,Latin America,Brazil,PUBLIC,35.72930191,39.5319662,46.38208803,7864,153829,35.74105455,390,41.1,1.83,Arts & Humanities
2434,2021,Universiti Teknologi Petronas,640.0,13.0,35.015,Malaysia,Asia,Malaysia, private not for profit,35.16420006,32.47708795,38.73999691,2850,20895,28.78099337,134,37.0,3.93,life sciences & medicine  
1851,2018,Sultan Qaboos University,455.5,1.0,20.9225,OMAN  ,ASIA  ,Muscat,PUBLIC,14.41554891,18.55015401,21.88349262,3988,18781,20.50289894,137,18.1,4.35, Social Sciences & Management
3158,2023,Universität Konstanz,548.0,65.0,69.5, germany,Europe,Konstanz,Public,21.7,3.6,16.2,4160,10044,11.62539073,100,19.0,4.81,Life Sciences & Medicine
61,2021,Al-Farabi Kazakh National University,165.0,1.0,46.9, Kazakhstan,asia  ,Almaty,PUBLIC,48.05879915,60.85545171,44.77836106,12755,128740,31.81117069,325,46.4,3.15,Arts & Humanities
1874,2019,TU Dortmund University,725.5,78.0,45.14,germany, Europe  ,Dortmund,Public  ,60.75586109,53.73755413,53.17204239,300,1307,26.14246878,43,57.0,6.0,social sciences & management  
314,2024,Ca’ Foscari University of Venice,544.0,31.0,43.769,ITALY,Europe,Italy,Public,39.08530801,34.0592961,50.47573508,8855,61313,31.41051561,204,44.8,4.54,arts & humanities
2129,2024,Universidad Autónoma del Estado de Mexico,1861.0,37.0,14.2695, MEXICO,Latin America,Mexico,Public,12.34186573,15.60481701,10.3223443,8698,62880,10.29475437,227,11.3,1.42,life sciences & medicine
1349,2025,National and Kapodistrian University of Athens,393.0,2.0,29.9,Greece,Europe,Athens,public,26.7,33.2,31.0,15370,127708,29.49384966,362,28.8,3.55,Natural Sciences
3082,2022,University of Wisconsin Milwaukee,900.5,178.0,45.8,United States  ,North America,Milwaukee,Public,56.09564607,46.51057239,55.92572831,7356,81220,60.79335903,233,56.0,5.51,arts & humanities  
2912,2017,University of Pretoria,575.5,6.0,26.8325,south africa,Africa,Pretoria,Public,34.39882435,32.93129808,24.36185559,41,671,13.42210684,26,29.4,0.82,Natural Sciences
2910,2026,University of Portsmouth,635.0,70.0,27.2, united kingdom,EUROPE,Portsmouth,Public,10.9,13.1,27.8,7709,23541,17.79395116,153,19.4,5.83,Arts & Humanities
2871,2024,University of Oklahoma,645.5,134.0,66.1,United States,NORTH AMERICA,Norman,PUBLIC,9.6,10.6,34.3,11801,50906,24.72353371,219,22.0,5.73,Social Sciences & Management
